"","gene","comparison","scaffold","Gene.Predict","id","gene.start","gene.stop","pos1","pos2","pos3","attr","GO"
"201","rna-XM_027189457.1","control_vs_mid","NW_020843601.1","Gnomon","mRNA",68803,96335,".","-",".","ID=rna-XM_027189457.1;Parent=gene-LOC113673097;Dbxref=GeneID:113673097,Genbank:XM_027189457.1;Name=XM_027189457.1;gbkey=mRNA;gene=LOC113673097;model_evidence=Supporting evidence includes similarity to: 29 Proteins%2C and 97%25 coverage of the annotated genomic feature by RNAseq alignments;product=contactin-6-like;transcript_id=XM_027189457.1;pdam_00014276;Pocillopora damicornis;113673097;contactin-6-like","GO:0004672,GO:0004713,GO:0005515,GO:0005524,GO:0006468"
"202","rna-XM_027189700.1","control_vs_mid","NW_020843606.1","Gnomon","mRNA",21119,22680,".","-",".","ID=rna-XM_027189700.1;Parent=gene-LOC113673305;Dbxref=GeneID:113673305,Genbank:XM_027189700.1;Name=XM_027189700.1;gbkey=mRNA;gene=LOC113673305;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=histamine H2 receptor-like;transcript_id=XM_027189700.1;;Pocillopora damicornis;113673305;histamine H2 receptor-like",""
"203","rna-XM_027190685.1","control_vs_mid","NW_020845690.1","Gnomon","mRNA",110399,123321,".","+",".","ID=rna-XM_027190685.1;Parent=gene-LOC113674212;Dbxref=GeneID:113674212,Genbank:XM_027190685.1;Name=XM_027190685.1;gbkey=mRNA;gene=LOC113674212;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 22 samples with support for all annotated introns;product=uncharacterized LOC113674212;transcript_id=XM_027190685.1;;Pocillopora damicornis;113674212;uncharacterized LOC113674212",""
"204","rna-XM_027190906.1","control_vs_mid","NW_020845730.1","Gnomon","mRNA",136871,142475,".","+",".","ID=rna-XM_027190906.1;Parent=gene-LOC113674426;Dbxref=GeneID:113674426,Genbank:XM_027190906.1;Name=XM_027190906.1;gbkey=mRNA;gene=LOC113674426;model_evidence=Supporting evidence includes similarity to: 15 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 18 samples with support for all annotated introns;product=uncharacterized aarF domain-containing protein kinase 1-like;transcript_id=XM_027190906.1;pdam_00017847;Pocillopora damicornis;113674426;uncharacterized aarF domain-containing protein kinase 1-like","GO:0004672,GO:0005524,GO:0006468"
"205","rna-XM_027191226.1","control_vs_mid","NW_020845812.1","Gnomon","mRNA",701648,704233,".","-",".","ID=rna-XM_027191226.1;Parent=gene-LOC113674734;Dbxref=GeneID:113674734,Genbank:XM_027191226.1;Name=XM_027191226.1;gbkey=mRNA;gene=LOC113674734;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 44 samples with support for all annotated introns;product=uncharacterized LOC113674734%2C transcript variant X1;transcript_id=XM_027191226.1;pdam_00001941;Pocillopora damicornis;113674734;uncharacterized LOC113674734",""
"206","rna-XM_027191315.1","control_vs_mid","NW_020845812.1","Gnomon","mRNA",870365,874318,".","-",".","ID=rna-XM_027191315.1;Parent=gene-LOC113674821;Dbxref=GeneID:113674821,Genbank:XM_027191315.1;Name=XM_027191315.1;gbkey=mRNA;gene=LOC113674821;model_evidence=Supporting evidence includes similarity to: 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 21 samples with support for all annotated introns;product=proprotein convertase subtilisin/kexin type 5-like%2C transcript variant X1;transcript_id=XM_027191315.1;pdam_00001956;Pocillopora damicornis;113674821;proprotein convertase subtilisin/kexin type 5-like",""
"207","rna-XM_027191338.1","control_vs_mid","NW_020845812.1","Gnomon","mRNA",147452,154683,".","-",".","ID=rna-XM_027191338.1;Parent=gene-LOC113674841;Dbxref=GeneID:113674841,Genbank:XM_027191338.1;Name=XM_027191338.1;gbkey=mRNA;gene=LOC113674841;model_evidence=Supporting evidence includes similarity to: 18 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=cytochrome P450 3A7-like;transcript_id=XM_027191338.1;;Pocillopora damicornis;113674841;cytochrome P450 3A7-like",""
"208","rna-XM_027191617.1","control_vs_mid","NW_020843625.1","Gnomon","mRNA",109,2429,".","-",".","ID=rna-XM_027191617.1;Parent=gene-LOC113675081;Dbxref=GeneID:113675081,Genbank:XM_027191617.1;Name=XM_027191617.1;gbkey=mRNA;gene=LOC113675081;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=pre-rRNA-processing protein las1-like;transcript_id=XM_027191617.1;pdam_00022039;Pocillopora damicornis;113675081;pre-rRNA-processing protein las1-like",""
"209","rna-XM_027191812.1","control_vs_mid","NW_020845867.1","Gnomon","mRNA",497662,503017,".","+",".","ID=rna-XM_027191812.1;Parent=gene-LOC113675263;Dbxref=GeneID:113675263,Genbank:XM_027191812.1;Name=XM_027191812.1;gbkey=mRNA;gene=LOC113675263;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments;product=uncharacterized LOC113675263;transcript_id=XM_027191812.1;pdam_00001809;Pocillopora damicornis;113675263;uncharacterized LOC113675263",""
"210","rna-XM_027191867.1","control_vs_mid","NW_020845867.1","Gnomon","mRNA",278684,286962,".","-",".","ID=rna-XM_027191867.1;Parent=gene-LOC113675307;Dbxref=GeneID:113675307,Genbank:XM_027191867.1;Name=XM_027191867.1;gbkey=mRNA;gene=LOC113675307;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 20 samples with support for all annotated introns;product=cilia- and flagella-associated protein 300-like%2C transcript variant X2;transcript_id=XM_027191867.1;pdam_00001783;Pocillopora damicornis;113675307;cilia- and flagella-associated protein 300-like",""
"211","rna-XM_027191984.1","control_vs_mid","NW_020845872.1","Gnomon","mRNA",14029,20668,".","+",".","ID=rna-XM_027191984.1;Parent=gene-LOC113675414;Dbxref=GeneID:113675414,Genbank:XM_027191984.1;Name=XM_027191984.1;gbkey=mRNA;gene=LOC113675414;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 38 samples with support for all annotated introns;product=probable inactive peptidyl-prolyl cis-trans isomerase-like 6;transcript_id=XM_027191984.1;pdam_00020883;Pocillopora damicornis;113675414;probable inactive peptidyl-prolyl cis-trans isomerase-like 6","GO:0000413,GO:0003755,GO:0006457"
"212","rna-XM_027192257.1","control_vs_mid","NW_020845948.1","Gnomon","mRNA",39352,42098,".","+",".","ID=rna-XM_027192257.1;Parent=gene-LOC113675658;Dbxref=GeneID:113675658,Genbank:XM_027192257.1;Name=XM_027192257.1;gbkey=mRNA;gene=LOC113675658;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 3 samples with support for all annotated introns;product=Golgi-associated plant pathogenesis-related protein 1-like%2C transcript variant X4;transcript_id=XM_027192257.1;;Pocillopora damicornis;113675658;Golgi-associated plant pathogenesis-related protein 1-like",""
"213","rna-XM_027192614.1","control_vs_mid","NW_020846013.1","Gnomon","mRNA",39280,41473,".","+",".","ID=rna-XM_027192614.1;Parent=gene-LOC113676006;Dbxref=GeneID:113676006,Genbank:XM_027192614.1;Name=XM_027192614.1;gbkey=mRNA;gene=LOC113676006;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 46 samples with support for all annotated introns;product=lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog;transcript_id=XM_027192614.1;pdam_00009836;Pocillopora damicornis;113676006;lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog",""
"214","rna-XM_027192930.1","control_vs_mid","NW_020846063.1","Gnomon","mRNA",77071,78863,".","+",".","ID=rna-XM_027192930.1;Parent=gene-LOC113676283;Dbxref=GeneID:113676283,Genbank:XM_027192930.1;Name=XM_027192930.1;gbkey=mRNA;gene=LOC113676283;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns;product=ly6/PLAUR domain-containing protein 6B-like;transcript_id=XM_027192930.1;;Pocillopora damicornis;113676283;ly6/PLAUR domain-containing protein 6B-like",""
"215","rna-XM_027193126.1","control_vs_mid","NW_020846078.1","Gnomon","mRNA",242942,250565,".","+",".","ID=rna-XM_027193126.1;Parent=gene-LOC113676468;Dbxref=GeneID:113676468,Genbank:XM_027193126.1;Name=XM_027193126.1;gbkey=mRNA;gene=LOC113676468;model_evidence=Supporting evidence includes similarity to: 2 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 33 samples with support for all annotated introns;product=protein PBDC1-like%2C transcript variant X1;transcript_id=XM_027193126.1;pdam_00012493;Pocillopora damicornis;113676468;protein PBDC1-like",""
"216","rna-XM_027193175.1","control_vs_mid","NW_020846086.1","Gnomon","mRNA",336441,342932,".","+",".","ID=rna-XM_027193175.1;Parent=gene-LOC113676511;Dbxref=GeneID:113676511,Genbank:XM_027193175.1;Name=XM_027193175.1;Note=The sequence of the model RefSeq transcript was modified relative to this genomic sequence to represent the inferred CDS: added 303 bases not found in genome assembly;exception=annotated by transcript or proteomic data;gbkey=mRNA;gene=LOC113676511;inference=similar to RNA sequence (same species):INSD:GEFF01024413.1;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments;partial=true;product=chymotrypsinogen B-like;start_range=.,336441;transcript_id=XM_027193175.1;pdam_00005566;Pocillopora damicornis;113676511;chymotrypsinogen B-like","GO:0004252,GO:0006508"
"217","rna-XM_027193820.1","control_vs_mid","NW_020846166.1","Gnomon","mRNA",23925,25870,".","-",".","ID=rna-XM_027193820.1;Parent=gene-LOC113677075;Dbxref=GeneID:113677075,Genbank:XM_027193820.1;Name=XM_027193820.1;gbkey=mRNA;gene=LOC113677075;model_evidence=Supporting evidence includes similarity to: 8 Proteins%2C and 97%25 coverage of the annotated genomic feature by RNAseq alignments;product=4-hydroxyphenylpyruvate dioxygenase-like protein;transcript_id=XM_027193820.1;pdam_00012363;Pocillopora damicornis;113677075;4-hydroxyphenylpyruvate dioxygenase-like protein","GO:0003868,GO:0009072,GO:0016701,GO:0055114"
"218","rna-XM_027193833.1","control_vs_mid","NW_020846166.1","Gnomon","mRNA",226176,248600,".","+",".","ID=rna-XM_027193833.1;Parent=gene-LOC113677085;Dbxref=GeneID:113677085,Genbank:XM_027193833.1;Name=XM_027193833.1;gbkey=mRNA;gene=LOC113677085;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 15 samples with support for all annotated introns;product=exocyst complex component 4-like%2C transcript variant X1;transcript_id=XM_027193833.1;pdam_00012384;Pocillopora damicornis;113677085;exocyst complex component 4-like","GO:0000145,GO:0006904,GO:0015031"
"219","rna-XM_027194038.1","control_vs_mid","NW_020846178.1","Gnomon","mRNA",188525,194194,".","+",".","ID=rna-XM_027194038.1;Parent=gene-LOC113677253;Dbxref=GeneID:113677253,Genbank:XM_027194038.1;Name=XM_027194038.1;gbkey=mRNA;gene=LOC113677253;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=trans-Golgi network integral membrane protein 2-like%2C transcript variant X2;transcript_id=XM_027194038.1;pdam_00003238;Pocillopora damicornis;113677253;trans-Golgi network integral membrane protein 2-like","GO:0004867"
"220","rna-XM_027194124.1","control_vs_mid","NW_020846179.1","Gnomon","mRNA",4370,8802,".","+",".","ID=rna-XM_027194124.1;Parent=gene-LOC113677321;Dbxref=GeneID:113677321,Genbank:XM_027194124.1;Name=XM_027194124.1;gbkey=mRNA;gene=LOC113677321;model_evidence=Supporting evidence includes similarity to: 25 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=protein NLRC3-like%2C transcript variant X2;transcript_id=XM_027194124.1;pdam_00013021;Pocillopora damicornis;113677321;protein NLRC3-like","GO:0005515"
"221","rna-XM_027194196.1","control_vs_mid","NW_020843660.1","Gnomon","mRNA",132280,135456,".","-",".","ID=rna-XM_027194196.1;Parent=gene-LOC113677377;Dbxref=GeneID:113677377,Genbank:XM_027194196.1;Name=XM_027194196.1;gbkey=mRNA;gene=LOC113677377;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 32 samples with support for all annotated introns;product=zinc finger protein 395-like;transcript_id=XM_027194196.1;pdam_00018361;Pocillopora damicornis;113677377;zinc finger protein 395-like","GO:0003676"
"222","rna-XM_027194487.1","control_vs_mid","NW_020846233.1","Gnomon","mRNA",13908,32530,".","-",".","ID=rna-XM_027194487.1;Parent=gene-LOC113677648;Dbxref=GeneID:113677648,Genbank:XM_027194487.1;Name=XM_027194487.1;gbkey=mRNA;gene=LOC113677648;model_evidence=Supporting evidence includes similarity to: 11 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns;product=GTPase-activating Rap/Ran-GAP domain-like protein 3%2C transcript variant X1;transcript_id=XM_027194487.1;pdam_00019339;Pocillopora damicornis;113677648;GTPase-activating Rap/Ran-GAP domain-like protein 3",""
"223","rna-XM_027194641.1","control_vs_mid","NW_020846263.1","Gnomon","mRNA",30421,33078,".","-",".","ID=rna-XM_027194641.1;Parent=gene-LOC113677798;Dbxref=GeneID:113677798,Genbank:XM_027194641.1;Name=XM_027194641.1;gbkey=mRNA;gene=LOC113677798;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 6 samples with support for all annotated introns;product=uncharacterized skeletal organic matrix protein 5-like;transcript_id=XM_027194641.1;pdam_00023885;Pocillopora damicornis;113677798;uncharacterized skeletal organic matrix protein 5-like",""
"224","rna-XM_027194648.1","control_vs_mid","NW_020846273.1","Gnomon","mRNA",1280,4529,".","+",".","ID=rna-XM_027194648.1;Parent=gene-LOC113677810;Dbxref=GeneID:113677810,Genbank:XM_027194648.1;Name=XM_027194648.1;gbkey=mRNA;gene=LOC113677810;model_evidence=Supporting evidence includes similarity to: 5 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 23 samples with support for all annotated introns;partial=true;product=uncharacterized LOC113677810;start_range=.,1280;transcript_id=XM_027194648.1;pdam_00022720;Pocillopora damicornis;113677810;uncharacterized LOC113677810",""
"225","rna-XM_027194952.1","control_vs_mid","NW_020846333.1","Gnomon","mRNA",64789,73631,".","-",".","ID=rna-XM_027194952.1;Parent=gene-LOC113678084;Dbxref=GeneID:113678084,Genbank:XM_027194952.1;Name=XM_027194952.1;gbkey=mRNA;gene=LOC113678084;model_evidence=Supporting evidence includes similarity to: 19 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 44 samples with support for all annotated introns;product=IST1 homolog%2C transcript variant X1;transcript_id=XM_027194952.1;pdam_00019664;Pocillopora damicornis;113678084;IST1 homolog","GO:0015031"
"226","rna-XM_027195505.1","control_vs_mid","NW_020846447.1","Gnomon","mRNA",27693,33843,".","-",".","ID=rna-XM_027195505.1;Parent=gene-LOC113678605;Dbxref=GeneID:113678605,Genbank:XM_027195505.1;Name=XM_027195505.1;gbkey=mRNA;gene=LOC113678605;model_evidence=Supporting evidence includes similarity to: 17 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 28 samples with support for all annotated introns;product=ubiquinone biosynthesis monooxygenase COQ6%2C mitochondrial-like;transcript_id=XM_027195505.1;pdam_00013443;Pocillopora damicornis;113678605;ubiquinone biosynthesis monooxygenase COQ6, mitochondrial-like","GO:0004497,GO:0006744,GO:0016491,GO:0016709,GO:0050660,GO:0055114,GO:0071949"
"227","rna-XM_027195567.1","control_vs_mid","NW_020846461.1","Gnomon","mRNA",101104,104707,".","-",".","ID=rna-XM_027195567.1;Parent=gene-LOC113678667;Dbxref=GeneID:113678667,Genbank:XM_027195567.1;Name=XM_027195567.1;gbkey=mRNA;gene=LOC113678667;model_evidence=Supporting evidence includes similarity to: 21 Proteins%2C and 95%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 10 samples with support for all annotated introns;product=tetratricopeptide repeat protein 28-like;transcript_id=XM_027195567.1;;Pocillopora damicornis;113678667;tetratricopeptide repeat protein 28-like",""
"228","rna-XM_027195776.1","control_vs_mid","NW_020846474.1","Gnomon","mRNA",1385,3297,".","-",".","ID=rna-XM_027195776.1;Parent=gene-LOC113678859;Dbxref=GeneID:113678859,Genbank:XM_027195776.1;Name=XM_027195776.1;gbkey=mRNA;gene=LOC113678859;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 26 samples with support for all annotated introns;product=acidic leucine-rich nuclear phosphoprotein 32 family member B-like%2C transcript variant X2;transcript_id=XM_027195776.1;;Pocillopora damicornis;113678859;acidic leucine-rich nuclear phosphoprotein 32 family member B-like",""
"229","rna-XM_027195920.1","control_vs_mid","NW_020846492.1","Gnomon","mRNA",574419,579572,".","+",".","ID=rna-XM_027195920.1;Parent=gene-LOC113678993;Dbxref=GeneID:113678993,Genbank:XM_027195920.1;Name=XM_027195920.1;gbkey=mRNA;gene=LOC113678993;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 43 samples with support for all annotated introns;product=thioredoxin-like%2C transcript variant X2;transcript_id=XM_027195920.1;;Pocillopora damicornis;113678993;thioredoxin-like",""
"230","rna-XM_027196132.1","control_vs_mid","NW_020846502.1","Gnomon","mRNA",2892,9140,".","-",".","ID=rna-XM_027196132.1;Parent=gene-LOC113679180;Dbxref=GeneID:113679180,Genbank:XM_027196132.1;Name=XM_027196132.1;gbkey=mRNA;gene=LOC113679180;model_evidence=Supporting evidence includes similarity to: 6 Proteins%2C and 99%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 47 samples with support for all annotated introns;product=uncharacterized LOC113679180%2C transcript variant X2;transcript_id=XM_027196132.1;pdam_00025107;Pocillopora damicornis;113679180;uncharacterized LOC113679180","GO:0005515,GO:0008270,GO:0042981"
"231","rna-XM_027196328.1","control_vs_mid","NW_020846533.1","Gnomon","mRNA",221033,227824,".","-",".","ID=rna-XM_027196328.1;Parent=gene-LOC113679376;Dbxref=GeneID:113679376,Genbank:XM_027196328.1;Name=XM_027196328.1;gbkey=mRNA;gene=LOC113679376;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 98%25 coverage of the annotated genomic feature by RNAseq alignments;product=TCDD-inducible poly [ADP-ribose] polymerase-like;transcript_id=XM_027196328.1;pdam_00016201;Pocillopora damicornis;113679376;TCDD-inducible poly [ADP-ribose] polymerase-like","GO:0003950"
"232","rna-XM_027196611.1","control_vs_mid","NW_020846595.1","Gnomon","mRNA",480446,482934,".","-",".","ID=rna-XM_027196611.1;Parent=gene-LOC113679651;Dbxref=GeneID:113679651,Genbank:XM_027196611.1;Name=XM_027196611.1;gbkey=mRNA;gene=LOC113679651;model_evidence=Supporting evidence includes similarity to: 9 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 32 samples with support for all annotated introns;product=universal stress protein Slr1101-like;transcript_id=XM_027196611.1;;Pocillopora damicornis;113679651;universal stress protein Slr1101-like",""
"233","rna-XM_027196767.1","control_vs_mid","NW_020846627.1","Gnomon","mRNA",71028,74976,".","+",".","ID=rna-XM_027196767.1;Parent=gene-LOC113679798;Dbxref=GeneID:113679798,Genbank:XM_027196767.1;Name=XM_027196767.1;gbkey=mRNA;gene=LOC113679798;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 40 samples with support for all annotated introns;product=APOPT family protein CBG23705%2C mitochondrial-like;transcript_id=XM_027196767.1;pdam_00018035;Pocillopora damicornis;113679798;APOPT family protein CBG23705, mitochondrial-like",""
"234","rna-XM_027196821.1","control_vs_mid","NW_020846637.1","Gnomon","mRNA",36052,38159,".","-",".","ID=rna-XM_027196821.1;Parent=gene-LOC113679847;Dbxref=GeneID:113679847,Genbank:XM_027196821.1;Name=XM_027196821.1;gbkey=mRNA;gene=LOC113679847;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 44 samples with support for all annotated introns;product=uncharacterized LOC113679847;transcript_id=XM_027196821.1;pdam_00016754;Pocillopora damicornis;113679847;uncharacterized LOC113679847",""
"235","rna-XM_027196878.1","control_vs_mid","NW_020846648.1","Gnomon","mRNA",16965,25923,".","+",".","ID=rna-XM_027196878.1;Parent=gene-LOC113679901;Dbxref=GeneID:113679901,Genbank:XM_027196878.1;Name=XM_027196878.1;gbkey=mRNA;gene=LOC113679901;model_evidence=Supporting evidence includes similarity to: 3 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=uncharacterized LOC113679901%2C transcript variant X1;transcript_id=XM_027196878.1;pdam_00018516;Pocillopora damicornis;113679901;uncharacterized LOC113679901",""
"236","rna-XM_027197111.1","control_vs_mid","NW_020846686.1","Gnomon","mRNA",438204,441451,".","-",".","ID=rna-XM_027197111.1;Parent=gene-LOC113680114;Dbxref=GeneID:113680114,Genbank:XM_027197111.1;Name=XM_027197111.1;gbkey=mRNA;gene=LOC113680114;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 1 sample with support for all annotated introns;product=coadhesin-like%2C transcript variant X1;transcript_id=XM_027197111.1;pdam_00009829;Pocillopora damicornis;113680114;coadhesin-like",""
"237","rna-XM_027197183.1","control_vs_mid","NW_020846693.1","Gnomon","mRNA",121352,126925,".","-",".","ID=rna-XM_027197183.1;Parent=gene-LOC113680179;Dbxref=GeneID:113680179,Genbank:XM_027197183.1;Name=XM_027197183.1;gbkey=mRNA;gene=LOC113680179;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 28 samples with support for all annotated introns;product=uncharacterized LOC113680179%2C transcript variant X2;transcript_id=XM_027197183.1;pdam_00010227;Pocillopora damicornis;113680179;uncharacterized LOC113680179","GO:0005634,GO:0006260,GO:0006281,GO:0031011"
"238","rna-XM_027197257.1","control_vs_mid","NW_020846700.1","Gnomon","mRNA",253923,255883,".","+",".","ID=rna-XM_027197257.1;Parent=gene-LOC113680239;Dbxref=GeneID:113680239,Genbank:XM_027197257.1;Name=XM_027197257.1;end_range=255883,.;gbkey=mRNA;gene=LOC113680239;model_evidence=Supporting evidence includes similarity to: 1 Protein%2C and 82%25 coverage of the annotated genomic feature by RNAseq alignments;partial=true;product=fibroblast growth factor receptor 1-A-like;transcript_id=XM_027197257.1;pdam_00015239;Pocillopora damicornis;113680239;fibroblast growth factor receptor 1-A-like",""
"239","rna-XM_027197762.1","control_vs_mid","NW_020846766.1","Gnomon","mRNA",16274,24904,".","+",".","ID=rna-XM_027197762.1;Parent=gene-LOC113680726;Dbxref=GeneID:113680726,Genbank:XM_027197762.1;Name=XM_027197762.1;gbkey=mRNA;gene=LOC113680726;model_evidence=Supporting evidence includes similarity to: 4 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 2 samples with support for all annotated introns;product=uncharacterized LOC113680726%2C transcript variant X1;transcript_id=XM_027197762.1;pdam_00020142;Pocillopora damicornis;113680726;uncharacterized LOC113680726","GO:0005488,GO:0005515,GO:0007165"
"240","rna-XM_027197822.1","control_vs_mid","NW_020846775.1","Gnomon","mRNA",206935,225781,".","-",".","ID=rna-XM_027197822.1;Parent=gene-LOC113680777;Dbxref=GeneID:113680777,Genbank:XM_027197822.1;Name=XM_027197822.1;gbkey=mRNA;gene=LOC113680777;model_evidence=Supporting evidence includes similarity to: 12 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 16 samples with support for all annotated introns;product=ubiquitin-like modifier-activating enzyme 6%2C transcript variant X1;transcript_id=XM_027197822.1;pdam_00009035;Pocillopora damicornis;113680777;ubiquitin-like modifier-activating enzyme 6","GO:0006464,GO:0008641"
"241","rna-XM_027198298.1","control_vs_mid","NW_020846812.1","Gnomon","mRNA",47656,50534,".","+",".","ID=rna-XM_027198298.1;Parent=gene-LOC113681220;Dbxref=GeneID:113681220,Genbank:XM_027198298.1;Name=XM_027198298.1;gbkey=mRNA;gene=LOC113681220;model_evidence=Supporting evidence includes similarity to: 49 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 38 samples with support for all annotated introns;product=protein-L-isoaspartate(D-aspartate) O-methyltransferase-like%2C transcript variant X5;transcript_id=XM_027198298.1;pdam_00016610;Pocillopora damicornis;113681220;protein-L-isoaspartate(D-aspartate) O-methyltransferase-like","GO:0004719,GO:0006464"
"242","rna-XM_027199046.1","control_vs_mid","NW_020846941.1","Gnomon","mRNA",565334,568341,".","+",".","ID=rna-XM_027199046.1;Parent=gene-LOC113681913;Dbxref=GeneID:113681913,Genbank:XM_027199046.1;Name=XM_027199046.1;gbkey=mRNA;gene=LOC113681913;model_evidence=Supporting evidence includes similarity to: 46 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 37 samples with support for all annotated introns;product=proliferating cell nuclear antigen-like%2C transcript variant X1;transcript_id=XM_027199046.1;pdam_00005081;Pocillopora damicornis;113681913;proliferating cell nuclear antigen-like","GO:0003677,GO:0006275,GO:0030337"
"243","rna-XM_027199256.1","control_vs_mid","NW_020846945.1","Gnomon","mRNA",18612,20526,".","-",".","ID=rna-XM_027199256.1;Parent=gene-LOC113682107;Dbxref=GeneID:113682107,Genbank:XM_027199256.1;Name=XM_027199256.1;gbkey=mRNA;gene=LOC113682107;model_evidence=Supporting evidence includes similarity to: 22 Proteins%2C and 94%25 coverage of the annotated genomic feature by RNAseq alignments;product=iron-sulfur cluster assembly enzyme ISCU%2C mitochondrial-like;transcript_id=XM_027199256.1;pdam_00008962;Pocillopora damicornis;113682107;iron-sulfur cluster assembly enzyme ISCU, mitochondrial-like","GO:0005506,GO:0016226,GO:0051536"
"244","rna-XM_027199446.1","control_vs_mid","NW_020847002.1","Gnomon","mRNA",259764,261793,".","+",".","ID=rna-XM_027199446.1;Parent=gene-LOC113682289;Dbxref=GeneID:113682289,Genbank:XM_027199446.1;Name=XM_027199446.1;gbkey=mRNA;gene=LOC113682289;model_evidence=Supporting evidence includes similarity to: 7 Proteins%2C and 100%25 coverage of the annotated genomic feature by RNAseq alignments%2C including 35 samples with support for all annotated introns;product=pyroglutamyl-peptidase 1-like%2C transcript variant X1;transcript_id=XM_027199446.1;pdam_00015015;Pocillopora damicornis;113682289;pyroglutamyl-peptidase 1-like","GO:0005829,GO:0006508,GO:0008233,GO:0016920"
