Orthogroup	Mcavernosa.maker.proteins	plut2v1.1.proteins
OG0012130	Mcavernosa07233-RA	plut2.m8.19882.m1
OG0012131	Mcavernosa31731-RA	plut2.m8.2792.m1
OG0012132	Mcavernosa31722-RA	plut2.m8.2779.m1
OG0012133	Mcavernosa08940-RA	plut2.m8.2813.m1
OG0012134	Mcavernosa16022-RA	plut2.m8.2815.m1
OG0012136	Mcavernosa16025-RA	plut2.m8.2823.m1
OG0012137	Mcavernosa08923-RA	plut2.m8.12161.m1
OG0012138	Mcavernosa08926-RA	plut2.m8.12153.m1
OG0012139	Mcavernosa08934-RA	plut2.m8.2812.m1
OG0012140	Mcavernosa16019-RA	plut2.m8.2817.m1
OG0012141	Mcavernosa16036-RA	plut2.m8.2804.m1
OG0012142	Mcavernosa01365-RA	plut2.m8.7080.m1
OG0012143	Mcavernosa19861-RA	plut2.m8.8673.m1
OG0012144	Mcavernosa19862-RA	plut2.m8.8672.m1
OG0012145	Mcavernosa14063-RA	plut2.m8.4779.m1
OG0012146	Mcavernosa14068-RA	plut2.m8.2936.m1
OG0012147	Mcavernosa21584-RA	plut2.m8.18754.m1
OG0012148	Mcavernosa15527-RA	plut2.m8.28327.m1
OG0012149	Mcavernosa21580-RA	plut2.m8.18752.m1
OG0012150	Mcavernosa21581-RA	plut2.m8.18749.m1
OG0012151	Mcavernosa21590-RA	plut2.m8.18753.m1
OG0012152	Mcavernosa15539-RA	plut2.m8.18763.m1
OG0012153	Mcavernosa19228-RA	plut2.m8.23201.m1, plut2.m8.3982.m1
OG0012154	Mcavernosa15673-RA	plut2.m8.14333.m1
OG0012156	Mcavernosa30727-RA	plut2.m8.19401.m1
OG0012157	Mcavernosa30728-RA	plut2.m8.19398.m1
OG0012158	Mcavernosa17032-RA	plut2.m8.21613.m1
OG0012159	Mcavernosa17030-RA	plut2.m8.21621.m1
OG0012160	Mcavernosa09906-RA	plut2.m8.3511.m1
OG0012161	Mcavernosa09907-RA	plut2.m8.3508.m1
OG0012162	Mcavernosa09910-RA	plut2.m8.3505.m1
OG0012163	Mcavernosa09911-RA	plut2.m8.3497.m1
OG0012164	Mcavernosa09912-RA	plut2.m8.3499.m1
OG0012165	Mcavernosa09572-RA	plut2.m8.3501.m1
OG0012166	Mcavernosa07080-RA	plut2.m8.14308.m1
OG0012167	Mcavernosa07079-RA	plut2.m8.14316.m1
OG0012168	Mcavernosa07075-RA	plut2.m8.14312.m1
OG0012170	Mcavernosa02054-RA	plut2.m8.23220.m1
OG0012172	Mcavernosa05946-RA	plut2.m8.9609.m1
OG0012174	Mcavernosa22822-RA	plut2.m8.23782.m1
OG0012175	Mcavernosa34675-RA	plut2.m8.19729.m1
OG0012176	Mcavernosa12131-RA	plut2.m8.2836.m1
OG0012177	Mcavernosa23909-RA	plut2.m8.19728.m1
OG0012178	Mcavernosa23910-RA	plut2.m8.19735.m1
OG0012179	Mcavernosa30253-RA	jamg1.model.Sc0000209.34
OG0012183	Mcavernosa00187-RA	plut2.m8.32331.m1
OG0012184	Mcavernosa00190-RA	plut2.m8.32333.m1
OG0012185	Mcavernosa12302-RA	plut2.m8.4346.m1
OG0012186	Mcavernosa12303-RA	plut2.m8.4344.m1
OG0012187	Mcavernosa01066-RA	plut2.m8.12188.m1
OG0012189	Mcavernosa10904-RA	plut2.m8.3426.m1
OG0012191	Mcavernosa09933-RA	plut2.m8.3410.m1
OG0012192	Mcavernosa34456-RA	plut2.m8.3425.m1
OG0012194	Mcavernosa18813-RA	plut2.m8.3429.m1
OG0012195	Mcavernosa22707-RA	plut2.m8.6905.m1
OG0012196	Mcavernosa05002-RA	plut2.m8.6892.m1
OG0012197	Mcavernosa05007-RA	plut2.m8.6890.m1
OG0012198	Mcavernosa05014-RA	plut2.m8.6900.m1
OG0012199	Mcavernosa22710-RA	plut2.m8.6901.m1
OG0012200	Mcavernosa20292-RA	plut2.m8.8469.m1
OG0012201	Mcavernosa05781-RA	plut2.m8.8454.m1
OG0012202	Mcavernosa05782-RA	plut2.m8.8456.m1
OG0012203	Mcavernosa11192-RA	plut2.m8.12932.m1
OG0012204	Mcavernosa14811-RA	plut2.m8.14679.m1
OG0012206	Mcavernosa14810-RA	plut2.m8.14683.m1
OG0012207	Mcavernosa14833-RA	plut2.m8.12563.m1
OG0012209	Mcavernosa13758-RA	plut2.m8.6971.m1
OG0012210	Mcavernosa06084-RA	plut2.m8.1169.m1
OG0012211	Mcavernosa10514-RA	plut2.m8.30069.m1
OG0012212	Mcavernosa28755-RA	plut2.m8.3841.m1
OG0012213	Mcavernosa28768-RA	plut2.m8.30076.m1
OG0012214	Mcavernosa10836-RA	plut2.m8.20797.m1
OG0012215	Mcavernosa28762-RA, Mcavernosa28764-RA	plut2.m8.30073.m1
OG0012216	Mcavernosa10513-RA	plut2.m8.30077.m1
OG0012217	Mcavernosa21047-RA	plut2.m8.15294.m1
OG0012218	Mcavernosa17508-RA	plut2.m8.2471.m1
OG0012219	Mcavernosa19502-RA	plut2.m8.25438.m1
OG0012220	Mcavernosa04139-RA	plut2.m8.523.m1
OG0012221	Mcavernosa04133-RA	plut2.m8.529.m1
OG0012222	Mcavernosa23655-RA	plut2.m8.514.m1
OG0012223	Mcavernosa17949-RA	plut2.m8.3531.m1
OG0012224	Mcavernosa17947-RA	plut2.m8.3518.m1
OG0012225	Mcavernosa04138-RA	plut2.m8.526.m1
OG0012226	Mcavernosa04124-RA	plut2.m8.539.m1
OG0012227	Mcavernosa04123-RA	plut2.m8.538.m1
OG0012228	Mcavernosa02860-RA	plut2.m8.15237.m1
OG0012230	Mcavernosa02865-RA	plut2.m8.15238.m1
OG0012231	Mcavernosa15612-RA	plut2.m8.24092.m1
OG0012232	Mcavernosa15608-RA	plut2.m8.24084.m1
OG0012233	Mcavernosa15619-RA	plut2.m8.24090.m1
OG0012234	Mcavernosa15618-RA	plut2.m8.24082.m1
OG0012235	Mcavernosa01680-RA	plut2.m8.29633.m1
OG0012236	Mcavernosa01650-RA	plut2.m8.18452.m1
OG0012238	Mcavernosa01678-RA	plut2.m8.29628.m1
OG0012240	Mcavernosa06005-RA	plut2.m8.18337.m1
OG0012242	Mcavernosa06004-RA	plut2.m8.18332.m1
OG0012243	Mcavernosa06008-RA	plut2.m8.18329.m1
OG0012244	Mcavernosa16944-RA	plut2.m8.1258.m1
OG0012245	Mcavernosa06022-RA	plut2.m8.18334.m1
OG0012246	Mcavernosa06023-RA	plut2.m8.18326.m1
OG0012247	Mcavernosa19521-RA	plut2.m8.18338.m1
OG0012248	Mcavernosa19522-RA	plut2.m8.18330.m1
OG0012249	Mcavernosa06010-RA	plut2.m8.18336.m1
OG0012250	Mcavernosa08243-RA	plut2.m8.4289.m1
OG0012252	Mcavernosa23609-RA	plut2.m8.1137.m1
OG0012253	Mcavernosa23606-RA	plut2.m8.12467.m1
OG0012254	Mcavernosa08241-RA	plut2.m8.4285.m1
OG0012255	Mcavernosa05113-RA	plut2.m8.3202.m1
OG0012256	Mcavernosa17351-RA	plut2.m8.19678.m1
OG0012258	Mcavernosa15175-RA	plut2.m8.32337.m1
OG0012259	Mcavernosa15167-RA	plut2.m8.32335.m1
OG0012260	Mcavernosa15178-RA	plut2.m8.32336.m1
OG0012262	Mcavernosa31984-RA	plut2.m8.3538.m1
OG0012263	Mcavernosa21573-RA	plut2.m8.19747.m1
OG0012264	Mcavernosa25974-RA	plut2.m8.4840.m1
OG0012265	Mcavernosa25982-RA	plut2.m8.19759.m1
OG0012266	Mcavernosa15176-RA	plut2.m8.32341.m1
OG0012267	Mcavernosa15173-RA	plut2.m8.32334.m1
OG0012268	Mcavernosa17357-RA	plut2.m8.19663.m1
OG0012271	Mcavernosa15180-RA	plut2.m8.32529.m1
OG0012272	Mcavernosa15186-RA	plut2.m8.32527.m1
OG0012273	Mcavernosa21553-RA	plut2.m8.32539.m1
OG0012275	Mcavernosa24054-RA, Mcavernosa33414-RA	plut2.m8.15195.m1
OG0012277	Mcavernosa32298-RA	plut2.m8.15187.m1
OG0012279	Mcavernosa32303-RA	plut2.m8.15190.m1
OG0012280	Mcavernosa31839-RA	plut2.m8.24559.m1
OG0012281	Mcavernosa31831-RA	plut2.m8.24566.m1
OG0012282	Mcavernosa33024-RA	plut2.m8.24403.m1
OG0012283	Mcavernosa06878-RA	plut2.m8.24401.m1
OG0012284	Mcavernosa06170-RA	plut2.m8.24518.m1
OG0012286	Mcavernosa30980-RA	plut2.m8.9517.m1
OG0012287	Mcavernosa11251-RA	jamg1.model.Sc0000109.26
OG0012288	Mcavernosa30956-RA	plut2.m8.23110.m1
OG0012289	Mcavernosa30961-RA	plut2.m8.27825.m1
OG0012290	Mcavernosa25954-RA	plut2.m8.9520.m1
OG0012291	Mcavernosa30947-RA	plut2.m8.9526.m1
OG0012293	Mcavernosa14621-RA	plut2.m8.8908.m1
OG0012294	Mcavernosa06067-RA	plut2.m8.11258.m1
OG0012295	Mcavernosa11775-RA	plut2.m8.26472.m1
OG0012297	Mcavernosa03363-RA	plut2.m8.17469.m1
OG0012298	Mcavernosa17341-RA, Mcavernosa03393-RA	plut2.m8.14968.m1
OG0012299	Mcavernosa03351-RA	plut2.m8.14039.m1
OG0012300	Mcavernosa03390-RA	plut2.m8.33001.m1
OG0012301	Mcavernosa03389-RA	plut2.m8.33006.m1
OG0012303	Mcavernosa03382-RA	plut2.m8.17474.m1
OG0012304	Mcavernosa11541-RA	plut2.m8.3063.m1
OG0012305	Mcavernosa11546-RA	plut2.m8.3066.m1
OG0012307	Mcavernosa15464-RA	plut2.m8.21006.m1
OG0012308	Mcavernosa05844-RA	plut2.m8.28468.m1
OG0012309	Mcavernosa31226-RA	plut2.m8.7647.m1
OG0012310	Mcavernosa08262-RA	plut2.m8.3535.m1
OG0012311	Mcavernosa24160-RA	plut2.m8.7048.m1
OG0012312	Mcavernosa24163-RA	plut2.m8.7049.m1
OG0012313	Mcavernosa21000-RA	plut2.m8.7056.m1
OG0012315	Mcavernosa24155-RA	plut2.m8.7037.m1
OG0012316	Mcavernosa24154-RA	plut2.m8.7044.m1
OG0012317	Mcavernosa32609-RA	plut2.m8.20691.m1
OG0012318	Mcavernosa01531-RA	plut2.m8.14862.m1
OG0012319	Mcavernosa01520-RA	plut2.m8.14883.m1
OG0012320	Mcavernosa17245-RA	plut2.m8.9255.m1
OG0012322	Mcavernosa01518-RA	plut2.m8.14881.m1
OG0012323	Mcavernosa17246-RA	plut2.m8.9248.m1
OG0012324	Mcavernosa17244-RA	plut2.m8.9252.m1
OG0012325	Mcavernosa18780-RA	plut2.m8.14757.m1
OG0012326	Mcavernosa19675-RA	plut2.m8.29611.m1
OG0012327	Mcavernosa12431-RA	plut2.m8.29644.m1
OG0012328	Mcavernosa12432-RA	plut2.m8.29922.m1
OG0012329	Mcavernosa25835-RA	plut2.m8.3169.m1
OG0012330	Mcavernosa25837-RA	plut2.m8.3168.m1
OG0012331	Mcavernosa25839-RA	plut2.m8.3172.m1
OG0012332	Mcavernosa25585-RA	plut2.m8.3173.m1
OG0012333	Mcavernosa25584-RA	plut2.m8.3167.m1
OG0012334	Mcavernosa19689-RA	plut2.m8.8142.m1
OG0012335	Mcavernosa26071-RA	plut2.m8.8144.m1
OG0012336	Mcavernosa27010-RA	plut2.m8.13096.m1
OG0012337	Mcavernosa24625-RA	plut2.m8.3290.m1
OG0012338	Mcavernosa24624-RA	plut2.m8.3288.m1
OG0012339	Mcavernosa24626-RA	plut2.m8.3295.m1
OG0012340	Mcavernosa17923-RA	jamg1.model.Sc0000553.9
OG0012341	Mcavernosa24557-RA	plut2.m8.5107.m1
OG0012342	Mcavernosa15263-RA	plut2.m8.11786.m1
OG0012343	Mcavernosa15258-RA	plut2.m8.26583.m1
OG0012344	Mcavernosa03562-RA	plut2.m8.26934.m1
OG0012345	Mcavernosa26223-RA	plut2.m8.26937.m1
OG0012346	Mcavernosa05073-RA	plut2.m8.6881.m1
OG0012347	Mcavernosa24069-RA	plut2.m8.5851.m1
OG0012348	Mcavernosa24070-RA	plut2.m8.5853.m1
OG0012349	Mcavernosa12785-RA	plut2.m8.12548.m1
OG0012351	Mcavernosa07591-RA	jamg1.model.Sc0000017.125
OG0012352	Mcavernosa26874-RA	plut2.m8.32970.m1
OG0012354	Mcavernosa07364-RA	plut2.m8.13082.m1
OG0012355	Mcavernosa07361-RA	plut2.m8.13081.m1
OG0012356	Mcavernosa03159-RA	plut2.m8.13433.m1
OG0012357	Mcavernosa25941-RA	plut2.m8.13436.m1
OG0012358	Mcavernosa26316-RA	plut2.m8.13406.m1
OG0012359	Mcavernosa13490-RA	plut2.m8.11045.m1
OG0012360	Mcavernosa13489-RA	plut2.m8.11044.m1
OG0012361	Mcavernosa10118-RA	plut2.m8.5049.m1
OG0012362	Mcavernosa10102-RA	plut2.m8.5034.m1
OG0012363	Mcavernosa22104-RA	plut2.m8.29102.m1
OG0012364	Mcavernosa00265-RA	plut2.m8.26778.m1
OG0012365	Mcavernosa15289-RA	jamg1.model.Sc0000014.79
OG0012366	Mcavernosa15290-RA	plut2.m8.1895.m1
OG0012367	Mcavernosa17312-RA	plut2.m8.24836.m1
OG0012368	Mcavernosa17308-RA	plut2.m8.24848.m1
OG0012369	Mcavernosa24851-RA	plut2.m8.257.m1
OG0012371	Mcavernosa11662-RA	plut2.m8.4647.m1
OG0012372	Mcavernosa21650-RA	plut2.m8.31056.m1
OG0012374	Mcavernosa29571-RA	plut2.m8.17038.m1
OG0012375	Mcavernosa27715-RA	plut2.m8.17040.m1
OG0012376	Mcavernosa22225-RA	plut2.m8.2881.m1
OG0012377	Mcavernosa16150-RA	plut2.m8.17028.m1
OG0012378	Mcavernosa23963-RA	plut2.m8.15667.m1
OG0012379	Mcavernosa06418-RA	plut2.m8.15671.m1
OG0012380	Mcavernosa04639-RA	plut2.m8.21781.m1
OG0012381	Mcavernosa32383-RA	plut2.m8.9238.m1
OG0012382	Mcavernosa32000-RA	plut2.m8.16318.m1
OG0012383	Mcavernosa31157-RA	plut2.m8.16310.m1
OG0012388	Mcavernosa05382-RA	plut2.m8.23251.m1
OG0012389	Mcavernosa31156-RA	plut2.m8.22161.m1
OG0012391	Mcavernosa31149-RA	plut2.m8.33608.m1, plut2.m8.21717.m1
OG0012392	Mcavernosa31150-RA	plut2.m8.21716.m1
OG0012393	Mcavernosa31151-RA	plut2.m8.21718.m1
OG0012394	Mcavernosa02173-RA	plut2.m8.11950.m1
OG0012395	Mcavernosa02177-RA	plut2.m8.11952.m1
OG0012396	Mcavernosa28811-RA	plut2.m8.79.m1
OG0012398	Mcavernosa18909-RA	plut2.m8.25312.m1
OG0012399	Mcavernosa23009-RA	plut2.m8.21710.m1
OG0012401	Mcavernosa06123-RA	plut2.m8.4101.m1
OG0012402	Mcavernosa06932-RA	plut2.m8.15124.m1
OG0012403	Mcavernosa06933-RA	plut2.m8.15117.m1
OG0012404	Mcavernosa06929-RA	plut2.m8.15122.m1
OG0012405	Mcavernosa06930-RA	plut2.m8.15120.m1
OG0012406	Mcavernosa06931-RA	plut2.m8.15118.m1
OG0012407	Mcavernosa06927-RA	plut2.m8.15123.m1
OG0012408	Mcavernosa14375-RA	jamg1.model.Sc0000063.69
OG0012409	Mcavernosa05638-RA	plut2.m8.10873.m1
OG0012410	Mcavernosa07502-RA	plut2.m8.21354.m1
OG0012411	Mcavernosa07501-RA	plut2.m8.21356.m1
OG0012412	Mcavernosa05633-RA	plut2.m8.10871.m1
OG0012413	Mcavernosa05634-RA	plut2.m8.10877.m1
OG0012415	Mcavernosa10822-RA	plut2.m8.28391.m1
OG0012417	Mcavernosa20688-RA	plut2.m8.5542.m1
OG0012418	Mcavernosa20690-RA	plut2.m8.5607.m1
OG0012420	Mcavernosa20682-RA	plut2.m8.5552.m1
OG0012422	Mcavernosa28426-RA	plut2.m8.21526.m1
OG0012425	Mcavernosa08746-RA	plut2.m8.2569.m1
OG0012426	Mcavernosa08763-RA	plut2.m8.2550.m1
OG0012427	Mcavernosa08760-RA	plut2.m8.2549.m1
OG0012428	Mcavernosa08762-RA	plut2.m8.2552.m1
OG0012429	Mcavernosa02359-RA	plut2.m8.27607.m1
OG0012430	Mcavernosa02360-RA	plut2.m8.27619.m1
OG0012431	Mcavernosa08260-RA	plut2.m8.3524.m1
OG0012432	Mcavernosa26482-RA	plut2.m8.15898.m1
OG0012433	Mcavernosa26480-RA	plut2.m8.15887.m1
OG0012434	Mcavernosa26481-RA	plut2.m8.15880.m1
OG0012435	Mcavernosa07505-RA	plut2.m8.17691.m1
OG0012436	Mcavernosa07508-RA	plut2.m8.17690.m1
OG0012438	Mcavernosa21709-RA	plut2.m8.13185.m1
OG0012439	Mcavernosa21710-RA	plut2.m8.13184.m1
OG0012440	Mcavernosa26595-RA	plut2.m8.13192.m1
OG0012441	Mcavernosa21703-RA	plut2.m8.31954.m1
OG0012442	Mcavernosa21704-RA	plut2.m8.13191.m1
OG0012443	Mcavernosa21707-RA	plut2.m8.13183.m1
OG0012444	Mcavernosa07849-RA	plut2.m8.13195.m1
OG0012447	Mcavernosa05105-RA	plut2.m8.3206.m1
OG0012448	Mcavernosa10035-RA	plut2.m8.3212.m1
OG0012449	Mcavernosa30322-RA	plut2.m8.20690.m1
OG0012450	Mcavernosa08050-RA	plut2.m8.5133.m1
OG0012451	Mcavernosa24457-RA	plut2.m8.26482.m1, plut2.m8.26481.m1
OG0012453	Mcavernosa14331-RA	plut2.m8.26509.m1
OG0012455	Mcavernosa29948-RA	plut2.m8.21611.m1
OG0012456	Mcavernosa06838-RA	plut2.m8.11222.m1
OG0012457	Mcavernosa10263-RA	plut2.m8.19173.m1
OG0012458	Mcavernosa26219-RA	plut2.m8.26939.m1
OG0012460	Mcavernosa10922-RA	plut2.m8.9501.m1
OG0012462	Mcavernosa10917-RA	plut2.m8.9502.m1
OG0012463	Mcavernosa10920-RA	plut2.m8.9500.m1
OG0012464	Mcavernosa29620-RA	plut2.m8.11629.m1
OG0012465	Mcavernosa13051-RA	plut2.m8.2125.m1
OG0012466	Mcavernosa13044-RA	plut2.m8.2124.m1
OG0012467	Mcavernosa12574-RA	plut2.m8.5388.m1
OG0012469	Mcavernosa15414-RA	plut2.m8.5391.m1
OG0012471	Mcavernosa15418-RA	plut2.m8.5412.m1
OG0012472	Mcavernosa13671-RA	plut2.m8.32808.m1
OG0012473	Mcavernosa13664-RA	jamg1.model.xpSc0007099.2
OG0012474	Mcavernosa13665-RA	plut2.m8.32807.m1
OG0012476	Mcavernosa13670-RA	plut2.m8.32806.m1
OG0012477	Mcavernosa13662-RA	plut2.m8.7197.m1
OG0012478	Mcavernosa33741-RA	plut2.m8.7182.m1
OG0012479	Mcavernosa13663-RA	plut2.m8.7193.m1
OG0012480	Mcavernosa03854-RA	plut2.m8.8402.m1
OG0012481	Mcavernosa03823-RA	plut2.m8.17400.m1
OG0012482	Mcavernosa03857-RA	plut2.m8.8407.m1
OG0012483	Mcavernosa03860-RA	plut2.m8.8401.m1
OG0012485	Mcavernosa03829-RA	plut2.m8.17394.m1
OG0012486	Mcavernosa01999-RA	plut2.m8.19548.m1
OG0012487	Mcavernosa01996-RA	plut2.m8.19547.m1
OG0012488	Mcavernosa01995-RA	jamg1.model.Sc0000341.25
OG0012489	Mcavernosa01994-RA	plut2.m8.19554.m1
OG0012490	Mcavernosa09946-RA	plut2.m8.3376.m1
OG0012491	Mcavernosa26050-RA	plut2.m8.3375.m1
OG0012492	Mcavernosa02557-RA	plut2.m8.5299.m1
OG0012493	Mcavernosa02558-RA	plut2.m8.5295.m1
OG0012494	Mcavernosa02580-RA	plut2.m8.28374.m1
OG0012495	Mcavernosa02574-RA	jamg1.model.Sc0000048.103
OG0012496	Mcavernosa29055-RA	plut2.m8.570.m1
OG0012497	Mcavernosa19342-RA	plut2.m8.19776.m1
OG0012498	Mcavernosa19350-RA	plut2.m8.20011.m1
OG0012499	Mcavernosa19351-RA	plut2.m8.20015.m1
OG0012500	Mcavernosa29115-RA	plut2.m8.26875.m1
OG0012501	Mcavernosa03798-RA	plut2.m8.20192.m1
OG0012502	Mcavernosa32107-RA	plut2.m8.20195.m1
OG0012503	Mcavernosa05330-RA	plut2.m8.8995.m1
OG0012504	Mcavernosa05333-RA	plut2.m8.8990.m1
OG0012505	Mcavernosa05332-RA	jamg1.model.xfSc0000016.34
OG0012506	Mcavernosa23588-RA	plut2.m8.2145.m1
OG0012507	Mcavernosa29077-RA	plut2.m8.2144.m1
OG0012508	Mcavernosa27544-RA	plut2.m8.559.m1
OG0012509	Mcavernosa04455-RA	plut2.m8.19163.m1
OG0012510	Mcavernosa19643-RA	plut2.m8.9376.m1
OG0012511	Mcavernosa28581-RA	plut2.m8.12648.m1
OG0012513	Mcavernosa19401-RA	plut2.m8.8109.m1
OG0012514	Mcavernosa19416-RA	jamg1.model.xfSc0000482.3
OG0012516	Mcavernosa21610-RA	plut2.m8.30847.m1
OG0012518	Mcavernosa06507-RA	plut2.m8.11465.m1
OG0012519	Mcavernosa10765-RA	plut2.m8.8562.m1
OG0012521	Mcavernosa06506-RA	plut2.m8.11464.m1
OG0012522	Mcavernosa06509-RA	plut2.m8.11474.m1
OG0012523	Mcavernosa06510-RA	plut2.m8.11468.m1
OG0012524	Mcavernosa06513-RA	plut2.m8.11473.m1
OG0012525	Mcavernosa06511-RA	plut2.m8.11467.m1
OG0012526	Mcavernosa06500-RA	plut2.m8.11455.m1
OG0012527	Mcavernosa05921-RA	plut2.m8.9634.m1
OG0012528	Mcavernosa05922-RA	plut2.m8.9633.m1
OG0012529	Mcavernosa05926-RA	jamg1.model.Sc0000111.51
OG0012530	Mcavernosa05918-RA	plut2.m8.9631.m1
OG0012531	Mcavernosa05920-RA	plut2.m8.9627.m1
OG0012533	Mcavernosa21129-RA	plut2.m8.16975.m1
OG0012534	Mcavernosa31288-RA	plut2.m8.32772.m1
OG0012535	Mcavernosa11277-RA	plut2.m8.10040.m1
OG0012536	Mcavernosa11288-RA	plut2.m8.10047.m1
OG0012537	Mcavernosa11285-RA	plut2.m8.10043.m1
OG0012538	Mcavernosa11284-RA	plut2.m8.10048.m1
OG0012539	Mcavernosa00200-RA	plut2.m8.23037.m1
OG0012542	Mcavernosa16117-RA	plut2.m8.986.m1
OG0012543	Mcavernosa27121-RA	plut2.m8.983.m1
OG0012544	Mcavernosa27116-RA	plut2.m8.989.m1
OG0012545	Mcavernosa27122-RA	plut2.m8.984.m1
OG0012546	Mcavernosa11087-RA	plut2.m8.23134.m1
OG0012547	Mcavernosa11094-RA	plut2.m8.29323.m1
OG0012548	Mcavernosa05755-RA	plut2.m8.29324.m1
OG0012549	Mcavernosa02446-RA	jamg1.model.Sc0000445.20
OG0012550	Mcavernosa02443-RA	plut2.m8.21964.m1
OG0012551	Mcavernosa02444-RA	plut2.m8.21968.m1
OG0012552	Mcavernosa02442-RA	plut2.m8.21971.m1
OG0012553	Mcavernosa11083-RA	jamg1.model.Sc0000509.6
OG0012555	Mcavernosa05757-RA	plut2.m8.29327.m1
OG0012556	Mcavernosa18417-RA	plut2.m8.17216.m1
OG0012557	Mcavernosa07274-RA	plut2.m8.17771.m1
OG0012558	Mcavernosa05698-RA	plut2.m8.6221.m1
OG0012560	Mcavernosa05690-RA	plut2.m8.20725.m1
OG0012561	Mcavernosa05688-RA	plut2.m8.20726.m1
OG0012562	Mcavernosa07788-RA	plut2.m8.24148.m1
OG0012563	Mcavernosa07789-RA	plut2.m8.2943.m1
OG0012564	Mcavernosa06463-RA	plut2.m8.24157.m1
OG0012565	Mcavernosa06464-RA	plut2.m8.24150.m1
OG0012566	Mcavernosa01375-RA	plut2.m8.7092.m1
OG0012567	Mcavernosa35225-RA, Mcavernosa22403-RA	plut2.m8.7940.m1, plut2.m8.15165.m1
OG0012568	Mcavernosa09114-RA	plut2.m8.35.m1
OG0012569	Mcavernosa09116-RA	plut2.m8.36.m1
OG0012570	Mcavernosa09115-RA	plut2.m8.32.m1
OG0012571	Mcavernosa09123-RA	plut2.m8.30.m1
OG0012572	Mcavernosa12418-RA	plut2.m8.10754.m1
OG0012573	Mcavernosa01392-RA	plut2.m8.47.m1
OG0012574	Mcavernosa01881-RA	plut2.m8.3565.m1
OG0012575	Mcavernosa24114-RA	plut2.m8.15442.m1
OG0012576	Mcavernosa24115-RA	plut2.m8.15448.m1
OG0012577	Mcavernosa11348-RA	plut2.m8.16993.m1
OG0012578	Mcavernosa02206-RA	plut2.m8.11909.m1
OG0012579	Mcavernosa02200-RA	plut2.m8.11921.m1
OG0012580	Mcavernosa29901-RA	plut2.m8.973.m1
OG0012581	Mcavernosa29566-RA	plut2.m8.5251.m1
OG0012582	Mcavernosa31745-RA	plut2.m8.4722.m1
OG0012585	Mcavernosa19209-RA	plut2.m8.12318.m1
OG0012586	Mcavernosa10556-RA	plut2.m8.23654.m1
OG0012590	Mcavernosa02802-RA	plut2.m8.9741.m1
OG0012591	Mcavernosa22429-RA	plut2.m8.32277.m1
OG0012592	Mcavernosa14030-RA	plut2.m8.18232.m1
OG0012593	Mcavernosa10911-RA	plut2.m8.32279.m1
OG0012594	Mcavernosa00160-RA	plut2.m8.12756.m1
OG0012595	Mcavernosa18548-RA	plut2.m8.3625.m1
OG0012596	Mcavernosa18547-RA	plut2.m8.3634.m1
OG0012597	Mcavernosa09694-RA	plut2.m8.17845.m1
OG0012598	Mcavernosa25217-RA	plut2.m8.17841.m1
OG0012600	Mcavernosa25221-RA	plut2.m8.17835.m1
OG0012601	Mcavernosa27239-RA	plut2.m8.19650.m1
OG0012602	Mcavernosa22249-RA	plut2.m8.25289.m1
OG0012603	Mcavernosa22247-RA	plut2.m8.6270.m1
OG0012604	Mcavernosa22241-RA	plut2.m8.6269.m1
OG0012605	Mcavernosa27237-RA	plut2.m8.6261.m1
OG0012606	Mcavernosa27238-RA	plut2.m8.19658.m1
OG0012607	Mcavernosa18054-RA	plut2.m8.6254.m1
OG0012608	Mcavernosa22256-RA	plut2.m8.6252.m1
OG0012609	Mcavernosa22257-RA	plut2.m8.6256.m1
OG0012610	Mcavernosa29269-RA	plut2.m8.6258.m1
OG0012614	Mcavernosa08358-RA	plut2.m8.17889.m1
OG0012615	Mcavernosa08349-RA	plut2.m8.17885.m1
OG0012618	Mcavernosa11448-RA	plut2.m8.19080.m1
OG0012620	Mcavernosa19282-RA	plut2.m8.1843.m1
OG0012621	Mcavernosa19273-RA	plut2.m8.1844.m1
OG0012623	Mcavernosa00043-RA	plut2.m8.21623.m1
OG0012624	Mcavernosa15370-RA	plut2.m8.12883.m1
OG0012625	Mcavernosa06353-RA	plut2.m8.22974.m1
OG0012626	Mcavernosa35013-RA	plut2.m8.22972.m1
OG0012627	Mcavernosa13626-RA	plut2.m8.10558.m1
OG0012628	Mcavernosa14340-RA	plut2.m8.8320.m1
OG0012629	Mcavernosa20554-RA	plut2.m8.596.m1
OG0012630	Mcavernosa19690-RA	plut2.m8.8161.m1
OG0012631	Mcavernosa17282-RA	plut2.m8.4045.m1
OG0012633	Mcavernosa14301-RA	plut2.m8.4046.m1
OG0012634	Mcavernosa14300-RA	plut2.m8.4047.m1
OG0012635	Mcavernosa17278-RA	plut2.m8.4038.m1
OG0012636	Mcavernosa04061-RA	plut2.m8.1858.m1
OG0012637	Mcavernosa04041-RA	plut2.m8.1850.m1
OG0012638	Mcavernosa04043-RA	plut2.m8.1852.m1
OG0012639	Mcavernosa04062-RA	plut2.m8.1855.m1
OG0012641	Mcavernosa04026-RA	plut2.m8.4067.m1
OG0012642	Mcavernosa02272-RA	plut2.m8.19050.m1
OG0012643	Mcavernosa27367-RA	plut2.m8.18647.m1
OG0012644	Mcavernosa27368-RA	plut2.m8.18642.m1
OG0012645	Mcavernosa01990-RA	plut2.m8.18708.m1
