Orthogroup	Acerv_assembly_v1.0.protein	Pocillopora_acuta_HIv1.genes.pep
OG0014529	Acerv_evm.model.Segkk2165_pilon.32	Pocillopora_acuta_HIv1_PredGene_g885.t1
OG0014530	Acerv_evm.model.Segkk2165_pilon.38	Pocillopora_acuta_HIv1_PredGene_g888.t1
OG0014532	Acerv_evm.model.Segkk2194_pilon.15	Pocillopora_acuta_HIv1_PredGene_g19641.t1
OG0014533	Acerv_evm.model.Segkk2194_pilon.16, Acerv_evm.model.Segkk2194_pilon.17	Pocillopora_acuta_HIv1_PredGene_g4379.t1, Pocillopora_acuta_HIv1_PredGene_g19642.t1
OG0014534	Acerv_evm.model.Segkk2194_pilon.13	Pocillopora_acuta_HIv1_PredGene_g19639.t1
OG0014535	Acerv_evm.model.Segkk2194_pilon.9	Pocillopora_acuta_HIv1_PredGene_g19635.t1
OG0014536	Acerv_evm.model.Segkk2195_pilon.48	Pocillopora_acuta_HIv1_PredGene_g8934.t1, Pocillopora_acuta_HIv1_PredGene_g22245.t1
OG0014537	Acerv_evm.model.Segkk2201_pilon.38	Pocillopora_acuta_HIv1_PredGene_g21906.t1
OG0014539	Acerv_evm.model.Segkk2205_pilon.3, Acerv_evm.model.Segkk4189_pilon.3, Acerv_evm.model.Segkk3417_pilon.13	Pocillopora_acuta_HIv1_PredGene_g33282.t1
OG0014541	Acerv_evm.model.Segkk2219_pilon.7	Pocillopora_acuta_HIv1_PredGene_g31693.t1
OG0014542	Acerv_evm.model.Segkk2219_pilon.17	Pocillopora_acuta_HIv1_PredGene_g26092.t1, Pocillopora_acuta_HIv1_PredGene_g31675.t1
OG0014543	Acerv_evm.model.Segkk2219_pilon.41	Pocillopora_acuta_HIv1_PredGene_g15048.t1
OG0014544	Acerv_evm.model.Segkk2219_pilon.22	Pocillopora_acuta_HIv1_PredGene_g14959.t1
OG0014545	Acerv_evm.model.Segkk2220_pilon.3	Pocillopora_acuta_HIv1_PredGene_g11010.t1
OG0014546	Acerv_evm.model.Segkk2223_pilon.8	Pocillopora_acuta_HIv1_PredGene_g4811.t1
OG0014547	Acerv_evm.model.Segkk2233_pilon.20	Pocillopora_acuta_HIv1_PredGene_g363.t1
OG0014548	Acerv_evm.model.Segkk2233_pilon.21	Pocillopora_acuta_HIv1_PredGene_g362.t1
OG0014551	Acerv_evm.model.Segkk2241_pilon.4	Pocillopora_acuta_HIv1_PredGene_g30207.t1
OG0014552	Acerv_evm.model.Segkk2261_pilon.15	Pocillopora_acuta_HIv1_PredGene_30893_t
OG0014553	Acerv_evm.model.Segkk2264_pilon.38	Pocillopora_acuta_HIv1_PredGene_g12615.t1
OG0014554	Acerv_evm.model.Segkk2264_pilon.6	Pocillopora_acuta_HIv1_PredGene_g32598.t1
OG0014555	Acerv_evm.model.Segkk2288_pilon.5	Pocillopora_acuta_HIv1_PredGene_g22007.t1
OG0014556	Acerv_evm.model.Segkk2294_pilon.3	Pocillopora_acuta_HIv1_PredGene_g17206.t1
OG0014557	Acerv_evm.model.Segkk2294_pilon.1	Pocillopora_acuta_HIv1_PredGene_g17209.t1
OG0014558	Acerv_evm.model.Segkk2295_pilon.2	Pocillopora_acuta_HIv1_PredGene_g6629.t1
OG0014559	Acerv_evm.model.Segkk2300_pilon.9	Pocillopora_acuta_HIv1_PredGene_g31895.t1
OG0014560	Acerv_evm.model.Segkk2300_pilon.25	Pocillopora_acuta_HIv1_PredGene_g31869.t1
OG0014561	Acerv_evm.model.Segkk2300_pilon.16	Pocillopora_acuta_HIv1_PredGene_g31882.t1
OG0014562	Acerv_evm.model.Segkk2300_pilon.17	Pocillopora_acuta_HIv1_PredGene_g31881.t1
OG0014563	Acerv_evm.model.Segkk2303_pilon.9	Pocillopora_acuta_HIv1_PredGene_g30937.t1
OG0014565	Acerv_evm.model.Segkk2305_pilon.13	Pocillopora_acuta_HIv1_PredGene_g17504.t1
OG0014566	Acerv_evm.model.Segkk2307_pilon.10	Pocillopora_acuta_HIv1_PredGene_g1859.t1
OG0014567	Acerv_evm.model.Segkk2307_pilon.17	Pocillopora_acuta_HIv1_PredGene_g1866.t1
OG0014568	Acerv_evm.model.Segkk2307_pilon.19	Pocillopora_acuta_HIv1_PredGene_g1869.t1
OG0014569	Acerv_evm.model.Segkk2318_pilon.14	Pocillopora_acuta_HIv1_PredGene_g24513.t1
OG0014570	Acerv_evm.model.Segkk2319_pilon.6	Pocillopora_acuta_HIv1_PredGene_g12373.t1
OG0014571	Acerv_evm.model.Segkk2319_pilon.21	Pocillopora_acuta_HIv1_PredGene_g12357.t1
OG0014572	Acerv_evm.model.Segkk2319_pilon.20	Pocillopora_acuta_HIv1_PredGene_g12358.t1
OG0014573	Acerv_evm.model.Segkk2320_pilon.10	Pocillopora_acuta_HIv1_PredGene_g17077.t1
OG0014574	Acerv_evm.model.Segkk2320_pilon.9	Pocillopora_acuta_HIv1_PredGene_g17076.t1
OG0014575	Acerv_evm.model.Segkk2322_pilon.26	Pocillopora_acuta_HIv1_PredGene_g10606.t1
OG0014576	Acerv_evm.model.Segkk2322_pilon.24	Pocillopora_acuta_HIv1_PredGene_g10604.t1
OG0014577	Acerv_evm.model.Segkk2322_pilon.16	Pocillopora_acuta_HIv1_PredGene_22742_t, Pocillopora_acuta_HIv1_PredGene_g10597.t1
OG0014578	Acerv_evm.model.Segkk2324_pilon.10	Pocillopora_acuta_HIv1_PredGene_18581_t, Pocillopora_acuta_HIv1_PredGene_g21487.t1, Pocillopora_acuta_HIv1_PredGene_g2367.t1
OG0014579	Acerv_evm.model.Segkk2331_pilon.1	Pocillopora_acuta_HIv1_PredGene_g28639.t1
OG0014580	Acerv_evm.model.Segkk2339_pilon.6	Pocillopora_acuta_HIv1_PredGene_g8113.t1
OG0014580	Acerv_evm.model.Segkk3414_pilon.6	Pocillopora_acuta_HIv1_PredGene_g8123.t1
OG0014581	Acerv_evm.model.Segkk2344_pilon.1, Acerv_evm.model.Segkk2829_pilon.6	Pocillopora_acuta_HIv1_PredGene_g26126.t1, Pocillopora_acuta_HIv1_PredGene_g15277.t1
OG0014582	Acerv_evm.model.Segkk2345_pilon.4	Pocillopora_acuta_HIv1_PredGene_g11460.t1
OG0014584	Acerv_evm.model.Segkk2351_pilon.6	Pocillopora_acuta_HIv1_PredGene_g30235.t1
OG0014585	Acerv_evm.model.Segkk2358_pilon.8	Pocillopora_acuta_HIv1_PredGene_g19737.t1
OG0014587	Acerv_evm.model.Segkk2386_pilon.7	Pocillopora_acuta_HIv1_PredGene_g20436.t1
OG0014588	Acerv_evm.model.Segkk2386_pilon.4	Pocillopora_acuta_HIv1_PredGene_g20432.t1
OG0014589	Acerv_evm.model.Segkk2386_pilon.15	Pocillopora_acuta_HIv1_PredGene_g20441.t1
OG0014590	Acerv_evm.model.Segkk2388_pilon.1	Pocillopora_acuta_HIv1_PredGene_g31542.t1
OG0014591	Acerv_evm.model.Segkk2390_pilon.18	Pocillopora_acuta_HIv1_PredGene_g2831.t1
OG0014592	Acerv_evm.model.Segkk2390_pilon.16	Pocillopora_acuta_HIv1_PredGene_g2833.t1
OG0014593	Acerv_evm.model.Segkk2390_pilon.30	Pocillopora_acuta_HIv1_PredGene_g4565.t1
OG0014594	Acerv_evm.model.Segkk2410_pilon.13	Pocillopora_acuta_HIv1_PredGene_g14901.t1
OG0014595	Acerv_evm.model.Segkk2417_pilon.1	Pocillopora_acuta_HIv1_PredGene_g19797.t1, Pocillopora_acuta_HIv1_PredGene_6627_t
OG0014596	Acerv_evm.model.Segkk2437_pilon.1	Pocillopora_acuta_HIv1_PredGene_g4173.t1
OG0014597	Acerv_evm.model.Segkk2445_pilon.14	Pocillopora_acuta_HIv1_PredGene_g25716.t1
OG0014598	Acerv_evm.model.Segkk2452_pilon.2	Pocillopora_acuta_HIv1_PredGene_g5252.t1
OG0014599	Acerv_evm.model.Segkk2462_pilon.12	Pocillopora_acuta_HIv1_PredGene_g5183.t1
OG0014600	Acerv_evm.model.Segkk2462_pilon.10	Pocillopora_acuta_HIv1_PredGene_g5181.t1
OG0014601	Acerv_evm.model.Segkk2462_pilon.14	Pocillopora_acuta_HIv1_PredGene_g5184.t1
OG0014602	Acerv_evm.model.Segkk2463_pilon.26	Pocillopora_acuta_HIv1_PredGene_g3903.t1, Pocillopora_acuta_HIv1_PredGene_g3905.t1
OG0014603	Acerv_evm.model.Segkk2463_pilon.8	Pocillopora_acuta_HIv1_PredGene_g3893.t1
OG0014604	Acerv_evm.model.Segkk2464_pilon.22	Pocillopora_acuta_HIv1_PredGene_g8054.t1
OG0014605	Acerv_evm.model.Segkk2468_pilon.22	Pocillopora_acuta_HIv1_PredGene_g28203.t1
OG0014606	Acerv_evm.model.Segkk2468_pilon.27	Pocillopora_acuta_HIv1_PredGene_g28193.t1
OG0014607	Acerv_evm.model.Segkk2468_pilon.28	Pocillopora_acuta_HIv1_PredGene_g28192.t1
OG0014610	Acerv_evm.model.Segkk2470_pilon.9	Pocillopora_acuta_HIv1_PredGene_g1194.t1
OG0014611	Acerv_evm.model.Segkk2479_pilon.6	Pocillopora_acuta_HIv1_PredGene_g10961.t1
OG0014612	Acerv_evm.model.Segkk2480_pilon.15	Pocillopora_acuta_HIv1_PredGene_g24268.t1
OG0014613	Acerv_evm.model.Segkk2480_pilon.8	Pocillopora_acuta_HIv1_PredGene_g26686.t1
OG0014614	Acerv_evm.model.Segkk2481_pilon.8	Pocillopora_acuta_HIv1_PredGene_g19228.t1
OG0014616	Acerv_evm.model.Segkk2483_pilon.34	Pocillopora_acuta_HIv1_PredGene_g31755.t1
OG0014617	Acerv_evm.model.Segkk2483_pilon.35	Pocillopora_acuta_HIv1_PredGene_g31754.t1
OG0014618	Acerv_evm.model.Segkk2483_pilon.9	Pocillopora_acuta_HIv1_PredGene_g20113.t1
OG0014619	Acerv_evm.model.Segkk2483_pilon.3	Pocillopora_acuta_HIv1_PredGene_g20103.t1
OG0014620	Acerv_evm.model.Segkk2483_pilon.6	Pocillopora_acuta_HIv1_PredGene_g20110.t1
OG0014621	Acerv_evm.model.Segkk2483_pilon.29	Pocillopora_acuta_HIv1_PredGene_g20128.t1
OG0014622	Acerv_evm.model.Segkk2483_pilon.17	Pocillopora_acuta_HIv1_PredGene_g20140.t1
OG0014623	Acerv_evm.model.Segkk2487_pilon.9	Pocillopora_acuta_HIv1_PredGene_g30826.t1
OG0014624	Acerv_evm.model.Segkk2498_pilon.1	Pocillopora_acuta_HIv1_PredGene_2158_t
OG0014625	Acerv_evm.model.Segkk2498_pilon.2	Pocillopora_acuta_HIv1_PredGene_g18258.t1
OG0014627	Acerv_evm.model.Segkk2516_pilon.2	Pocillopora_acuta_HIv1_PredGene_g8514.t1
OG0014628	Acerv_evm.model.Segkk2517_pilon.8	Pocillopora_acuta_HIv1_PredGene_23678_t
OG0014629	Acerv_evm.model.Segkk2519_pilon.3	Pocillopora_acuta_HIv1_PredGene_g5287.t1
OG0014630	Acerv_evm.model.Segkk2528_pilon.1	Pocillopora_acuta_HIv1_PredGene_g2528.t1
OG0014631	Acerv_evm.model.Segkk2530_pilon.5	Pocillopora_acuta_HIv1_PredGene_g4444.t1
OG0014633	Acerv_evm.model.Segkk2534_pilon.11	Pocillopora_acuta_HIv1_PredGene_g26123.t1, Pocillopora_acuta_HIv1_PredGene_g10856.t1
OG0014634	Acerv_evm.model.Segkk2537_pilon.17	Pocillopora_acuta_HIv1_PredGene_11820_t, Pocillopora_acuta_HIv1_PredGene_g32187.t1
OG0014635	Acerv_evm.model.Segkk2542_pilon.4, Acerv_evm.model.Segkk3948_pilon.3	Pocillopora_acuta_HIv1_PredGene_g16456.t1, Pocillopora_acuta_HIv1_PredGene_g10268.t1
OG0014636	Acerv_evm.model.Segkk2545_pilon.2	Pocillopora_acuta_HIv1_PredGene_g208.t1
OG0014637	Acerv_evm.model.Segkk2548_pilon.3	Pocillopora_acuta_HIv1_PredGene_g7664.t1
OG0014638	Acerv_evm.model.Segkk2548_pilon.10	Pocillopora_acuta_HIv1_PredGene_g7657.t1
OG0014640	Acerv_evm.model.Segkk2560_pilon.2	Pocillopora_acuta_HIv1_PredGene_g20109.t1
OG0014641	Acerv_evm.model.Segkk2560_pilon.3	Pocillopora_acuta_HIv1_PredGene_g20108.t1
OG0014642	Acerv_evm.model.Segkk2565_pilon.2	Pocillopora_acuta_HIv1_PredGene_g33129.t1
OG0014645	Acerv_evm.model.Segkk2575_pilon.7	Pocillopora_acuta_HIv1_PredGene_g8286.t1
OG0014646	Acerv_evm.model.Segkk2575_pilon.11	Pocillopora_acuta_HIv1_PredGene_g8281.t1
OG0014647	Acerv_evm.model.Segkk2577_pilon.3	Pocillopora_acuta_HIv1_PredGene_g27642.t1
OG0014649	Acerv_evm.model.Segkk2579_pilon.17	Pocillopora_acuta_HIv1_PredGene_g19041.t1
OG0014650	Acerv_evm.model.Segkk2579_pilon.18	Pocillopora_acuta_HIv1_PredGene_g5309.t1
OG0014651	Acerv_evm.model.Segkk2579_pilon.23	Pocillopora_acuta_HIv1_PredGene_g5299.t1
OG0014652	Acerv_evm.model.Segkk2579_pilon.24	Pocillopora_acuta_HIv1_PredGene_g5298.t1
OG0014653	Acerv_evm.model.Segkk2583_pilon.11	Pocillopora_acuta_HIv1_PredGene_g11487.t1, Pocillopora_acuta_HIv1_PredGene_g14520.t1
OG0014654	Acerv_evm.model.Segkk2583_pilon.13	Pocillopora_acuta_HIv1_PredGene_g11483.t1, Pocillopora_acuta_HIv1_PredGene_g14517.t1
OG0014656	Acerv_evm.model.Segkk2593_pilon.3	Pocillopora_acuta_HIv1_PredGene_g10005.t1
OG0014657	Acerv_evm.model.Segkk2593_pilon.7	Pocillopora_acuta_HIv1_PredGene_g10009.t1
OG0014659	Acerv_evm.model.Segkk2593_pilon.8	Pocillopora_acuta_HIv1_PredGene_12270_t
OG0014660	Acerv_evm.model.Segkk2594_pilon.3	Pocillopora_acuta_HIv1_PredGene_g40.t1
OG0014661	Acerv_evm.model.Segkk2596_pilon.50	Pocillopora_acuta_HIv1_PredGene_g25985.t1
OG0014662	Acerv_evm.model.Segkk2612_pilon.1	Pocillopora_acuta_HIv1_PredGene_g13993.t1, Pocillopora_acuta_HIv1_PredGene_g28431.t1, Pocillopora_acuta_HIv1_PredGene_g28498.t1
OG0014663	Acerv_evm.model.Segkk2614_pilon.19	Pocillopora_acuta_HIv1_PredGene_g30206.t1
OG0014664	Acerv_evm.model.Segkk2618_pilon.3	Pocillopora_acuta_HIv1_PredGene_g8008.t1
OG0014665	Acerv_evm.model.Segkk2624_pilon.4	Pocillopora_acuta_HIv1_PredGene_g8242.t1
OG0014666	Acerv_evm.model.Segkk2624_pilon.3	Pocillopora_acuta_HIv1_PredGene_g8239.t1
OG0014667	Acerv_evm.model.Segkk2642_pilon.11	Pocillopora_acuta_HIv1_PredGene_g216.t1
OG0014668	Acerv_evm.model.Segkk2644_pilon.2	Pocillopora_acuta_HIv1_PredGene_g33515.t1
OG0014669	Acerv_evm.model.Segkk2649_pilon.2	Pocillopora_acuta_HIv1_PredGene_g7119.t1
OG0014670	Acerv_evm.model.Segkk2651_pilon.10	Pocillopora_acuta_HIv1_PredGene_g30899.t1
OG0014671	Acerv_evm.model.Segkk2651_pilon.7	Pocillopora_acuta_HIv1_PredGene_g18286.t1
OG0014673	Acerv_evm.model.Segkk2662_pilon.8	Pocillopora_acuta_HIv1_PredGene_g9171.t1
OG0014675	Acerv_evm.model.Segkk2668_pilon.7	Pocillopora_acuta_HIv1_PredGene_g19561.t1
OG0014676	Acerv_evm.model.Segkk2668_pilon.4	Pocillopora_acuta_HIv1_PredGene_g19564.t1
OG0014677	Acerv_evm.model.Segkk2668_pilon.3	Pocillopora_acuta_HIv1_PredGene_g19565.t1
OG0014678	Acerv_evm.model.Segkk2668_pilon.2	Pocillopora_acuta_HIv1_PredGene_g19566.t1
OG0014679	Acerv_evm.model.Segkk2668_pilon.9	Pocillopora_acuta_HIv1_PredGene_g19558.t1
OG0014680	Acerv_evm.model.Segkk2668_pilon.25	Pocillopora_acuta_HIv1_PredGene_g12474.t1
OG0014681	Acerv_evm.model.Segkk2710_pilon.2	Pocillopora_acuta_HIv1_PredGene_g7701.t1
OG0014682	Acerv_evm.model.Segkk3213_pilon.14	Pocillopora_acuta_HIv1_PredGene_g9883.t1
OG0014682	Acerv_evm.model.Segkk2713_pilon.4	Pocillopora_acuta_HIv1_PredGene_g5378.t1
OG0014684	Acerv_evm.model.Segkk2722_pilon.36	Pocillopora_acuta_HIv1_PredGene_g13854.t1, Pocillopora_acuta_HIv1_PredGene_23955_t
OG0014686	Acerv_evm.model.Segkk2722_pilon.10	Pocillopora_acuta_HIv1_PredGene_g33369.t1
OG0014687	Acerv_evm.model.Segkk2722_pilon.11	Pocillopora_acuta_HIv1_PredGene_g33363.t1
OG0014688	Acerv_evm.model.Segkk2722_pilon.18	Pocillopora_acuta_HIv1_PredGene_g13851.t1
OG0014689	Acerv_evm.model.Segkk2722_pilon.19	Pocillopora_acuta_HIv1_PredGene_g13861.t1
OG0014690	Acerv_evm.model.Segkk2733_pilon.11	Pocillopora_acuta_HIv1_PredGene_g30944.t1
OG0014691	Acerv_evm.model.Segkk2741_pilon.4	Pocillopora_acuta_HIv1_PredGene_g33139.t1
OG0014694	Acerv_evm.model.Segkk2751_pilon.2	Pocillopora_acuta_HIv1_PredGene_g8298.t1
OG0014695	Acerv_evm.model.Segkk2751_pilon.6	Pocillopora_acuta_HIv1_PredGene_g8243.t1
OG0014697	Acerv_evm.model.Segkk2752_pilon.5	Pocillopora_acuta_HIv1_PredGene_g32256.t1
OG0014701	Acerv_evm.model.Segkk2758_pilon.20	Pocillopora_acuta_HIv1_PredGene_29515_t
OG0014702	Acerv_evm.model.Segkk2758_pilon.27	Pocillopora_acuta_HIv1_PredGene_g21820.t1
OG0014703	Acerv_evm.model.Segkk2758_pilon.28	Pocillopora_acuta_HIv1_PredGene_g21821.t1
OG0014704	Acerv_evm.model.Segkk2758_pilon.13	Pocillopora_acuta_HIv1_PredGene_g15836.t1
OG0014706	Acerv_evm.model.Segkk2758_pilon.45	Pocillopora_acuta_HIv1_PredGene_g27224.t1
OG0014707	Acerv_evm.model.Segkk2760_pilon.20	Pocillopora_acuta_HIv1_PredGene_2840_t
OG0014708	Acerv_evm.model.Segkk2760_pilon.8	Pocillopora_acuta_HIv1_PredGene_g22770.t1
OG0014710	Acerv_evm.model.Segkk2762_pilon.4	Pocillopora_acuta_HIv1_PredGene_g12492.t1, Pocillopora_acuta_HIv1_PredGene_g30589.t1
OG0014713	Acerv_evm.model.Segkk2780_pilon.4	Pocillopora_acuta_HIv1_PredGene_g24164.t1
OG0014714	Acerv_evm.model.Segkk2782_pilon.22	Pocillopora_acuta_HIv1_PredGene_g18617.t1
OG0014715	Acerv_evm.model.Segkk2782_pilon.29	Pocillopora_acuta_HIv1_PredGene_g18626.t1
OG0014716	Acerv_evm.model.Segkk2782_pilon.33	Pocillopora_acuta_HIv1_PredGene_g18641.t1, Pocillopora_acuta_HIv1_PredGene_g18643.t1
OG0014717	Acerv_evm.model.Segkk2782_pilon.31	Pocillopora_acuta_HIv1_PredGene_g18628.t1
OG0014718	Acerv_evm.model.Segkk2787_pilon.14	Pocillopora_acuta_HIv1_PredGene_g23842.t1, Pocillopora_acuta_HIv1_PredGene_g28145.t1
OG0014720	Acerv_evm.model.Segkk2792_pilon.22	Pocillopora_acuta_HIv1_PredGene_g13295.t1
OG0014721	Acerv_evm.model.Segkk2792_pilon.18	Pocillopora_acuta_HIv1_PredGene_g13290.t1
OG0014722	Acerv_evm.model.Segkk2803_pilon.2	Pocillopora_acuta_HIv1_PredGene_g15769.t1
OG0014723	Acerv_evm.model.Segkk2806_pilon.3	Pocillopora_acuta_HIv1_PredGene_g12825.t1
OG0014724	Acerv_evm.model.Segkk2811_pilon.26	Pocillopora_acuta_HIv1_PredGene_g3166.t1
OG0014725	Acerv_evm.model.Segkk2811_pilon.29	Pocillopora_acuta_HIv1_PredGene_g26197.t1, Pocillopora_acuta_HIv1_PredGene_g15916.t1
OG0014726	Acerv_evm.model.Segkk2811_pilon.7	Pocillopora_acuta_HIv1_PredGene_g3195.t1
OG0014729	Acerv_evm.model.Segkk2821_pilon.2	Pocillopora_acuta_HIv1_PredGene_g6408.t1
OG0014730	Acerv_evm.model.Segkk2826_pilon.30	Pocillopora_acuta_HIv1_PredGene_g27101.t1
OG0014731	Acerv_evm.model.Segkk2830_pilon.4	Pocillopora_acuta_HIv1_PredGene_g18120.t1
OG0014732	Acerv_evm.model.Segkk2837_pilon.4	Pocillopora_acuta_HIv1_PredGene_g17039.t1
OG0014733	Acerv_evm.model.Segkk2838_pilon.3	Pocillopora_acuta_HIv1_PredGene_g18557.t1
OG0014734	Acerv_evm.model.Segkk2845_pilon.4	Pocillopora_acuta_HIv1_PredGene_g252.t1
OG0014735	Acerv_evm.model.Segkk2846_pilon.3	Pocillopora_acuta_HIv1_PredGene_g1018.t1
OG0014736	Acerv_evm.model.Segkk2846_pilon.16	Pocillopora_acuta_HIv1_PredGene_g1029.t1
OG0014737	Acerv_evm.model.Segkk2853_pilon.10	Pocillopora_acuta_HIv1_PredGene_g29042.t1
OG0014738	Acerv_evm.model.Segkk2862_pilon.2	Pocillopora_acuta_HIv1_PredGene_g16854.t1, Pocillopora_acuta_HIv1_PredGene_27016_t, Pocillopora_acuta_HIv1_PredGene_g20664.t1
OG0014739	Acerv_evm.model.Segkk2875_pilon.3	Pocillopora_acuta_HIv1_PredGene_g5031.t1
OG0014740	Acerv_evm.model.Segkk2889_pilon.19	Pocillopora_acuta_HIv1_PredGene_g13330.t1
OG0014741	Acerv_evm.model.Segkk2890_pilon.4	Pocillopora_acuta_HIv1_PredGene_g19572.t1
OG0014742	Acerv_evm.model.Segkk2890_pilon.5	Pocillopora_acuta_HIv1_PredGene_g19571.t1
OG0014743	Acerv_evm.model.Segkk2891_pilon.5	Pocillopora_acuta_HIv1_PredGene_g14633.t1
OG0014744	Acerv_evm.model.Segkk2891_pilon.16	Pocillopora_acuta_HIv1_PredGene_g21941.t1
OG0014745	Acerv_evm.model.Segkk2893_pilon.7	Pocillopora_acuta_HIv1_PredGene_g20172.t1
OG0014746	Acerv_evm.model.Segkk2894_pilon.9	Pocillopora_acuta_HIv1_PredGene_g1097.t1
OG0014747	Acerv_evm.model.Segkk2898_pilon.16	Pocillopora_acuta_HIv1_PredGene_15172_t, Pocillopora_acuta_HIv1_PredGene_g21746.t1
OG0014748	Acerv_evm.model.Segkk2900_pilon.2	Pocillopora_acuta_HIv1_PredGene_g33255.t1
OG0014749	Acerv_evm.model.Segkk2908_pilon.15	Pocillopora_acuta_HIv1_PredGene_g31821.t1
OG0014750	Acerv_evm.model.Segkk2909_pilon.3	Pocillopora_acuta_HIv1_PredGene_g11955.t1
OG0014751	Acerv_evm.model.Segkk2910_pilon.7	Pocillopora_acuta_HIv1_PredGene_g12466.t1
OG0014752	Acerv_evm.model.Segkk2921_pilon.11	Pocillopora_acuta_HIv1_PredGene_g31699.t1
OG0014753	Acerv_evm.model.Segkk2924_pilon.25	Pocillopora_acuta_HIv1_PredGene_g11365.t1
OG0014754	Acerv_evm.model.Segkk2933_pilon.7	Pocillopora_acuta_HIv1_PredGene_g11116.t1
OG0014755	Acerv_evm.model.Segkk2937_pilon.1	Pocillopora_acuta_HIv1_PredGene_g15656.t1
OG0014756	Acerv_evm.model.Segkk2938_pilon.3	Pocillopora_acuta_HIv1_PredGene_g13800.t1
OG0014757	Acerv_evm.model.Segkk2944_pilon.2	Pocillopora_acuta_HIv1_PredGene_g441.t1
OG0014758	Acerv_evm.model.Segkk2944_pilon.1	Pocillopora_acuta_HIv1_PredGene_g442.t1
OG0014759	Acerv_evm.model.Segkk2954_pilon.11	Pocillopora_acuta_HIv1_PredGene_g12956.t1
OG0014760	Acerv_evm.model.Segkk2954_pilon.1	Pocillopora_acuta_HIv1_PredGene_g12965.t1
OG0014762	Acerv_evm.model.Segkk2956_pilon.4	Pocillopora_acuta_HIv1_PredGene_g23917.t1
OG0014763	Acerv_evm.model.Segkk2959_pilon.1	Pocillopora_acuta_HIv1_PredGene_g22579.t1
OG0014764	Acerv_evm.model.Segkk2960_pilon.3	Pocillopora_acuta_HIv1_PredGene_g24850.t1
OG0014765	Acerv_evm.model.Segkk2971_pilon.3	Pocillopora_acuta_HIv1_PredGene_g7040.t1
OG0014766	Acerv_evm.model.Segkk2975_pilon.6	Pocillopora_acuta_HIv1_PredGene_g32282.t1
OG0014767	Acerv_evm.model.Segkk2978_pilon.22	Pocillopora_acuta_HIv1_PredGene_g27660.t1, Pocillopora_acuta_HIv1_PredGene_g32892.t1
OG0014768	Acerv_evm.model.Segkk2983_pilon.2	Pocillopora_acuta_HIv1_PredGene_1896_t
OG0014769	Acerv_evm.model.Segkk2992_pilon.3	Pocillopora_acuta_HIv1_PredGene_g22388.t1
OG0014770	Acerv_evm.model.Segkk2992_pilon.9	Pocillopora_acuta_HIv1_PredGene_g22390.t1
OG0014771	Acerv_evm.model.Segkk2994_pilon.10	Pocillopora_acuta_HIv1_PredGene_g2255.t1
OG0014772	Acerv_evm.model.Segkk3022_pilon.1	Pocillopora_acuta_HIv1_PredGene_g27942.t1
OG0014773	Acerv_evm.model.Segkk3047_pilon.25	Pocillopora_acuta_HIv1_PredGene_g13081.t1
OG0014774	Acerv_evm.model.Segkk3053_pilon.12	Pocillopora_acuta_HIv1_PredGene_g13096.t1
OG0014776	Acerv_evm.model.Segkk3054_pilon.20	Pocillopora_acuta_HIv1_PredGene_g5537.t1
OG0014777	Acerv_evm.model.Segkk3056_pilon.12	Pocillopora_acuta_HIv1_PredGene_g17414.t1
OG0014778	Acerv_evm.model.Segkk3073_pilon.1	Pocillopora_acuta_HIv1_PredGene_g14143.t1
OG0014779	Acerv_evm.model.Segkk3082_pilon.11	Pocillopora_acuta_HIv1_PredGene_g6109.t1
OG0014781	Acerv_evm.model.Segkk3090_pilon.10	Pocillopora_acuta_HIv1_PredGene_g10041.t1
OG0014782	Acerv_evm.model.Segkk3092_pilon.8	Pocillopora_acuta_HIv1_PredGene_g14761.t1
OG0014783	Acerv_evm.model.Segkk3095_pilon.26	Pocillopora_acuta_HIv1_PredGene_g4511.t1, Pocillopora_acuta_HIv1_PredGene_g25128.t1
OG0014785	Acerv_evm.model.Segkk3097_pilon.3	Pocillopora_acuta_HIv1_PredGene_g2623.t1
OG0014786	Acerv_evm.model.Segkk3097_pilon.7	Pocillopora_acuta_HIv1_PredGene_g28010.t1
OG0014787	Acerv_evm.model.Segkk3100_pilon.12	Pocillopora_acuta_HIv1_PredGene_g10048.t1
OG0014788	Acerv_evm.model.Segkk3102_pilon.34	Pocillopora_acuta_HIv1_PredGene_g7625.t1
OG0014789	Acerv_evm.model.Segkk3103_pilon.6	Pocillopora_acuta_HIv1_PredGene_g4790.t1
OG0014790	Acerv_evm.model.Segkk3103_pilon.5	Pocillopora_acuta_HIv1_PredGene_g4791.t1
OG0014791	Acerv_evm.model.Segkk3111_pilon.11	Pocillopora_acuta_HIv1_PredGene_g22338.t1
OG0014792	Acerv_evm.model.Segkk3112_pilon.6	Pocillopora_acuta_HIv1_PredGene_g4313.t1, Pocillopora_acuta_HIv1_PredGene_g129.t1, Pocillopora_acuta_HIv1_PredGene_g21286.t1
OG0014793	Acerv_evm.model.Segkk3114_pilon.2	Pocillopora_acuta_HIv1_PredGene_g10032.t1
OG0014794	Acerv_evm.model.Segkk3122_pilon.31	Pocillopora_acuta_HIv1_PredGene_g13830.t1
OG0014796	Acerv_evm.model.Segkk3134_pilon.23	Pocillopora_acuta_HIv1_PredGene_g31915.t1
