"","gene","GO.ID","term","ontology","over_represented_pvalue","4_2","11_2","39_2","41_2","1_2","28_2","42_2","47_2","2_2","35_2","36_2","38_2"
"428","LOC113681444","NA","NA","NA","NA",84,73,147,130,214,154,206,67,109,260,109,195
"429","LOC113681448","NA","NA","NA","NA",31,9,8,24,37,22,22,24,23,47,14,42
"430","LOC113681475","GO:0036297,GO:0043240","interstrand cross-link repair,Fanconi anaemia nuclear complex","BP,CC","0.031628897643356,0.031628897643356",55,62,78,99,54,51,63,42,40,68,52,63
"431","LOC113681529","GO:0005096","GTPase activator activity","MF","0.0316344472285613",433,338,415,432,185,176,237,155,88,164,155,157
"432","LOC113681648","GO:0006508,GO:0008234","proteolysis,cysteine-type peptidase activity","BP,MF","0,0.0446178370458383",26240,23283,19861,21415,6487,4447,9717,7785,2601,9038,5699,5119
"433","LOC113681664","GO:0005548,GO:0015914","phospholipid transporter activity,phospholipid transport","MF,BP","0.0517587602445831,0.0517587602445831",2724,2934,2809,2984,1308,1517,1024,1090,285,925,653,853
"434","LOC113681730","NA","NA","NA","NA",56,21,44,34,180,52,259,221,0,152,185,310
"435","LOC113681731","NA","NA","NA","NA",48,52,396,225,328,338,605,213,65,428,192,516
"436","LOC113681737","NA","NA","NA","NA",9,29,41,17,57,15,74,5,22,34,64,62
"437","LOC113681878","GO:0000145,GO:0006887","exocyst,exocytosis","CC,BP","0.0316302610774038,0.0316302610774038",621,342,550,572,505,393,557,338,234,578,551,569
"438","LOC113681899","NA","NA","NA","NA",48,138,85,90,134,95,181,73,98,129,153,94
"439","LOC113681925","GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016021,GO:0016021","transmembrane signaling receptor activity,G protein-coupled receptor activity,cell surface receptor signaling pathway,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane","MF,MF,BP,BP,CC,CC","1.03215887517103e-06,0,1.03215887517103e-06,0,1.05240798224272e-41,1.05240798224272e-41",43,28,35,36,8,171,16,153,343,305,15,15
"440","LOC113682109","GO:0005515","protein binding","MF","4.55882921845145e-116",101,270,162,125,150,112,171,148,185,150,395,162
"441","LOC113682120","GO:0003735,GO:0003735,GO:0005840,GO:0006412,GO:0006412,GO:0015934","structural constituent of ribosome,structural constituent of ribosome,ribosome,translation,translation,large ribosomal subunit","MF,MF,CC,BP,BP,CC","3.9594286143426e-06,3.9594286143426e-06,3.9594286143426e-06,3.9594286143426e-06,3.9594286143426e-06,0.00204265535434908",18398,22895,20289,20102,6228,8532,8295,8345,1335,4876,7997,4825
"442","LOC113682209","NA","NA","NA","NA",34,28,21,21,55,54,80,47,15,78,100,53
"443","LOC113682220","NA","NA","NA","NA",265,361,81,59,34,63,44,79,18,22,31,28
"444","LOC113682239","NA","NA","NA","NA",226,71,100,167,107,164,107,200,6,26,0,41
"445","LOC113682288","GO:0006383","transcription by RNA polymerase III","BP","0.0395697734876547",137,205,284,287,96,63,108,54,23,52,55,78
"446","LOC113682444","NA","NA","NA","NA",353,250,363,317,148,115,167,97,50,112,109,135
"447","LOC113682506","GO:0006099,GO:0009055,GO:0016491,GO:0051536,GO:0051536,GO:0051537,GO:0055114","tricarboxylic acid cycle,electron transfer activity,oxidoreductase activity,iron-sulfur cluster binding,iron-sulfur cluster binding,2 iron, 2 sulfur cluster binding,oxidation-reduction process","BP,MF,MF,MF,MF,MF,BP","0.0010369966553419,0.0328271738072485,7.40020079886829e-08,0.0328271738072485,0.0328271738072485,0.00221033181131201,0",5015,7008,4214,4852,1496,1350,2491,1633,369,2262,1410,952
"448","LOC113682541","GO:0005515","protein binding","MF","4.55882921845145e-116",137,167,143,173,44,39,86,36,16,64,40,28
"449","LOC113682549","GO:0005524,GO:0005524","ATP binding,ATP binding","MF,MF","2.32907656908861e-37,2.32907656908861e-37",254,248,206,253,61,42,95,64,14,71,47,64
"450","LOC113682550","GO:0005507,GO:0005743,GO:0006825,GO:0006878,GO:0008535","copper ion binding,mitochondrial inner membrane,copper ion transport,cellular copper ion homeostasis,respiratory chain complex IV assembly","MF,CC,BP,BP,BP","0.00186793341547986,0.00109012614900637,0.033242963919914,0.033242963919914,0.033242963919914",1193,1116,975,1070,350,405,462,313,118,381,247,252
"451","LOC113682566","NA","NA","NA","NA",9,13,45,35,71,227,121,162,75,33,179,44
"452","LOC113682585","NA","NA","NA","NA",222,260,303,314,84,71,156,71,29,128,63,72
"453","LOC113682626","GO:0004176,GO:0004176,GO:0004252,GO:0004252,GO:0005524,GO:0005524,GO:0006508,GO:0006508,GO:0006515,GO:0016887","ATP-dependent peptidase activity,ATP-dependent peptidase activity,serine-type endopeptidase activity,serine-type endopeptidase activity,ATP binding,ATP binding,proteolysis,proteolysis,protein quality control for misfolded or incompletely synthesized proteins,ATPase activity","MF,MF,MF,MF,MF,MF,BP,BP,BP,MF","0.0316330880291484,0.0316330880291484,4.49624186930856e-05,4.49624186930856e-05,2.32907656908861e-37,2.32907656908861e-37,0,0,0.0316330880291484,1.43742768325253e-06",48,112,37,102,200,112,333,139,103,231,265,252
"454","LOC113682635","GO:0005515,GO:0035556","protein binding,intracellular signal transduction","MF,BP","4.55882921845145e-116,0.0316344487762049",14,25,19,49,187,51,61,126,0,45,31,47
"455","LOC113682653","NA","NA","NA","NA",559,533,523,627,262,193,298,180,50,227,144,192
"456","LOC113682682","NA","NA","NA","NA",76,23,29,37,215,238,339,135,54,377,208,216
"457","LOC113682771","NA","NA","NA","NA",5681,4715,5147,5193,1680,1227,2319,1132,975,1338,859,553
"458","LOC113682844","NA","NA","NA","NA",30667,24277,48004,54398,11727,4501,15285,5240,2217,10755,1280,4269
"459","LOC113682887","GO:0008119,GO:0008757","thiopurine S-methyltransferase activity,S-adenosylmethionine-dependent methyltransferase activity","MF,MF","0.0611038142853301,0.0611038142853301",431,431,323,315,91,85,172,163,31,101,51,55
"460","LOC113682888","GO:0008289","lipid binding","MF","3.43370475472157e-05",24,52,64,93,372,340,443,0,200,410,344,386
"461","LOC113682923","GO:0030246,GO:0030246,GO:0030246","carbohydrate binding,carbohydrate binding,carbohydrate binding","MF,MF,MF","0.00129524396996509,0.00129524396996509,0.00129524396996509",147,87,102,71,288,169,209,388,274,154,257,316
"462","LOC113682977","GO:0005507,GO:0005507,GO:0016491,GO:0055114,GO:0055114","copper ion binding,copper ion binding,oxidoreductase activity,oxidation-reduction process,oxidation-reduction process","MF,MF,MF,BP,BP","0.00186793341547986,0.00186793341547986,7.40020079886829e-08,0,0",64,144,10,10,417,251,258,203,150,427,302,362
"463","LOC113683058","NA","NA","NA","NA",933,1405,961,965,1045,889,1229,643,360,1528,1104,1062
"464","LOC113683186","NA","NA","NA","NA",31,16,14,31,30,37,33,16,11,12,23,16
"465","LOC113683282","GO:0005515","protein binding","MF","4.55882921845145e-116",41,7,8,27,91,83,24,45,47,51,33,69
"466","LOC113683360","GO:0003677,GO:0003899,GO:0006351","DNA binding,DNA-directed 5'-3' RNA polymerase activity,transcription, DNA-templated","MF,MF,BP","1.39255035582582e-07,0.0342602237955168,0.0342602237955168",32,9,51,15,110,76,163,79,114,132,132,53
"467","LOC113683409","GO:0000160,GO:0000160,GO:0004114,GO:0004114,GO:0004114,GO:0004114,GO:0004114,GO:0004114,GO:0004114,GO:0007165,GO:0007165,GO:0007165,GO:0007165,GO:0007165,GO:0007165,GO:0007165,GO:0008081,GO:0008081,GO:0008081,GO:0008081,GO:0008081,GO:0008081,GO:0008081","phosphorelay signal transduction system,phosphorelay signal transduction system,3',5'-cyclic-nucleotide phosphodiesterase activity,3',5'-cyclic-nucleotide phosphodiesterase activity,3',5'-cyclic-nucleotide phosphodiesterase activity,3',5'-cyclic-nucleotide phosphodiesterase activity,3',5'-cyclic-nucleotide phosphodiesterase activity,3',5'-cyclic-nucleotide phosphodiesterase activity,3',5'-cyclic-nucleotide phosphodiesterase activity,signal transduction,signal transduction,signal transduction,signal transduction,signal transduction,signal transduction,signal transduction,phosphoric diester hydrolase activity,phosphoric diester hydrolase activity,phosphoric diester hydrolase activity,phosphoric diester hydrolase activity,phosphoric diester hydrolase activity,phosphoric diester hydrolase activity,phosphoric diester hydrolase activity","BP,BP,MF,MF,MF,MF,MF,MF,MF,BP,BP,BP,BP,BP,BP,BP,MF,MF,MF,MF,MF,MF,MF","0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0,0,0,0,0,0,0,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775,0.0316234916687775",111,77,7,290,367,490,334,458,581,834,310,381
"468","LOC113683429","NA","NA","NA","NA",6,17,2,34,23,18,31,46,24,21,60,20
"469","LOC113683506","GO:0008270","zinc ion binding","MF","0",620,531,645,553,194,215,210,138,118,196,137,236
"470","LOC113683533","NA","NA","NA","NA",258,121,51,84,219,190,323,81,117,334,294,248
"471","LOC113683602","GO:0005515,GO:0006606,GO:0061608","protein binding,protein import into nucleus,nuclear import signal receptor activity","MF,BP,MF","4.55882921845145e-116,0.0318656186508255,0.0318656186508255",149,190,172,267,32,27,40,25,82,89,96,106
"472","LOC113683607","NA","NA","NA","NA",3349,4117,4448,4901,1622,1264,1964,769,692,1856,950,1003
"473","LOC113683627","GO:0005515,GO:0005524,GO:0016887","protein binding,ATP binding,ATPase activity","MF,MF,MF","4.55882921845145e-116,2.32907656908861e-37,1.43742768325253e-06",105,109,105,82,391,263,311,54,236,268,369,389
"474","LOC113683630","NA","NA","NA","NA",65,19,60,42,44,52,67,71,17,60,79,67
"475","LOC113683654","NA","NA","NA","NA",447,281,569,621,32,55,360,138,23,37,0,10
"476","LOC113683721","GO:0005515","protein binding","MF","4.55882921845145e-116",4,13,12,10,25,19,11,8,31,10,16,12
"477","LOC113683782","GO:0042981","regulation of apoptotic process","BP","0.00153365125050997",290,305,377,375,321,427,416,241,182,633,470,297
"478","LOC113683802","NA","NA","NA","NA",47,139,111,95,7,7,7,3,17,14,39,16
"479","LOC113683892","NA","NA","NA","NA",1,8,8,11,77,84,153,89,80,162,96,165
"480","LOC113683906","NA","NA","NA","NA",442,260,355,317,221,206,203,274,318,328,339,445
"481","LOC113684081","GO:0004386,GO:0004386,GO:0004386,GO:0004386","helicase activity,helicase activity,helicase activity,helicase activity","MF,MF,MF,MF","0.000998000960399258,0.000998000960399258,0.000998000960399258,0.000998000960399258",233,171,13,177,224,279,282,127,299,275,401,202
"482","LOC113684160","NA","NA","NA","NA",496,272,106,246,246,710,613,518,448,829,729,442
"483","LOC113684175","GO:0005515","protein binding","MF","4.55882921845145e-116",8,14,10,11,22,8,12,8,10,11,16,19
"484","LOC113684177","GO:0005515","protein binding","MF","4.55882921845145e-116",36,13,29,56,325,349,24,290,205,237,20,386
"485","LOC113684180","NA","NA","NA","NA",36,40,16,79,180,99,190,101,146,195,123,200
"486","LOC113684184","NA","NA","NA","NA",81,115,124,162,123,89,122,99,75,144,144,140
"487","LOC113684224","GO:0005515","protein binding","MF","4.55882921845145e-116",218,466,686,670,530,407,529,332,274,406,530,546
"488","LOC113684226","GO:0005216,GO:0005249,GO:0006811,GO:0006813,GO:0016020,GO:0016020,GO:0055085","ion channel activity,voltage-gated potassium channel activity,ion transport,potassium ion transport,membrane,membrane,transmembrane transport","MF,MF,BP,BP,CC,CC,BP","0.000998954871354121,0.000998954871354121,3.14889216137871e-05,3.86382075005186e-05,0,0,0",12,7,9,8,13,32,18,6,15,25,20,5
"489","LOC113684236","GO:0006915","apoptotic process","BP","0.00130391401666192",101,152,116,155,99,115,172,154,43,195,130,119
"490","LOC113684275","GO:0018193","peptidyl-amino acid modification","BP","0.0609665937399386",28,42,45,63,43,58,57,39,30,43,38,49
"491","LOC113684387","GO:0005201","extracellular matrix structural constituent","MF","0.0356484918960733",122,67,59,14,704,662,773,139,494,326,548,96
"492","LOC113684482","GO:0001534,GO:0060271,GO:0060294","radial spoke,cilium assembly,cilium movement involved in cell motility","CC,BP,BP","0.0316335281524566,0.0316335281524566,0.0316335281524566",87,125,78,138,338,30,47,178,221,49,331,391
"493","LOC113684534","GO:0004930,GO:0007186,GO:0016021,GO:0016021","G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane","MF,BP,CC,CC","0,0,1.05240798224272e-41,1.05240798224272e-41",25,15,20,24,18,26,40,24,6,38,21,28
"494","LOC113684585","NA","NA","NA","NA",17,18,20,26,18,11,16,11,16,21,25,28
"495","LOC113684634","GO:0004672,GO:0004672,GO:0005524,GO:0006468,GO:0006468","protein kinase activity,protein kinase activity,ATP binding,protein phosphorylation,protein phosphorylation","MF,MF,MF,BP,BP","0,0,2.32907656908861e-37,0,0",14,10,7,17,10,14,13,32,4,17,12,14
"496","LOC113684636","NA","NA","NA","NA",21,29,34,30,28,52,55,74,32,79,50,44
"497","LOC113684639","NA","NA","NA","NA",234,89,14,64,746,657,790,459,377,649,390,1002
"498","LOC113684657","GO:0008376,GO:0032580","acetylgalactosaminyltransferase activity,Golgi cisterna membrane","MF,CC","0.00121395869431733,0.00121395869431733",124,202,185,237,48,58,89,50,20,62,32,39
"499","LOC113684738","NA","NA","NA","NA",35,21,34,73,347,0,509,89,327,487,345,138
"500","LOC113684855","NA","NA","NA","NA",314,183,1432,987,1279,647,1608,1357,372,2034,904,1767
"501","LOC113684891","NA","NA","NA","NA",5,64,13,7,240,150,263,255,91,383,285,250
"502","LOC113684962","NA","NA","NA","NA",22,20,22,19,26,18,27,37,13,23,46,45
"503","LOC113685002","GO:0008376,GO:0032580","acetylgalactosaminyltransferase activity,Golgi cisterna membrane","MF,CC","0.00121395869431733,0.00121395869431733",124,223,240,172,155,215,203,119,106,206,149,184
"504","LOC113685034","NA","NA","NA","NA",306,953,998,506,14,22,7,7,5,30,32,418
"505","LOC113685074","GO:0000976,GO:0000976,GO:0003677,GO:0003677,GO:0003677,GO:0003677,GO:0003700,GO:0003700,GO:0003700,GO:0003700,GO:0003700,GO:0003700,GO:0005634,GO:0005634,GO:0005634,GO:0005634,GO:0006355,GO:0006355,GO:0006355,GO:0006355,GO:0006355,GO:0006355,GO:0006915,GO:0006915","transcription regulatory region sequence-specific DNA binding,transcription regulatory region sequence-specific DNA binding,DNA binding,DNA binding,DNA binding,DNA binding,DNA-binding transcription factor activity,DNA-binding transcription factor activity,DNA-binding transcription factor activity,DNA-binding transcription factor activity,DNA-binding transcription factor activity,DNA-binding transcription factor activity,nucleus,nucleus,nucleus,nucleus,regulation of transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of transcription, DNA-templated,apoptotic process,apoptotic process","MF,MF,MF,MF,MF,MF,MF,MF,MF,MF,MF,MF,CC,CC,CC,CC,BP,BP,BP,BP,BP,BP,BP,BP","0.0316345496713618,0.0316345496713618,1.39255035582582e-07,1.39255035582582e-07,1.39255035582582e-07,1.39255035582582e-07,1.50935961164739e-10,1.50935961164739e-10,1.50935961164739e-10,1.50935961164739e-10,1.50935961164739e-10,1.50935961164739e-10,5.81473606692821e-08,5.81473606692821e-08,5.81473606692821e-08,5.81473606692821e-08,3.81978759635764e-12,3.81978759635764e-12,3.81978759635764e-12,3.81978759635764e-12,3.81978759635764e-12,3.81978759635764e-12,0.00130391401666192,0.00130391401666192",705,430,1145,653,25,180,360,26,30,39,164,38
"506","LOC113685295","NA","NA","NA","NA",27,20,43,45,23,32,42,75,6,35,17,24
"507","LOC113685425","NA","NA","NA","NA",293,330,280,274,71,78,145,81,17,110,76,79
"508","LOC113685434","GO:0004930,GO:0004930,GO:0007186,GO:0007186,GO:0016021,GO:0016021,GO:0016021,GO:0016021","G protein-coupled receptor activity,G protein-coupled receptor activity,G protein-coupled receptor signaling pathway,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane,integral component of membrane,integral component of membrane","MF,MF,BP,BP,CC,CC,CC,CC","0,0,0,0,1.05240798224272e-41,1.05240798224272e-41,1.05240798224272e-41,1.05240798224272e-41",50,45,46,36,52,64,57,34,27,66,54,46
"509","LOC113685457","NA","NA","NA","NA",91,198,226,312,240,160,292,92,87,645,183,437
"510","LOC113685534","NA","NA","NA","NA",24,26,37,40,153,193,205,84,47,258,234,162
"511","LOC113685705","NA","NA","NA","NA",14,35,48,65,62,30,69,37,17,56,43,64
"512","LOC113685809","NA","NA","NA","NA",12,15,33,64,53,23,74,37,26,54,43,42
"513","LOC113685903","NA","NA","NA","NA",36,28,28,24,53,60,76,24,8,70,35,58
"514","LOC113685915","NA","NA","NA","NA",12,11,15,12,156,86,181,5,67,122,126,171
"515","LOC113685955","NA","NA","NA","NA",77,72,190,205,160,99,96,132,58,306,451,241
"516","LOC113685970","NA","NA","NA","NA",11,4,17,8,18,8,13,11,8,17,17,15
"517","LOC113686073","NA","NA","NA","NA",310,153,943,167,53,41,97,24,13,19,77,51
"518","LOC113686078","NA","NA","NA","NA",415,645,344,427,82,59,137,111,26,132,113,67
"519","LOC113686085","NA","NA","NA","NA",3,51,38,21,235,110,305,219,83,46,359,440
"520","LOC113686086","GO:0005509","calcium ion binding","MF","4.40274315060415e-12",149,171,102,192,195,155,198,179,167,195,196,146
"521","LOC113686179","GO:0004888,GO:0004930,GO:0007166,GO:0007186,GO:0016021,GO:0016021","transmembrane signaling receptor activity,G protein-coupled receptor activity,cell surface receptor signaling pathway,G protein-coupled receptor signaling pathway,integral component of membrane,integral component of membrane","MF,MF,BP,BP,CC,CC","1.03215887517103e-06,0,1.03215887517103e-06,0,1.05240798224272e-41,1.05240798224272e-41",7,7,18,3,17,11,12,9,10,25,19,24
"522","LOC113686210","GO:0016702,GO:0055114","oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen,oxidation-reduction process","MF,BP","0.00117178486033722,0",173,132,314,262,124,121,188,133,214,199,217,235
"523","LOC113686220","NA","NA","NA","NA",297,506,548,630,104,70,171,99,46,197,113,128
"524","LOC113686249","NA","NA","NA","NA",385,415,314,395,147,196,256,86,42,146,93,98
"525","LOC113686278","NA","NA","NA","NA",130,91,136,238,196,48,93,73,56,230,229,276
"526","LOC113686292","NA","NA","NA","NA",54,10,1,31,106,78,162,211,27,175,295,92
"527","LOC113686341","GO:0005509","calcium ion binding","MF","4.40274315060415e-12",28,16,68,26,82,40,178,82,224,124,164,66
"528","LOC113686351","GO:0005515","protein binding","MF","4.55882921845145e-116",5,42,7,9,37,20,41,44,50,32,34,44
"529","LOC113686389","GO:0005515","protein binding","MF","4.55882921845145e-116",5,10,8,10,15,12,16,8,8,14,13,17
"530","LOC113686410","NA","NA","NA","NA",75,138,138,142,89,55,91,56,81,111,125,156
"531","LOC113686438","GO:0016020","membrane","CC","0",725,549,826,797,272,363,376,242,70,321,210,234
"532","LOC113686444","GO:0005515","protein binding","MF","4.55882921845145e-116",27,33,15,15,67,56,55,51,35,30,50,88
"533","LOC113686478","GO:0003700,GO:0006355","DNA-binding transcription factor activity,regulation of transcription, DNA-templated","MF,BP","1.50935961164739e-10,3.81978759635764e-12",10697,13219,14894,10807,2114,2111,8701,2602,1013,1259,2158,296
"534","LOC113686480","NA","NA","NA","NA",146,106,115,92,29,25,33,24,18,18,5,8
"535","LOC113686485","GO:0005515","protein binding","MF","4.55882921845145e-116",378,406,344,320,119,100,197,92,29,151,77,73
"536","LOC113686536","NA","NA","NA","NA",35,38,27,30,35,32,57,31,19,47,35,31
"537","LOC113686551","NA","NA","NA","NA",22,4,6,9,61,13,57,49,12,104,58,40
"538","LOC113686627","GO:0006629","lipid metabolic process","BP","0.00168050371486114",22,31,58,41,24,27,50,34,20,41,45,37
"539","LOC113686637","NA","NA","NA","NA",6,15,7,6,13,8,12,5,6,9,32,12
"540","LOC113686891","NA","NA","NA","NA",14,7,17,13,5,53,35,17,19,96,15,10
"541","LOC113686913","GO:0008239,GO:0016787","dipeptidyl-peptidase activity,hydrolase activity","MF,MF","0.0316293690668851,4.16634370844935e-10",119,151,134,121,153,108,170,99,101,188,117,79
"542","LOC113686921","NA","NA","NA","NA",7734,4247,6419,6049,2160,1813,3385,1962,1403,1428,1474,1366
"543","LOC113687049","NA","NA","NA","NA",93,142,148,180,212,19,169,181,316,78,304,272
"544","LOC113687084","NA","NA","NA","NA",104,225,191,979,0,833,1268,583,1611,1842,3039,1113
"545","LOC113687088","NA","NA","NA","NA",94,83,12,30,107,60,153,86,408,154,669,125
"546","LOC113687093","GO:0005515,GO:0008270","protein binding,zinc ion binding","MF,MF","4.55882921845145e-116,0",51,65,77,88,103,78,113,71,33,141,110,135
"547","LOC113687128","GO:0004672,GO:0004672,GO:0004713,GO:0005524,GO:0005524,GO:0006468,GO:0006468,GO:0006468","protein kinase activity,protein kinase activity,protein tyrosine kinase activity,ATP binding,ATP binding,protein phosphorylation,protein phosphorylation,protein phosphorylation","MF,MF,MF,MF,MF,BP,BP,BP","0,0,7.43980754955202e-13,2.32907656908861e-37,2.32907656908861e-37,0,0,0",18,21,22,42,30,23,29,23,26,22,37,29
"548","LOC113687133","GO:0003676","nucleic acid binding","MF","0",56,77,93,82,55,65,81,38,52,71,49,128
"549","LOC113687139","NA","NA","NA","NA",2180,1757,2024,1835,805,661,904,676,379,771,642,725
