Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Mcavernosa.maker.proteins
OG0009220	Pocillopora_acuta_HIv1_PredGene_g21850.t1	Mcavernosa08759-RA
OG0009221	Pocillopora_acuta_HIv1_PredGene_g20822.t1, Pocillopora_acuta_HIv1_PredGene_g20822.t2	Mcavernosa17952-RA
OG0009223	Pocillopora_acuta_HIv1_PredGene_g10220.t1	Mcavernosa26477-RA
OG0009224	Pocillopora_acuta_HIv1_PredGene_g10219.t1, Pocillopora_acuta_HIv1_PredGene_g7778.t1	Mcavernosa26479-RA
OG0009225	Pocillopora_acuta_HIv1_PredGene_g3347.t1	Mcavernosa23433-RA, Mcavernosa33807-RA
OG0009227	Pocillopora_acuta_HIv1_PredGene_g19462.t1, Pocillopora_acuta_HIv1_PredGene_24885_t	Mcavernosa03886-RA
OG0009228	Pocillopora_acuta_HIv1_PredGene_g4794.t1	Mcavernosa09024-RA
OG0009230	Pocillopora_acuta_HIv1_PredGene_g29985.t1, Pocillopora_acuta_HIv1_PredGene_g29987.t1	Mcavernosa21709-RA
OG0009231	Pocillopora_acuta_HIv1_PredGene_g29984.t1	Mcavernosa21710-RA
OG0009232	Pocillopora_acuta_HIv1_PredGene_g29990.t1	Mcavernosa21701-RA, Mcavernosa21705-RA
OG0009234	Pocillopora_acuta_HIv1_PredGene_g12093.t1, Pocillopora_acuta_HIv1_PredGene_g28165.t1	Mcavernosa10041-RA
OG0009235	Pocillopora_acuta_HIv1_PredGene_g28168.t1, Pocillopora_acuta_HIv1_PredGene_g12096.t1	Mcavernosa10037-RA
OG0009236	Pocillopora_acuta_HIv1_PredGene_g12095.t1, Pocillopora_acuta_HIv1_PredGene_g28167.t1	Mcavernosa10038-RA
OG0009237	Pocillopora_acuta_HIv1_PredGene_g12101.t1, Pocillopora_acuta_HIv1_PredGene_g28172.t1	Mcavernosa10032-RA
OG0009238	Pocillopora_acuta_HIv1_PredGene_g7268.t1	Mcavernosa08050-RA
OG0009239	Pocillopora_acuta_HIv1_PredGene_g21462.t1	Mcavernosa27540-RA, Mcavernosa29054-RA
OG0009240	Pocillopora_acuta_HIv1_PredGene_g11063.t1	Mcavernosa29948-RA, Mcavernosa29949-RA
OG0009241	Pocillopora_acuta_HIv1_PredGene_24652_t	Mcavernosa06838-RA
OG0009242	Pocillopora_acuta_HIv1_PredGene_g21751.t1	Mcavernosa10262-RA
OG0009243	Pocillopora_acuta_HIv1_PredGene_g4555.t1	Mcavernosa03557-RA
OG0009244	Pocillopora_acuta_HIv1_PredGene_g23793.t1	Mcavernosa02268-RA
OG0009246	Pocillopora_acuta_HIv1_PredGene_24045_t	Mcavernosa04897-RA
OG0009247	Pocillopora_acuta_HIv1_PredGene_g10914.t1	Mcavernosa10915-RA
OG0009248	Pocillopora_acuta_HIv1_PredGene_g28428.t1	Mcavernosa18942-RA, Mcavernosa18940-RA, Mcavernosa33086-RA
OG0009249	Pocillopora_acuta_HIv1_PredGene_9906_t, Pocillopora_acuta_HIv1_PredGene_g23638.t1	Mcavernosa13045-RA
OG0009250	Pocillopora_acuta_HIv1_PredGene_g3310.t1	Mcavernosa13671-RA
OG0009251	Pocillopora_acuta_HIv1_PredGene_g16309.t1	Mcavernosa14388-RA
OG0009252	Pocillopora_acuta_HIv1_PredGene_g29342.t1	Mcavernosa03856-RA
OG0009253	Pocillopora_acuta_HIv1_PredGene_g29323.t1, Pocillopora_acuta_HIv1_PredGene_20655_t	Mcavernosa03827-RA
OG0009254	Pocillopora_acuta_HIv1_PredGene_g29322.t1, Pocillopora_acuta_HIv1_PredGene_20654_t	Mcavernosa03826-RA
OG0009255	Pocillopora_acuta_HIv1_PredGene_g14040.t1	Mcavernosa01992-RA
OG0009256	Pocillopora_acuta_HIv1_PredGene_g6298.t1	Mcavernosa00275-RA
OG0009257	Pocillopora_acuta_HIv1_PredGene_g6301.t1	Mcavernosa00276-RA
OG0009258	Pocillopora_acuta_HIv1_PredGene_g12568.t1	Mcavernosa09947-RA
OG0009259	Pocillopora_acuta_HIv1_PredGene_g30782.t1, Pocillopora_acuta_HIv1_PredGene_g3461.t1	Mcavernosa06883-RA
OG0009260	Pocillopora_acuta_HIv1_PredGene_g27346.t1	Mcavernosa02557-RA
OG0009261	Pocillopora_acuta_HIv1_PredGene_g27344.t2, Pocillopora_acuta_HIv1_PredGene_g27344.t1	Mcavernosa02559-RA
OG0009262	Pocillopora_acuta_HIv1_PredGene_g17101.t1	Mcavernosa02579-RA, Mcavernosa02573-RA
OG0009263	Pocillopora_acuta_HIv1_PredGene_g17092.t1	Mcavernosa02567-RA
OG0009264	Pocillopora_acuta_HIv1_PredGene_g29035.t1, Pocillopora_acuta_HIv1_PredGene_g16252.t1	Mcavernosa35122-RA
OG0009265	Pocillopora_acuta_HIv1_PredGene_g4194.t1	Mcavernosa28682-RA
OG0009266	Pocillopora_acuta_HIv1_PredGene_g4336.t1, Pocillopora_acuta_HIv1_PredGene_g4336.t2	Mcavernosa32108-RA
OG0009267	Pocillopora_acuta_HIv1_PredGene_g3682.t1	Mcavernosa09100-RA, Mcavernosa09099-RA
OG0009268	Pocillopora_acuta_HIv1_PredGene_g10504.t1	Mcavernosa09390-RA
OG0009269	Pocillopora_acuta_HIv1_PredGene_g31268.t1	Mcavernosa05333-RA
OG0009270	Pocillopora_acuta_HIv1_PredGene_g22075.t1	Mcavernosa23625-RA
OG0009271	Pocillopora_acuta_HIv1_PredGene_g22074.t1	Mcavernosa23624-RA
OG0009272	Pocillopora_acuta_HIv1_PredGene_g260.t1, Pocillopora_acuta_HIv1_PredGene_g24269.t1, Pocillopora_acuta_HIv1_PredGene_28737_t	Mcavernosa28568-RA
OG0009273	Pocillopora_acuta_HIv1_PredGene_g3361.t1, Pocillopora_acuta_HIv1_PredGene_20521_t	Mcavernosa28572-RA
OG0009274	Pocillopora_acuta_HIv1_PredGene_g17383.t1	Mcavernosa28569-RA
OG0009275	Pocillopora_acuta_HIv1_PredGene_g17431.t2, Pocillopora_acuta_HIv1_PredGene_g17431.t1	Mcavernosa28574-RA
OG0009276	Pocillopora_acuta_HIv1_PredGene_g9241.t1	Mcavernosa19644-RA
OG0009278	Pocillopora_acuta_HIv1_PredGene_g25796.t1	Mcavernosa19416-RA
OG0009279	Pocillopora_acuta_HIv1_PredGene_g11900.t1	Mcavernosa31659-RA
OG0009282	Pocillopora_acuta_HIv1_PredGene_8183_t, Pocillopora_acuta_HIv1_PredGene_g28937.t1	Mcavernosa06504-RA
OG0009283	Pocillopora_acuta_HIv1_PredGene_g28934.t1	Mcavernosa06508-RA
OG0009284	Pocillopora_acuta_HIv1_PredGene_g29005.t1	Mcavernosa10763-RA
OG0009285	Pocillopora_acuta_HIv1_PredGene_g17632.t1	Mcavernosa05923-RA, Mcavernosa05924-RA
OG0009286	Pocillopora_acuta_HIv1_PredGene_g19879.t1, Pocillopora_acuta_HIv1_PredGene_g19448.t1	Mcavernosa03900-RA
OG0009287	Pocillopora_acuta_HIv1_PredGene_g19878.t1, Pocillopora_acuta_HIv1_PredGene_g19447.t1	Mcavernosa03901-RA
OG0009288	Pocillopora_acuta_HIv1_PredGene_g26000.t1, Pocillopora_acuta_HIv1_PredGene_24164_t	Mcavernosa11282-RA
OG0009289	Pocillopora_acuta_HIv1_PredGene_g9811.t1, Pocillopora_acuta_HIv1_PredGene_g16175.t1	Mcavernosa00199-RA
OG0009290	Pocillopora_acuta_HIv1_PredGene_g9806.t1, Pocillopora_acuta_HIv1_PredGene_g16180.t1	Mcavernosa30447-RA
OG0009291	Pocillopora_acuta_HIv1_PredGene_g16179.t1, Pocillopora_acuta_HIv1_PredGene_g9807.t1	Mcavernosa30446-RA
OG0009294	Pocillopora_acuta_HIv1_PredGene_g25265.t1	Mcavernosa11092-RA
OG0009295	Pocillopora_acuta_HIv1_PredGene_g11899.t1, Pocillopora_acuta_HIv1_PredGene_g25288.t1	Mcavernosa31660-RA
OG0009296	Pocillopora_acuta_HIv1_PredGene_18072_t, Pocillopora_acuta_HIv1_PredGene_g25228.t1	Mcavernosa02432-RA, Mcavernosa22783-RA
OG0009297	Pocillopora_acuta_HIv1_PredGene_g25229.t1, Pocillopora_acuta_HIv1_PredGene_18073_t	Mcavernosa02434-RA
OG0009298	Pocillopora_acuta_HIv1_PredGene_g25272.t1	Mcavernosa05757-RA
OG0009299	Pocillopora_acuta_HIv1_PredGene_g32457.t1, Pocillopora_acuta_HIv1_PredGene_g13040.t1	Mcavernosa18402-RA
OG0009300	Pocillopora_acuta_HIv1_PredGene_g27755.t1	Mcavernosa05695-RA
OG0009301	Pocillopora_acuta_HIv1_PredGene_g27772.t1, Pocillopora_acuta_HIv1_PredGene_g27772.t2	Mcavernosa05687-RA
OG0009302	Pocillopora_acuta_HIv1_PredGene_16998_t, Pocillopora_acuta_HIv1_PredGene_g27753.t1	Mcavernosa33666-RA, Mcavernosa05689-RA
OG0009303	Pocillopora_acuta_HIv1_PredGene_g31792.t1	Mcavernosa06459-RA
OG0009305	Pocillopora_acuta_HIv1_PredGene_g7089.t1	Mcavernosa01372-RA
OG0009306	Pocillopora_acuta_HIv1_PredGene_g1756.t1, Pocillopora_acuta_HIv1_PredGene_g29186.t1	Mcavernosa01882-RA
OG0009307	Pocillopora_acuta_HIv1_PredGene_g14869.t1, Pocillopora_acuta_HIv1_PredGene_g14869.t2	Mcavernosa22315-RA
OG0009308	Pocillopora_acuta_HIv1_PredGene_g11865.t1	Mcavernosa09073-RA
OG0009309	Pocillopora_acuta_HIv1_PredGene_g11128.t1	Mcavernosa11342-RA, Mcavernosa11346-RA
OG0009310	Pocillopora_acuta_HIv1_PredGene_g17053.t1	Mcavernosa02203-RA, Mcavernosa02206-RA
OG0009311	Pocillopora_acuta_HIv1_PredGene_g25672.t1	Mcavernosa22688-RA
OG0009313	Pocillopora_acuta_HIv1_PredGene_g5816.t1, Pocillopora_acuta_HIv1_PredGene_8443_t	Mcavernosa31734-RA
OG0009314	Pocillopora_acuta_HIv1_PredGene_g5550.t1, Pocillopora_acuta_HIv1_PredGene_g25449.t1	Mcavernosa13181-RA
OG0009315	Pocillopora_acuta_HIv1_PredGene_g2689.t1	Mcavernosa02799-RA
OG0009316	Pocillopora_acuta_HIv1_PredGene_g30427.t1, Pocillopora_acuta_HIv1_PredGene_g13260.t1	Mcavernosa12280-RA
OG0009317	Pocillopora_acuta_HIv1_PredGene_g11970.t1	Mcavernosa10910-RA
OG0009318	Pocillopora_acuta_HIv1_PredGene_g25415.t1, Pocillopora_acuta_HIv1_PredGene_29650_t	Mcavernosa22427-RA
OG0009319	Pocillopora_acuta_HIv1_PredGene_g19659.t1	Mcavernosa14030-RA
OG0009320	Pocillopora_acuta_HIv1_PredGene_g11969.t1	Mcavernosa10911-RA
OG0009321	Pocillopora_acuta_HIv1_PredGene_g16395.t2, Pocillopora_acuta_HIv1_PredGene_g16395.t1	Mcavernosa00161-RA
OG0009322	Pocillopora_acuta_HIv1_PredGene_g14148.t1	Mcavernosa18545-RA
OG0009323	Pocillopora_acuta_HIv1_PredGene_g30740.t1, Pocillopora_acuta_HIv1_PredGene_g30740.t2	Mcavernosa15855-RA
OG0009324	Pocillopora_acuta_HIv1_PredGene_5133_t, Pocillopora_acuta_HIv1_PredGene_g30736.t1	Mcavernosa08777-RA
OG0009325	Pocillopora_acuta_HIv1_PredGene_g29569.t2, Pocillopora_acuta_HIv1_PredGene_g29569.t1	Mcavernosa29938-RA
OG0009326	Pocillopora_acuta_HIv1_PredGene_g4098.t1	Mcavernosa22238-RA
OG0009327	Pocillopora_acuta_HIv1_PredGene_8645_t, Pocillopora_acuta_HIv1_PredGene_g5681.t1	Mcavernosa27419-RA
OG0009328	Pocillopora_acuta_HIv1_PredGene_g5682.t1	Mcavernosa27420-RA
OG0009330	Pocillopora_acuta_HIv1_PredGene_g24725.t1	Mcavernosa04832-RA
OG0009331	Pocillopora_acuta_HIv1_PredGene_250_t, Pocillopora_acuta_HIv1_PredGene_g7253.t1	Mcavernosa08351-RA
OG0009332	Pocillopora_acuta_HIv1_PredGene_g7251.t1, Pocillopora_acuta_HIv1_PredGene_g7251.t2	Mcavernosa08355-RA
OG0009333	Pocillopora_acuta_HIv1_PredGene_g7252.t2, Pocillopora_acuta_HIv1_PredGene_g7252.t1	Mcavernosa08352-RA
OG0009336	Pocillopora_acuta_HIv1_PredGene_g32818.t1	Mcavernosa02696-RA
OG0009337	Pocillopora_acuta_HIv1_PredGene_g26034.t1	Mcavernosa14776-RA
OG0009338	Pocillopora_acuta_HIv1_PredGene_g26036.t1	Mcavernosa14771-RA
OG0009339	Pocillopora_acuta_HIv1_PredGene_g21412.t1	Mcavernosa26354-RA, Mcavernosa26357-RA
OG0009340	Pocillopora_acuta_HIv1_PredGene_g20832.t1	Mcavernosa22964-RA, Mcavernosa22967-RA
OG0009341	Pocillopora_acuta_HIv1_PredGene_g16187.t1, Pocillopora_acuta_HIv1_PredGene_g9799.t1	Mcavernosa11448-RA
OG0009342	Pocillopora_acuta_HIv1_PredGene_g16200.t1	Mcavernosa11445-RA
OG0009343	Pocillopora_acuta_HIv1_PredGene_g6897.t1	Mcavernosa19275-RA
OG0009345	Pocillopora_acuta_HIv1_PredGene_3596_t, Pocillopora_acuta_HIv1_PredGene_g15136.t1	Mcavernosa01120-RA
OG0009346	Pocillopora_acuta_HIv1_PredGene_g15137.t1, Pocillopora_acuta_HIv1_PredGene_g18908.t2, Pocillopora_acuta_HIv1_PredGene_g18908.t1	Mcavernosa01122-RA
OG0009348	Pocillopora_acuta_HIv1_PredGene_g12451.t1	Mcavernosa05212-RA
OG0009349	Pocillopora_acuta_HIv1_PredGene_g10170.t1	Mcavernosa05712-RA
OG0009350	Pocillopora_acuta_HIv1_PredGene_g19996.t1	Mcavernosa19910-RA
OG0009351	Pocillopora_acuta_HIv1_PredGene_g8258.t1	Mcavernosa00046-RA
OG0009352	Pocillopora_acuta_HIv1_PredGene_g13737.t1	Mcavernosa15370-RA
OG0009353	Pocillopora_acuta_HIv1_PredGene_g6647.t1	Mcavernosa18250-RA
OG0009354	Pocillopora_acuta_HIv1_PredGene_g6638.t1	Mcavernosa06355-RA, Mcavernosa06351-RA
OG0009355	Pocillopora_acuta_HIv1_PredGene_g6643.t1, Pocillopora_acuta_HIv1_PredGene_g6639.t1	Mcavernosa06350-RA
OG0009356	Pocillopora_acuta_HIv1_PredGene_g6636.t1	Mcavernosa06354-RA, Mcavernosa06356-RA
OG0009357	Pocillopora_acuta_HIv1_PredGene_g9343.t1, Pocillopora_acuta_HIv1_PredGene_g21121.t1	Mcavernosa20919-RA
OG0009358	Pocillopora_acuta_HIv1_PredGene_30891_t, Pocillopora_acuta_HIv1_PredGene_g5164.t1	Mcavernosa14342-RA
OG0009359	Pocillopora_acuta_HIv1_PredGene_g19806.t1	Mcavernosa20555-RA, Mcavernosa20556-RA
OG0009360	Pocillopora_acuta_HIv1_PredGene_6652_t, Pocillopora_acuta_HIv1_PredGene_g19820.t1	Mcavernosa15922-RA
OG0009361	Pocillopora_acuta_HIv1_PredGene_g1974.t1, Pocillopora_acuta_HIv1_PredGene_12944_t	Mcavernosa14299-RA
OG0009362	Pocillopora_acuta_HIv1_PredGene_g8567.t1	Mcavernosa31127-RA
OG0009363	Pocillopora_acuta_HIv1_PredGene_29987_t, Pocillopora_acuta_HIv1_PredGene_g14627.t1	Mcavernosa27847-RA
OG0009364	Pocillopora_acuta_HIv1_PredGene_g14626.t1	Mcavernosa27848-RA
OG0009365	Pocillopora_acuta_HIv1_PredGene_g14865.t1	Mcavernosa18641-RA, Mcavernosa18640-RA
OG0009366	Pocillopora_acuta_HIv1_PredGene_g21557.t2, Pocillopora_acuta_HIv1_PredGene_g21557.t1	Mcavernosa11512-RA
OG0009367	Pocillopora_acuta_HIv1_PredGene_29725_t, Pocillopora_acuta_HIv1_PredGene_g28238.t1	Mcavernosa04042-RA
OG0009368	Pocillopora_acuta_HIv1_PredGene_g8180.t1	Mcavernosa30802-RA
OG0009369	Pocillopora_acuta_HIv1_PredGene_g14045.t1	Mcavernosa01988-RA
OG0009370	Pocillopora_acuta_HIv1_PredGene_g21790.t1, Pocillopora_acuta_HIv1_PredGene_g14046.t1	Mcavernosa33318-RA
OG0009371	Pocillopora_acuta_HIv1_PredGene_g14043.t1	Mcavernosa01991-RA
OG0009372	Pocillopora_acuta_HIv1_PredGene_g13721.t1	Mcavernosa16496-RA
OG0009373	Pocillopora_acuta_HIv1_PredGene_g13720.t1	Mcavernosa16494-RA
OG0009374	Pocillopora_acuta_HIv1_PredGene_g13724.t1, Pocillopora_acuta_HIv1_PredGene_14568_t	Mcavernosa03777-RA
OG0009375	Pocillopora_acuta_HIv1_PredGene_g13727.t1, Pocillopora_acuta_HIv1_PredGene_14570_t	Mcavernosa23206-RA
OG0009376	Pocillopora_acuta_HIv1_PredGene_g13728.t1	Mcavernosa03783-RA
OG0009377	Pocillopora_acuta_HIv1_PredGene_g30116.t1	Mcavernosa17193-RA
OG0009378	Pocillopora_acuta_HIv1_PredGene_g30125.t1	Mcavernosa17173-RA, Mcavernosa17178-RA
OG0009379	Pocillopora_acuta_HIv1_PredGene_g30126.t1	Mcavernosa17171-RA, Mcavernosa17172-RA
OG0009380	Pocillopora_acuta_HIv1_PredGene_g11680.t2, Pocillopora_acuta_HIv1_PredGene_g11680.t1	Mcavernosa18311-RA
OG0009381	Pocillopora_acuta_HIv1_PredGene_g19681.t1	Mcavernosa19380-RA
OG0009382	Pocillopora_acuta_HIv1_PredGene_g26593.t1	Mcavernosa05736-RA, Mcavernosa05735-RA
OG0009383	Pocillopora_acuta_HIv1_PredGene_g26594.t1	Mcavernosa05737-RA
OG0009385	Pocillopora_acuta_HIv1_PredGene_15848_t, Pocillopora_acuta_HIv1_PredGene_g16792.t1	Mcavernosa31539-RA
OG0009386	Pocillopora_acuta_HIv1_PredGene_g28907.t1, Pocillopora_acuta_HIv1_PredGene_8153_t	Mcavernosa06524-RA
OG0009387	Pocillopora_acuta_HIv1_PredGene_g28956.t1	Mcavernosa06777-RA
OG0009389	Pocillopora_acuta_HIv1_PredGene_g19149.t1, Pocillopora_acuta_HIv1_PredGene_g27358.t1	Mcavernosa10698-RA
OG0009390	Pocillopora_acuta_HIv1_PredGene_g28331.t1	Mcavernosa30741-RA
OG0009391	Pocillopora_acuta_HIv1_PredGene_g28270.t1, Pocillopora_acuta_HIv1_PredGene_g20200.t1	Mcavernosa01286-RA
OG0009392	Pocillopora_acuta_HIv1_PredGene_g24824.t1	Mcavernosa19231-RA
OG0009393	Pocillopora_acuta_HIv1_PredGene_1431_t, Pocillopora_acuta_HIv1_PredGene_g4053.t1	Mcavernosa03676-RA
OG0009394	Pocillopora_acuta_HIv1_PredGene_g14671.t1, Pocillopora_acuta_HIv1_PredGene_g3330.t1	Mcavernosa04608-RA
OG0009395	Pocillopora_acuta_HIv1_PredGene_g15119.t2, Pocillopora_acuta_HIv1_PredGene_g15119.t1	Mcavernosa01096-RA
OG0009396	Pocillopora_acuta_HIv1_PredGene_g15120.t1	Mcavernosa01097-RA
OG0009397	Pocillopora_acuta_HIv1_PredGene_g15121.t1	Mcavernosa01100-RA
OG0009398	Pocillopora_acuta_HIv1_PredGene_3576_t, Pocillopora_acuta_HIv1_PredGene_g15118.t1	Mcavernosa01095-RA
OG0009399	Pocillopora_acuta_HIv1_PredGene_g20791.t1, Pocillopora_acuta_HIv1_PredGene_g9589.t1	Mcavernosa01250-RA
OG0009400	Pocillopora_acuta_HIv1_PredGene_g33220.t1	Mcavernosa01262-RA
OG0009402	Pocillopora_acuta_HIv1_PredGene_g4774.t1	Mcavernosa18707-RA
OG0009403	Pocillopora_acuta_HIv1_PredGene_g32034.t1	Mcavernosa03044-RA
OG0009404	Pocillopora_acuta_HIv1_PredGene_g12902.t1	Mcavernosa18876-RA
OG0009405	Pocillopora_acuta_HIv1_PredGene_g26381.t1, Pocillopora_acuta_HIv1_PredGene_14245_t	Mcavernosa11209-RA
OG0009406	Pocillopora_acuta_HIv1_PredGene_g18375.t1	Mcavernosa06721-RA
OG0009407	Pocillopora_acuta_HIv1_PredGene_g16072.t1	Mcavernosa18359-RA
OG0009408	Pocillopora_acuta_HIv1_PredGene_g16074.t1	Mcavernosa18358-RA, Mcavernosa18356-RA
OG0009410	Pocillopora_acuta_HIv1_PredGene_g16058.t1	Mcavernosa19311-RA
OG0009411	Pocillopora_acuta_HIv1_PredGene_g16059.t2, Pocillopora_acuta_HIv1_PredGene_g16059.t1	Mcavernosa19312-RA
OG0009412	Pocillopora_acuta_HIv1_PredGene_g16061.t1	Mcavernosa19315-RA, Mcavernosa19314-RA
OG0009413	Pocillopora_acuta_HIv1_PredGene_g16065.t1, Pocillopora_acuta_HIv1_PredGene_17077_t	Mcavernosa19321-RA
OG0009414	Pocillopora_acuta_HIv1_PredGene_g13984.t1, Pocillopora_acuta_HIv1_PredGene_g13983.t1	Mcavernosa13319-RA
OG0009415	Pocillopora_acuta_HIv1_PredGene_g3654.t1, Pocillopora_acuta_HIv1_PredGene_g22593.t1	Mcavernosa02364-RA
OG0009416	Pocillopora_acuta_HIv1_PredGene_g27924.t1	Mcavernosa25623-RA
OG0009418	Pocillopora_acuta_HIv1_PredGene_g28535.t1	Mcavernosa07768-RA
OG0009419	Pocillopora_acuta_HIv1_PredGene_16463_t, Pocillopora_acuta_HIv1_PredGene_g28531.t1	Mcavernosa07765-RA
OG0009420	Pocillopora_acuta_HIv1_PredGene_g26555.t1, Pocillopora_acuta_HIv1_PredGene_32022_t	Mcavernosa14004-RA
OG0009421	Pocillopora_acuta_HIv1_PredGene_g14715.t1	Mcavernosa03163-RA
OG0009422	Pocillopora_acuta_HIv1_PredGene_g14718.t1	Mcavernosa03170-RA, Mcavernosa03172-RA
OG0009423	Pocillopora_acuta_HIv1_PredGene_g14720.t1, Pocillopora_acuta_HIv1_PredGene_18902_t	Mcavernosa03177-RA
OG0009424	Pocillopora_acuta_HIv1_PredGene_18899_t, Pocillopora_acuta_HIv1_PredGene_g14717.t1	Mcavernosa03166-RA
OG0009425	Pocillopora_acuta_HIv1_PredGene_g14678.t1, Pocillopora_acuta_HIv1_PredGene_4184_t	Mcavernosa32130-RA
OG0009426	Pocillopora_acuta_HIv1_PredGene_g27310.t1, Pocillopora_acuta_HIv1_PredGene_g11881.t1	Mcavernosa11555-RA
OG0009427	Pocillopora_acuta_HIv1_PredGene_g10698.t1, Pocillopora_acuta_HIv1_PredGene_g22806.t1	Mcavernosa03112-RA
OG0009428	Pocillopora_acuta_HIv1_PredGene_g22802.t1, Pocillopora_acuta_HIv1_PredGene_g10702.t1	Mcavernosa03110-RA
OG0009429	Pocillopora_acuta_HIv1_PredGene_g13317.t1, Pocillopora_acuta_HIv1_PredGene_18274_t	Mcavernosa12707-RA
OG0009430	Pocillopora_acuta_HIv1_PredGene_g5810.t1	Mcavernosa04395-RA, Mcavernosa04398-RA
OG0009432	Pocillopora_acuta_HIv1_PredGene_g32701.t1, Pocillopora_acuta_HIv1_PredGene_g32702.t1	Mcavernosa21136-RA
OG0009433	Pocillopora_acuta_HIv1_PredGene_g32782.t1	Mcavernosa25806-RA, Mcavernosa25807-RA
OG0009434	Pocillopora_acuta_HIv1_PredGene_g18796.t1, Pocillopora_acuta_HIv1_PredGene_g18799.t1	Mcavernosa15722-RA
OG0009435	Pocillopora_acuta_HIv1_PredGene_g13905.t1, Pocillopora_acuta_HIv1_PredGene_g14318.t1	Mcavernosa00562-RA
OG0009436	Pocillopora_acuta_HIv1_PredGene_g31065.t1	Mcavernosa13991-RA
OG0009439	Pocillopora_acuta_HIv1_PredGene_g31055.t1	Mcavernosa35200-RA
OG0009440	Pocillopora_acuta_HIv1_PredGene_g17715.t1	Mcavernosa15938-RA, Mcavernosa15936-RA
OG0009441	Pocillopora_acuta_HIv1_PredGene_g17774.t1	Mcavernosa18210-RA, Mcavernosa18215-RA
OG0009442	Pocillopora_acuta_HIv1_PredGene_g17717.t1, Pocillopora_acuta_HIv1_PredGene_g17718.t1	Mcavernosa15932-RA
OG0009443	Pocillopora_acuta_HIv1_PredGene_g17720.t1	Mcavernosa21752-RA
OG0009444	Pocillopora_acuta_HIv1_PredGene_g17721.t1	Mcavernosa21751-RA
OG0009448	Pocillopora_acuta_HIv1_PredGene_g17775.t1, Pocillopora_acuta_HIv1_PredGene_1981_t	Mcavernosa18214-RA
OG0009450	Pocillopora_acuta_HIv1_PredGene_g17770.t1	Mcavernosa18204-RA
OG0009451	Pocillopora_acuta_HIv1_PredGene_g17772.t1, Pocillopora_acuta_HIv1_PredGene_g17772.t2	Mcavernosa18207-RA
OG0009452	Pocillopora_acuta_HIv1_PredGene_g17773.t1	Mcavernosa18208-RA
OG0009454	Pocillopora_acuta_HIv1_PredGene_9098_t, Pocillopora_acuta_HIv1_PredGene_g14136.t1	Mcavernosa18570-RA
OG0009456	Pocillopora_acuta_HIv1_PredGene_g16203.t1, Pocillopora_acuta_HIv1_PredGene_g9788.t1	Mcavernosa11443-RA
OG0009457	Pocillopora_acuta_HIv1_PredGene_g12241.t1, Pocillopora_acuta_HIv1_PredGene_16231_t	Mcavernosa06784-RA
OG0009458	Pocillopora_acuta_HIv1_PredGene_31329_t, Pocillopora_acuta_HIv1_PredGene_g2354.t1	Mcavernosa14265-RA
OG0009459	Pocillopora_acuta_HIv1_PredGene_g2353.t1	Mcavernosa14263-RA
OG0009461	Pocillopora_acuta_HIv1_PredGene_g25737.t1, Pocillopora_acuta_HIv1_PredGene_31620_t	Mcavernosa28778-RA
OG0009462	Pocillopora_acuta_HIv1_PredGene_g1435.t1	Mcavernosa26171-RA
OG0009464	Pocillopora_acuta_HIv1_PredGene_g14247.t1	Mcavernosa28784-RA
OG0009466	Pocillopora_acuta_HIv1_PredGene_g74.t1	Mcavernosa09132-RA, Mcavernosa09134-RA
OG0009467	Pocillopora_acuta_HIv1_PredGene_g32821.t1	Mcavernosa02698-RA
OG0009468	Pocillopora_acuta_HIv1_PredGene_g32822.t1	Mcavernosa02699-RA
OG0009469	Pocillopora_acuta_HIv1_PredGene_g2337.t1	Mcavernosa00118-RA
OG0009470	Pocillopora_acuta_HIv1_PredGene_g2336.t1	Mcavernosa00117-RA
OG0009471	Pocillopora_acuta_HIv1_PredGene_g5725.t1	Mcavernosa14223-RA
OG0009472	Pocillopora_acuta_HIv1_PredGene_g5771.t1	Mcavernosa14233-RA
OG0009473	Pocillopora_acuta_HIv1_PredGene_g5734.t1	Mcavernosa14217-RA
OG0009474	Pocillopora_acuta_HIv1_PredGene_g31920.t1	Mcavernosa20537-RA
OG0009476	Pocillopora_acuta_HIv1_PredGene_g15953.t1	Mcavernosa00961-RA
OG0009477	Pocillopora_acuta_HIv1_PredGene_g17312.t1, Pocillopora_acuta_HIv1_PredGene_g29721.t1	Mcavernosa29477-RA
OG0009478	Pocillopora_acuta_HIv1_PredGene_g7329.t1, Pocillopora_acuta_HIv1_PredGene_g7329.t2	Mcavernosa21002-RA
OG0009479	Pocillopora_acuta_HIv1_PredGene_g7333.t1, Pocillopora_acuta_HIv1_PredGene_329_t	Mcavernosa21007-RA
OG0009480	Pocillopora_acuta_HIv1_PredGene_g7341.t1	Mcavernosa21012-RA
OG0009481	Pocillopora_acuta_HIv1_PredGene_g7331.t1	Mcavernosa21004-RA, Mcavernosa21005-RA
OG0009482	Pocillopora_acuta_HIv1_PredGene_g7444.t1	Mcavernosa05479-RA
OG0009483	Pocillopora_acuta_HIv1_PredGene_g18406.t1	Mcavernosa27466-RA, Mcavernosa27462-RA
OG0009484	Pocillopora_acuta_HIv1_PredGene_g18333.t1	Mcavernosa25959-RA
