Orthogroup	plut2v1.1.proteins	Pocillopora_acuta_HIv1.genes.pep
OG0013823	plut2.m8.7076.m1	Pocillopora_acuta_HIv1_PredGene_109_t, Pocillopora_acuta_HIv1_PredGene_g7116.t1
OG0013824	plut2.m8.17902.m1	Pocillopora_acuta_HIv1_PredGene_g7151.t1, Pocillopora_acuta_HIv1_PredGene_g7150.t1
OG0013825	plut2.m8.27632.m1	Pocillopora_acuta_HIv1_PredGene_g24701.t1
OG0013826	plut2.m8.23888.m1	Pocillopora_acuta_HIv1_PredGene_g18323.t1
OG0013827	plut2.m8.991.m1	Pocillopora_acuta_HIv1_PredGene_12268_t, Pocillopora_acuta_HIv1_PredGene_g10008.t1, Pocillopora_acuta_HIv1_PredGene_g10007.t1
OG0013828	jamg1.model.Sc0000077.19	Pocillopora_acuta_HIv1_PredGene_8349_t, Pocillopora_acuta_HIv1_PredGene_g4768.t1
OG0013830	plut2.m8.18783.m1	Pocillopora_acuta_HIv1_PredGene_g203.t1
OG0013831	plut2.m8.17661.m1	Pocillopora_acuta_HIv1_PredGene_g24843.t1
OG0013832	plut2.m8.13129.m1	Pocillopora_acuta_HIv1_PredGene_g33365.t1
OG0013833	plut2.m8.11.m1	Pocillopora_acuta_HIv1_PredGene_g7038.t1
OG0013835	plut2.m8.12968.m1	Pocillopora_acuta_HIv1_PredGene_14002_t, Pocillopora_acuta_HIv1_PredGene_g1177.t1
OG0013836	plut2.m8.17787.m1	Pocillopora_acuta_HIv1_PredGene_g18493.t1
OG0013837	plut2.m8.10351.m1	Pocillopora_acuta_HIv1_PredGene_g19872.t1, Pocillopora_acuta_HIv1_PredGene_g19440.t1
OG0013838	plut2.m8.25367.m1	Pocillopora_acuta_HIv1_PredGene_g14135.t1, Pocillopora_acuta_HIv1_PredGene_9097_t
OG0013840	plut2.m8.16148.m1	Pocillopora_acuta_HIv1_PredGene_g14049.t1
OG0013842	jamg1.model.Sc0000083.69, jamg1.model.Sc0000083.73, jamg1.model.Sc0000083.64, plut2.m8.7985.m1	Pocillopora_acuta_HIv1_PredGene_g3011.t1
OG0013843	plut2.m8.21007.m1	Pocillopora_acuta_HIv1_PredGene_g30720.t1, Pocillopora_acuta_HIv1_PredGene_g30717.t1
OG0013844	plut2.m8.3491.m1	Pocillopora_acuta_HIv1_PredGene_g28561.t1, Pocillopora_acuta_HIv1_PredGene_g15777.t1
OG0013845	plut2.m8.16504.m1	Pocillopora_acuta_HIv1_PredGene_g21759.t1
OG0013846	plut2.m8.19175.m1	Pocillopora_acuta_HIv1_PredGene_g21753.t1
OG0013847	plut2.m8.24808.m1	Pocillopora_acuta_HIv1_PredGene_g27558.t1
OG0013848	plut2.m8.5678.m1	Pocillopora_acuta_HIv1_PredGene_g3950.t1
OG0013849	plut2.m8.793.m1	Pocillopora_acuta_HIv1_PredGene_g32523.t1, Pocillopora_acuta_HIv1_PredGene_g10808.t1, Pocillopora_acuta_HIv1_PredGene_g16124.t1
OG0013850	plut2.m8.4844.m1	Pocillopora_acuta_HIv1_PredGene_g16599.t1
OG0013851	plut2.m8.3065.m1	Pocillopora_acuta_HIv1_PredGene_g12806.t1
OG0013854	plut2.m8.940.m1	Pocillopora_acuta_HIv1_PredGene_g27383.t1, Pocillopora_acuta_HIv1_PredGene_g27382.t1
OG0013855	plut2.m8.19099.m1	Pocillopora_acuta_HIv1_PredGene_g16206.t1, Pocillopora_acuta_HIv1_PredGene_g9785.t1
OG0013856	plut2.m8.2806.m1	Pocillopora_acuta_HIv1_PredGene_7341_t, Pocillopora_acuta_HIv1_PredGene_g31733.t1
OG0013857	plut2.m8.20153.m1	Pocillopora_acuta_HIv1_PredGene_g17719.t1
OG0013858	plut2.m8.15357.m1	Pocillopora_acuta_HIv1_PredGene_g7002.t1
OG0013859	plut2.m8.22271.m1	Pocillopora_acuta_HIv1_PredGene_g22644.t1, Pocillopora_acuta_HIv1_PredGene_g11653.t1, Pocillopora_acuta_HIv1_PredGene_26007_t, Pocillopora_acuta_HIv1_PredGene_2745_t
OG0013860	plut2.m8.4040.m1	Pocillopora_acuta_HIv1_PredGene_g1969.t2, Pocillopora_acuta_HIv1_PredGene_g1969.t1
OG0013861	plut2.m8.28572.m1	Pocillopora_acuta_HIv1_PredGene_g3619.t1, Pocillopora_acuta_HIv1_PredGene_21556_t
OG0013862	plut2.m8.16550.m1	Pocillopora_acuta_HIv1_PredGene_g13277.t1
OG0013863	plut2.m8.14537.m1	Pocillopora_acuta_HIv1_PredGene_g26158.t1
OG0013864	plut2.m8.14987.m1	Pocillopora_acuta_HIv1_PredGene_g26149.t1
OG0013865	plut2.m8.9473.m1	Pocillopora_acuta_HIv1_PredGene_31159_t, Pocillopora_acuta_HIv1_PredGene_g3675.t1
OG0013866	plut2.m8.22670.m1, plut2.m8.22668.m1	Pocillopora_acuta_HIv1_PredGene_g22810.t1, Pocillopora_acuta_HIv1_PredGene_g10694.t1
OG0013868	plut2.m8.20319.m1	Pocillopora_acuta_HIv1_PredGene_g685.t1, Pocillopora_acuta_HIv1_PredGene_g3153.t1
OG0013869	plut2.m8.537.m1	Pocillopora_acuta_HIv1_PredGene_g17982.t1
OG0013870	plut2.m8.14715.m1	Pocillopora_acuta_HIv1_PredGene_g16565.t1, Pocillopora_acuta_HIv1_PredGene_31145_t
OG0013872	jamg1.model.xpSc0007079.17	Pocillopora_acuta_HIv1_PredGene_g3360.t1
OG0013875	plut2.m8.855.m1, plut2.m8.853.m1, plut2.m8.854.m1	Pocillopora_acuta_HIv1_PredGene_g15223.t1, Pocillopora_acuta_HIv1_PredGene_g26177.t1
OG0013876	plut2.m8.2816.m1	Pocillopora_acuta_HIv1_PredGene_g31730.t1
OG0013877	plut2.m8.31292.m1	Pocillopora_acuta_HIv1_PredGene_g7612.t1
OG0013879	plut2.m8.24701.m1	Pocillopora_acuta_HIv1_PredGene_g242.t2, Pocillopora_acuta_HIv1_PredGene_g242.t1
OG0013880	plut2.m8.16230.m1	Pocillopora_acuta_HIv1_PredGene_17385_t, Pocillopora_acuta_HIv1_PredGene_g31484.t1
OG0013881	plut2.m8.1697.m1	Pocillopora_acuta_HIv1_PredGene_g22959.t1, Pocillopora_acuta_HIv1_PredGene_g13704.t1
OG0013884	plut2.m8.518.m1	Pocillopora_acuta_HIv1_PredGene_g8778.t1, Pocillopora_acuta_HIv1_PredGene_g29927.t1
OG0013885	plut2.m8.2871.m1, plut2.m8.2872.m1	Pocillopora_acuta_HIv1_PredGene_g27820.t1
OG0013886	plut2.m8.5407.m1	Pocillopora_acuta_HIv1_PredGene_g6508.t1, Pocillopora_acuta_HIv1_PredGene_5760_t
OG0013887	plut2.m8.527.m1	Pocillopora_acuta_HIv1_PredGene_13160_t, Pocillopora_acuta_HIv1_PredGene_g27815.t1
OG0013888	plut2.m8.2045.m1	Pocillopora_acuta_HIv1_PredGene_411_t, Pocillopora_acuta_HIv1_PredGene_g7421.t1
OG0013889	plut2.m8.3905.m1	Pocillopora_acuta_HIv1_PredGene_g17510.t1, Pocillopora_acuta_HIv1_PredGene_g4249.t1
OG0013890	plut2.m8.4414.m1	Pocillopora_acuta_HIv1_PredGene_g17470.t1
OG0013891	plut2.m8.15351.m1	Pocillopora_acuta_HIv1_PredGene_g31117.t1, Pocillopora_acuta_HIv1_PredGene_g27426.t1
OG0013892	plut2.m8.25866.m1	Pocillopora_acuta_HIv1_PredGene_g27423.t1, Pocillopora_acuta_HIv1_PredGene_g31115.t1
OG0013893	plut2.m8.23294.m1	Pocillopora_acuta_HIv1_PredGene_g26311.t1
OG0013893	plut2.m8.23293.m1	Pocillopora_acuta_HIv1_PredGene_14180_t
OG0013895	plut2.m8.15352.m1	Pocillopora_acuta_HIv1_PredGene_g27427.t1, Pocillopora_acuta_HIv1_PredGene_g31118.t1
OG0013896	plut2.m8.15009.m1	Pocillopora_acuta_HIv1_PredGene_g14546.t1, Pocillopora_acuta_HIv1_PredGene_g28362.t1
OG0013898	plut2.m8.5438.m1	Pocillopora_acuta_HIv1_PredGene_g22408.t1, Pocillopora_acuta_HIv1_PredGene_g22406.t1
OG0013899	plut2.m8.30680.m1	Pocillopora_acuta_HIv1_PredGene_g23460.t1
OG0013902	plut2.m8.1309.m1	Pocillopora_acuta_HIv1_PredGene_g6269.t1, Pocillopora_acuta_HIv1_PredGene_g13944.t1
OG0013903	plut2.m8.13294.m1, plut2.m8.13293.m1, plut2.m8.13291.m1	Pocillopora_acuta_HIv1_PredGene_g3851.t1
OG0013905	plut2.m8.9851.m1	Pocillopora_acuta_HIv1_PredGene_17610_t
OG0013908	plut2.m8.6592.m1	Pocillopora_acuta_HIv1_PredGene_g16308.t1
OG0013909	plut2.m8.6570.m1	Pocillopora_acuta_HIv1_PredGene_g16293.t1
OG0013910	plut2.m8.13280.m1	Pocillopora_acuta_HIv1_PredGene_g3854.t1
OG0013912	plut2.m8.9893.m1	Pocillopora_acuta_HIv1_PredGene_g356.t1
OG0013913	plut2.m8.2127.m1	Pocillopora_acuta_HIv1_PredGene_g23649.t1
OG0013915	plut2.m8.6852.m1	Pocillopora_acuta_HIv1_PredGene_g28268.t1, Pocillopora_acuta_HIv1_PredGene_g20198.t1
OG0013916	plut2.m8.3051.m1	Pocillopora_acuta_HIv1_PredGene_g12817.t1
OG0013917	plut2.m8.10772.m1	Pocillopora_acuta_HIv1_PredGene_g4652.t1
OG0013918	plut2.m8.15909.m1	Pocillopora_acuta_HIv1_PredGene_g10185.t1, Pocillopora_acuta_HIv1_PredGene_g10186.t1
OG0013919	plut2.m8.8676.m1	Pocillopora_acuta_HIv1_PredGene_g14814.t1
OG0013922	plut2.m8.22892.m1	Pocillopora_acuta_HIv1_PredGene_g30547.t1
OG0013923	plut2.m8.7796.m1	Pocillopora_acuta_HIv1_PredGene_114_t, Pocillopora_acuta_HIv1_PredGene_g7122.t1
OG0013924	plut2.m8.15305.m1	Pocillopora_acuta_HIv1_PredGene_g15466.t1
OG0013928	plut2.m8.6063.m1	Pocillopora_acuta_HIv1_PredGene_g27800.t1, Pocillopora_acuta_HIv1_PredGene_31681_t
OG0013929	plut2.m8.6075.m1	Pocillopora_acuta_HIv1_PredGene_g27796.t1
OG0013931	plut2.m8.18455.m1	Pocillopora_acuta_HIv1_PredGene_g18072.t1, Pocillopora_acuta_HIv1_PredGene_g12723.t1
OG0013932	jamg1.model.xfSc0000115.12	Pocillopora_acuta_HIv1_PredGene_g5234.t1
OG0013933	plut2.m8.26836.m1	Pocillopora_acuta_HIv1_PredGene_g18777.t1
OG0013934	plut2.m8.26839.m1	Pocillopora_acuta_HIv1_PredGene_g18776.t2, Pocillopora_acuta_HIv1_PredGene_g18776.t1
OG0013935	plut2.m8.4471.m1	Pocillopora_acuta_HIv1_PredGene_g10731.t1, Pocillopora_acuta_HIv1_PredGene_g22774.t1
OG0013936	plut2.m8.21358.m1	Pocillopora_acuta_HIv1_PredGene_g10592.t1, Pocillopora_acuta_HIv1_PredGene_g18764.t1
OG0013939	plut2.m8.21350.m1	Pocillopora_acuta_HIv1_PredGene_g18763.t1
OG0013940	plut2.m8.21355.m1	Pocillopora_acuta_HIv1_PredGene_g18762.t1
OG0013941	plut2.m8.3220.m1	Pocillopora_acuta_HIv1_PredGene_g12100.t1, Pocillopora_acuta_HIv1_PredGene_g28171.t1, Pocillopora_acuta_HIv1_PredGene_g12099.t1
OG0013942	plut2.m8.10422.m1	Pocillopora_acuta_HIv1_PredGene_g20210.t1
OG0013943	plut2.m8.10431.m1	Pocillopora_acuta_HIv1_PredGene_g8508.t1, Pocillopora_acuta_HIv1_PredGene_g8508.t2
OG0013944	plut2.m8.10064.m1	Pocillopora_acuta_HIv1_PredGene_g9341.t1, Pocillopora_acuta_HIv1_PredGene_g21123.t1
OG0013945	plut2.m8.10443.m1	Pocillopora_acuta_HIv1_PredGene_g8517.t1, Pocillopora_acuta_HIv1_PredGene_11307_t
OG0013946	jamg1.model.Sc0000119.71	Pocillopora_acuta_HIv1_PredGene_g9275.t1
OG0013947	plut2.m8.18345.m1	Pocillopora_acuta_HIv1_PredGene_g1666.t1, Pocillopora_acuta_HIv1_PredGene_g18479.t1
OG0013948	plut2.m8.3279.m1	Pocillopora_acuta_HIv1_PredGene_g13802.t1
OG0013949	plut2.m8.4507.m1, jamg1.model.xfSc0000357.6	Pocillopora_acuta_HIv1_PredGene_g32686.t1
OG0013951	plut2.m8.25113.m1	Pocillopora_acuta_HIv1_PredGene_g18863.t1
OG0013952	plut2.m8.2333.m1	Pocillopora_acuta_HIv1_PredGene_32034_t, Pocillopora_acuta_HIv1_PredGene_g5142.t1
OG0013953	plut2.m8.2339.m1	Pocillopora_acuta_HIv1_PredGene_32035_t
OG0013956	plut2.m8.31577.m1, plut2.m8.17949.m1	Pocillopora_acuta_HIv1_PredGene_g25355.t1, Pocillopora_acuta_HIv1_PredGene_g9514.t1
OG0013958	plut2.m8.781.m1	Pocillopora_acuta_HIv1_PredGene_g20448.t1, Pocillopora_acuta_HIv1_PredGene_g20448.t2
OG0013959	plut2.m8.28848.m1	Pocillopora_acuta_HIv1_PredGene_g18408.t1
OG0013960	plut2.m8.24804.m1, plut2.m8.22925.m1	Pocillopora_acuta_HIv1_PredGene_g27560.t1
OG0013961	plut2.m8.24806.m1	Pocillopora_acuta_HIv1_PredGene_g27559.t1
OG0013962	plut2.m8.2122.m1, plut2.m8.2132.m1	Pocillopora_acuta_HIv1_PredGene_g10866.t1
OG0013963	plut2.m8.18105.m1	Pocillopora_acuta_HIv1_PredGene_g1761.t1, Pocillopora_acuta_HIv1_PredGene_g23019.t1
OG0013964	plut2.m8.6102.m1	Pocillopora_acuta_HIv1_PredGene_g12513.t1, Pocillopora_acuta_HIv1_PredGene_g30610.t1
OG0013965	jamg1.model.xpSc0007066.7	Pocillopora_acuta_HIv1_PredGene_g22474.t1
OG0013966	plut2.m8.29321.m1	Pocillopora_acuta_HIv1_PredGene_g25270.t1
OG0013967	plut2.m8.11990.m1	Pocillopora_acuta_HIv1_PredGene_g22323.t1
OG0013968	plut2.m8.11430.m1	Pocillopora_acuta_HIv1_PredGene_g12133.t1
OG0013972	plut2.m8.24536.m1	Pocillopora_acuta_HIv1_PredGene_g26591.t1
OG0013973	jamg1.model.Sc0000126.53	Pocillopora_acuta_HIv1_PredGene_g12996.t1, Pocillopora_acuta_HIv1_PredGene_g12995.t1, Pocillopora_acuta_HIv1_PredGene_g12994.t1
OG0013976	plut2.m8.17677.m1	Pocillopora_acuta_HIv1_PredGene_g15129.t1, Pocillopora_acuta_HIv1_PredGene_g15127.t1, Pocillopora_acuta_HIv1_PredGene_g15128.t1
OG0013977	plut2.m8.12933.m1	Pocillopora_acuta_HIv1_PredGene_g9965.t1, Pocillopora_acuta_HIv1_PredGene_g9966.t1
OG0013979	plut2.m8.20219.m1	Pocillopora_acuta_HIv1_PredGene_2052_t, Pocillopora_acuta_HIv1_PredGene_g18162.t1, Pocillopora_acuta_HIv1_PredGene_g18162.t2
OG0013980	plut2.m8.22520.m1	Pocillopora_acuta_HIv1_PredGene_g30910.t1
OG0013981	plut2.m8.15139.m1	Pocillopora_acuta_HIv1_PredGene_g18266.t1, Pocillopora_acuta_HIv1_PredGene_g18264.t1
OG0013982	plut2.m8.16404.m1, plut2.m8.16405.m1	Pocillopora_acuta_HIv1_PredGene_g7587.t1, Pocillopora_acuta_HIv1_PredGene_569_t
OG0013983	plut2.m8.1397.m1	Pocillopora_acuta_HIv1_PredGene_g2112.t1
OG0013985	plut2.m8.10359.m1	Pocillopora_acuta_HIv1_PredGene_g8564.t1, Pocillopora_acuta_HIv1_PredGene_31319_t
OG0013987	plut2.m8.14647.m1	Pocillopora_acuta_HIv1_PredGene_g32507.t1, Pocillopora_acuta_HIv1_PredGene_g5019.t2, Pocillopora_acuta_HIv1_PredGene_g5019.t1
OG0013988	plut2.m8.19194.m1	Pocillopora_acuta_HIv1_PredGene_g3559.t1
OG0013991	plut2.m8.12221.m1	Pocillopora_acuta_HIv1_PredGene_g7387.t1
OG0013992	plut2.m8.12216.m1	Pocillopora_acuta_HIv1_PredGene_g7388.t1
OG0013993	plut2.m8.20796.m1	Pocillopora_acuta_HIv1_PredGene_g9386.t1, Pocillopora_acuta_HIv1_PredGene_g12194.t1
OG0013994	plut2.m8.4193.m1	Pocillopora_acuta_HIv1_PredGene_11095_t
OG0013995	plut2.m8.29191.m1	Pocillopora_acuta_HIv1_PredGene_g25560.t1
OG0013998	plut2.m8.53.m1	Pocillopora_acuta_HIv1_PredGene_g2084.t1
OG0013999	plut2.m8.18271.m1	Pocillopora_acuta_HIv1_PredGene_g23428.t1
OG0014000	jamg1.model.Sc0000226.48	Pocillopora_acuta_HIv1_PredGene_g5307.t1
OG0014001	plut2.m8.1741.m1	Pocillopora_acuta_HIv1_PredGene_g9178.t1, Pocillopora_acuta_HIv1_PredGene_g9179.t1
OG0014002	plut2.m8.4813.m1	Pocillopora_acuta_HIv1_PredGene_13269_t
OG0014003	plut2.m8.672.m1, jamg1.model.xfSc0000318.3	Pocillopora_acuta_HIv1_PredGene_g1610.t1, Pocillopora_acuta_HIv1_PredGene_g1608.t1, Pocillopora_acuta_HIv1_PredGene_g1605.t1
OG0014004	plut2.m8.1563.m1, plut2.m8.1562.m1	Pocillopora_acuta_HIv1_PredGene_g12031.t1, Pocillopora_acuta_HIv1_PredGene_g12028.t1
OG0014005	plut2.m8.2642.m1	Pocillopora_acuta_HIv1_PredGene_g12169.t1
OG0014008	plut2.m8.24261.m1	Pocillopora_acuta_HIv1_PredGene_g24996.t1
OG0014009	plut2.m8.244.m1	Pocillopora_acuta_HIv1_PredGene_g18695.t1
OG0014011	plut2.m8.22330.m1	Pocillopora_acuta_HIv1_PredGene_g30652.t1
OG0014012	plut2.m8.28463.m1	Pocillopora_acuta_HIv1_PredGene_g1580.t1, Pocillopora_acuta_HIv1_PredGene_g23515.t1
OG0014013	plut2.m8.6818.m1	Pocillopora_acuta_HIv1_PredGene_g467.t1, Pocillopora_acuta_HIv1_PredGene_20353_t, Pocillopora_acuta_HIv1_PredGene_3634_t, Pocillopora_acuta_HIv1_PredGene_g16010.t1
OG0014014	plut2.m8.11773.m1, plut2.m8.11774.m1	Pocillopora_acuta_HIv1_PredGene_g27403.t1
OG0014015	plut2.m8.20932.m1	Pocillopora_acuta_HIv1_PredGene_29833_t, Pocillopora_acuta_HIv1_PredGene_g28319.t1
OG0014016	plut2.m8.32083.m1	Pocillopora_acuta_HIv1_PredGene_g25102.t1, Pocillopora_acuta_HIv1_PredGene_g12931.t1
OG0014017	plut2.m8.12387.m1	Pocillopora_acuta_HIv1_PredGene_g25101.t1, Pocillopora_acuta_HIv1_PredGene_g12932.t1
OG0014018	plut2.m8.15486.m1	Pocillopora_acuta_HIv1_PredGene_g3922.t1, Pocillopora_acuta_HIv1_PredGene_g3921.t1
OG0014019	plut2.m8.17984.m1	Pocillopora_acuta_HIv1_PredGene_g17767.t1
OG0014020	plut2.m8.15685.m1	Pocillopora_acuta_HIv1_PredGene_g11623.t1
OG0014021	plut2.m8.12551.m1	Pocillopora_acuta_HIv1_PredGene_g23106.t1
OG0014022	plut2.m8.24379.m1	Pocillopora_acuta_HIv1_PredGene_13791_t, Pocillopora_acuta_HIv1_PredGene_g9395.t1
OG0014023	plut2.m8.14237.m1, plut2.m8.19416.m1, plut2.m8.11516.m1, plut2.m8.27335.m1	Pocillopora_acuta_HIv1_PredGene_g14443.t1
OG0014024	plut2.m8.10345.m1	Pocillopora_acuta_HIv1_PredGene_g19434.t1, Pocillopora_acuta_HIv1_PredGene_g19866.t1
OG0014026	plut2.m8.20964.m1	Pocillopora_acuta_HIv1_PredGene_g19569.t1, Pocillopora_acuta_HIv1_PredGene_g29470.t1
OG0014027	plut2.m8.27693.m1	Pocillopora_acuta_HIv1_PredGene_g5313.t1, Pocillopora_acuta_HIv1_PredGene_g5318.t1
OG0014030	plut2.m8.1575.m1	Pocillopora_acuta_HIv1_PredGene_g11800.t2, Pocillopora_acuta_HIv1_PredGene_g11800.t1
OG0014031	plut2.m8.8485.m1	Pocillopora_acuta_HIv1_PredGene_g436.t1, Pocillopora_acuta_HIv1_PredGene_g431.t1, Pocillopora_acuta_HIv1_PredGene_g429.t1
OG0014033	plut2.m8.366.m1	Pocillopora_acuta_HIv1_PredGene_16635_t, Pocillopora_acuta_HIv1_PredGene_g33449.t1
OG0014034	plut2.m8.9895.m1, plut2.m8.9897.m1	Pocillopora_acuta_HIv1_PredGene_g370.t1
OG0014035	plut2.m8.8476.m1	Pocillopora_acuta_HIv1_PredGene_g446.t1
OG0014036	plut2.m8.19751.m1	Pocillopora_acuta_HIv1_PredGene_g836.t1
OG0014037	plut2.m8.21925.m1	Pocillopora_acuta_HIv1_PredGene_g4544.t1
OG0014039	plut2.m8.2842.m1	Pocillopora_acuta_HIv1_PredGene_g2332.t1, Pocillopora_acuta_HIv1_PredGene_g26.t1
OG0014040	plut2.m8.14565.m1	Pocillopora_acuta_HIv1_PredGene_g21566.t1
OG0014041	plut2.m8.9747.m1	Pocillopora_acuta_HIv1_PredGene_g2698.t1
OG0014042	plut2.m8.27422.m1	Pocillopora_acuta_HIv1_PredGene_21787_t, Pocillopora_acuta_HIv1_PredGene_g12607.t1
OG0014044	plut2.m8.589.m1	Pocillopora_acuta_HIv1_PredGene_g19792.t1
OG0014045	plut2.m8.32758.m1	Pocillopora_acuta_HIv1_PredGene_g19774.t2, Pocillopora_acuta_HIv1_PredGene_g19774.t1
OG0014046	plut2.m8.3626.m1	Pocillopora_acuta_HIv1_PredGene_9105_t, Pocillopora_acuta_HIv1_PredGene_g14144.t1
OG0014047	plut2.m8.3637.m1	Pocillopora_acuta_HIv1_PredGene_g14145.t2, Pocillopora_acuta_HIv1_PredGene_g14145.t1
OG0014049	plut2.m8.599.m1	Pocillopora_acuta_HIv1_PredGene_g19803.t1
OG0014050	plut2.m8.340.m1	Pocillopora_acuta_HIv1_PredGene_g2960.t1, Pocillopora_acuta_HIv1_PredGene_g2963.t1
OG0014052	jamg1.model.Sc0000488.16	Pocillopora_acuta_HIv1_PredGene_g32894.t1, Pocillopora_acuta_HIv1_PredGene_g27657.t1
OG0014053	plut2.m8.23291.m1	Pocillopora_acuta_HIv1_PredGene_g26315.t1
OG0014054	plut2.m8.174.m1	Pocillopora_acuta_HIv1_PredGene_g31630.t1, Pocillopora_acuta_HIv1_PredGene_g14921.t1
OG0014055	jamg1.model.Sc0000219.72	Pocillopora_acuta_HIv1_PredGene_g14936.t1, Pocillopora_acuta_HIv1_PredGene_g19359.t1
OG0014056	plut2.m8.17642.m1	Pocillopora_acuta_HIv1_PredGene_g12004.t1
OG0014058	plut2.m8.5051.m1	Pocillopora_acuta_HIv1_PredGene_g11161.t1
OG0014061	plut2.m8.29860.m1	Pocillopora_acuta_HIv1_PredGene_g7471.t1
OG0014064	plut2.m8.4259.m1	Pocillopora_acuta_HIv1_PredGene_g31955.t1, Pocillopora_acuta_HIv1_PredGene_g26852.t1
OG0014066	plut2.m8.26657.m1, plut2.m8.26650.m1	Pocillopora_acuta_HIv1_PredGene_g30903.t1, Pocillopora_acuta_HIv1_PredGene_g30903.t2, Pocillopora_acuta_HIv1_PredGene_14391_t
OG0014068	plut2.m8.500.m1	Pocillopora_acuta_HIv1_PredGene_g23582.t1, Pocillopora_acuta_HIv1_PredGene_9863_t
OG0014069	plut2.m8.161.m1	Pocillopora_acuta_HIv1_PredGene_7264_t, Pocillopora_acuta_HIv1_PredGene_g31657.t1
OG0014070	plut2.m8.9324.m1	Pocillopora_acuta_HIv1_PredGene_g25757.t1, Pocillopora_acuta_HIv1_PredGene_g25753.t1, Pocillopora_acuta_HIv1_PredGene_g25759.t1
OG0014071	plut2.m8.173.m1	Pocillopora_acuta_HIv1_PredGene_g14926.t1, Pocillopora_acuta_HIv1_PredGene_g31625.t1
OG0014072	plut2.m8.1817.m1	Pocillopora_acuta_HIv1_PredGene_g19706.t1
OG0014073	plut2.m8.3373.m1	Pocillopora_acuta_HIv1_PredGene_g11682.t1, Pocillopora_acuta_HIv1_PredGene_g11683.t1
OG0014074	plut2.m8.11481.m1	Pocillopora_acuta_HIv1_PredGene_g28918.t1
OG0014075	plut2.m8.3872.m1	Pocillopora_acuta_HIv1_PredGene_g14322.t1, Pocillopora_acuta_HIv1_PredGene_g13901.t1
OG0014076	plut2.m8.9118.m1	Pocillopora_acuta_HIv1_PredGene_g31420.t1
OG0014077	plut2.m8.22634.m1, plut2.m8.22628.m1	Pocillopora_acuta_HIv1_PredGene_g4742.t1
OG0014080	plut2.m8.32841.m1	Pocillopora_acuta_HIv1_PredGene_4756_t, Pocillopora_acuta_HIv1_PredGene_g25833.t1
OG0014081	plut2.m8.32842.m1	Pocillopora_acuta_HIv1_PredGene_g25832.t1
OG0014082	plut2.m8.17888.m1	Pocillopora_acuta_HIv1_PredGene_g7260.t1, Pocillopora_acuta_HIv1_PredGene_257_t
OG0014083	plut2.m8.5129.m1	Pocillopora_acuta_HIv1_PredGene_260_t, Pocillopora_acuta_HIv1_PredGene_g7264.t1
OG0014084	plut2.m8.31717.m1	Pocillopora_acuta_HIv1_PredGene_g7194.t1
OG0014086	plut2.m8.22528.m1	Pocillopora_acuta_HIv1_PredGene_g11425.t1
OG0014088	plut2.m8.8852.m1	Pocillopora_acuta_HIv1_PredGene_2616_t, Pocillopora_acuta_HIv1_PredGene_g693.t1
OG0014089	plut2.m8.28493.m1	Pocillopora_acuta_HIv1_PredGene_12678_t, Pocillopora_acuta_HIv1_PredGene_g24941.t1
OG0014094	plut2.m8.18562.m1	Pocillopora_acuta_HIv1_PredGene_27433_t, Pocillopora_acuta_HIv1_PredGene_g31611.t1
OG0014095	plut2.m8.28410.m1	Pocillopora_acuta_HIv1_PredGene_g33553.t2, Pocillopora_acuta_HIv1_PredGene_g33553.t1
OG0014096	plut2.m8.28400.m1	Pocillopora_acuta_HIv1_PredGene_g33552.t1
OG0014097	plut2.m8.7131.m1	Pocillopora_acuta_HIv1_PredGene_g33508.t1, Pocillopora_acuta_HIv1_PredGene_16697_t
OG0014098	plut2.m8.13094.m1	Pocillopora_acuta_HIv1_PredGene_28919_t, Pocillopora_acuta_HIv1_PredGene_g23972.t1
OG0014099	plut2.m8.5286.m1	Pocillopora_acuta_HIv1_PredGene_g27349.t1
OG0014100	plut2.m8.16570.m1	Pocillopora_acuta_HIv1_PredGene_g23906.t1, Pocillopora_acuta_HIv1_PredGene_24364_t
OG0014102	plut2.m8.9076.m1, plut2.m8.6417.m1, plut2.m8.31203.m1, plut2.m8.574.m1	Pocillopora_acuta_HIv1_PredGene_g20868.t1
OG0014103	plut2.m8.2435.m1	Pocillopora_acuta_HIv1_PredGene_g31458.t1, Pocillopora_acuta_HIv1_PredGene_g32068.t1
OG0014104	plut2.m8.15945.m1	Pocillopora_acuta_HIv1_PredGene_g29414.t1
OG0014106	plut2.m8.14162.m1	Pocillopora_acuta_HIv1_PredGene_g3644.t1
OG0014107	plut2.m8.6621.m1	Pocillopora_acuta_HIv1_PredGene_g2557.t1
OG0014110	plut2.m8.18417.m1	Pocillopora_acuta_HIv1_PredGene_g20355.t1
OG0014111	plut2.m8.1429.m1	Pocillopora_acuta_HIv1_PredGene_10584_t, Pocillopora_acuta_HIv1_PredGene_g5721.t1
OG0014114	plut2.m8.27719.m1	Pocillopora_acuta_HIv1_PredGene_g11762.t1
OG0014116	plut2.m8.14135.m1, plut2.m8.32349.m1	Pocillopora_acuta_HIv1_PredGene_g15394.t1
OG0014117	plut2.m8.9456.m1	Pocillopora_acuta_HIv1_PredGene_g59.t1
