Orthogroup	Pocillopora_acuta_HIv1.genes.pep	plut2v1.1.proteins
OG0013220	Pocillopora_acuta_HIv1_PredGene_g18751.t1	plut2.m8.21363.m1
OG0013221	Pocillopora_acuta_HIv1_PredGene_g18758.t1	plut2.m8.21366.m1
OG0013222	Pocillopora_acuta_HIv1_PredGene_g18756.t1	plut2.m8.21353.m1
OG0013223	Pocillopora_acuta_HIv1_PredGene_g15117.t1	plut2.m8.13020.m1
OG0013224	Pocillopora_acuta_HIv1_PredGene_g18755.t1	plut2.m8.21365.m1
OG0013225	Pocillopora_acuta_HIv1_PredGene_g9597.t1, Pocillopora_acuta_HIv1_PredGene_g20784.t1	plut2.m8.5615.m1
OG0013226	Pocillopora_acuta_HIv1_PredGene_g4777.t1	plut2.m8.2426.m1
OG0013227	Pocillopora_acuta_HIv1_PredGene_g4780.t1	plut2.m8.2407.m1
OG0013228	Pocillopora_acuta_HIv1_PredGene_g31181.t1	plut2.m8.4203.m1
OG0013229	Pocillopora_acuta_HIv1_PredGene_g32033.t1	plut2.m8.7581.m1
OG0013230	Pocillopora_acuta_HIv1_PredGene_g12894.t1	plut2.m8.15051.m1
OG0013231	Pocillopora_acuta_HIv1_PredGene_g25005.t1	plut2.m8.14318.m1
OG0013233	Pocillopora_acuta_HIv1_PredGene_g16071.t1	plut2.m8.1957.m1
OG0013234	Pocillopora_acuta_HIv1_PredGene_17078_t	plut2.m8.1959.m1
OG0013235	Pocillopora_acuta_HIv1_PredGene_g16063.t1	plut2.m8.1950.m1
OG0013236	Pocillopora_acuta_HIv1_PredGene_g32830.t1	plut2.m8.4558.m1
OG0013237	Pocillopora_acuta_HIv1_PredGene_g32833.t1	plut2.m8.4556.m1
OG0013238	Pocillopora_acuta_HIv1_PredGene_g32828.t1	plut2.m8.4600.m1
OG0013239	Pocillopora_acuta_HIv1_PredGene_g32673.t1, Pocillopora_acuta_HIv1_PredGene_5211_t	plut2.m8.4497.m1
OG0013241	Pocillopora_acuta_HIv1_PredGene_g27927.t1	jamg1.model.Sc0000043.49
OG0013243	Pocillopora_acuta_HIv1_PredGene_g27925.t1	plut2.m8.6122.m1
OG0013244	Pocillopora_acuta_HIv1_PredGene_g27920.t1	plut2.m8.4809.m1
OG0013245	Pocillopora_acuta_HIv1_PredGene_g28534.t1	plut2.m8.10730.m1
OG0013246	Pocillopora_acuta_HIv1_PredGene_g28541.t1	plut2.m8.10735.m1
OG0013247	Pocillopora_acuta_HIv1_PredGene_g28540.t1	plut2.m8.10740.m1
OG0013248	Pocillopora_acuta_HIv1_PredGene_g28533.t1	plut2.m8.10723.m1
OG0013249	Pocillopora_acuta_HIv1_PredGene_g28532.t1	plut2.m8.10722.m1
OG0013250	Pocillopora_acuta_HIv1_PredGene_g14430.t1	plut2.m8.8021.m1
OG0013251	Pocillopora_acuta_HIv1_PredGene_g14721.t1	plut2.m8.8027.m1
OG0013252	Pocillopora_acuta_HIv1_PredGene_g14679.t1	plut2.m8.8039.m1, plut2.m8.8038.m1
OG0013253	Pocillopora_acuta_HIv1_PredGene_10058_t, Pocillopora_acuta_HIv1_PredGene_g29838.t1	plut2.m8.25191.m1
OG0013254	Pocillopora_acuta_HIv1_PredGene_g29841.t1	jamg1.model.Sc0000121.22
OG0013255	Pocillopora_acuta_HIv1_PredGene_g5511.t1	plut2.m8.11883.m1
OG0013256	Pocillopora_acuta_HIv1_PredGene_g22803.t1, Pocillopora_acuta_HIv1_PredGene_g10701.t1	plut2.m8.28599.m1
OG0013258	Pocillopora_acuta_HIv1_PredGene_g13316.t1	plut2.m8.16527.m1
OG0013259	Pocillopora_acuta_HIv1_PredGene_g13318.t1	plut2.m8.16526.m1
OG0013260	Pocillopora_acuta_HIv1_PredGene_g30342.t1	plut2.m8.4742.m1
OG0013261	Pocillopora_acuta_HIv1_PredGene_g30344.t1	plut2.m8.4753.m1
OG0013262	Pocillopora_acuta_HIv1_PredGene_g30343.t1	plut2.m8.4741.m1
OG0013263	Pocillopora_acuta_HIv1_PredGene_g3551.t1	plut2.m8.4765.m1
OG0013265	Pocillopora_acuta_HIv1_PredGene_g32697.t1	plut2.m8.12310.m1
OG0013266	Pocillopora_acuta_HIv1_PredGene_g18043.t1	plut2.m8.32408.m1
OG0013267	Pocillopora_acuta_HIv1_PredGene_g18042.t1	plut2.m8.32414.m1
OG0013268	Pocillopora_acuta_HIv1_PredGene_g18804.t1	plut2.m8.11562.m1
OG0013269	Pocillopora_acuta_HIv1_PredGene_g18803.t1	plut2.m8.11564.m1
OG0013270	Pocillopora_acuta_HIv1_PredGene_g18802.t1	plut2.m8.11559.m1
OG0013271	Pocillopora_acuta_HIv1_PredGene_g18813.t1	plut2.m8.11571.m1
OG0013272	Pocillopora_acuta_HIv1_PredGene_g18814.t1	plut2.m8.11577.m1
OG0013273	Pocillopora_acuta_HIv1_PredGene_g30417.t1	plut2.m8.1582.m1
OG0013274	Pocillopora_acuta_HIv1_PredGene_g6485.t1	plut2.m8.5419.m1
OG0013275	Pocillopora_acuta_HIv1_PredGene_g11797.t1	jamg1.model.Sc0000011.118
OG0013276	Pocillopora_acuta_HIv1_PredGene_g7968.t1	plut2.m8.5387.m1
OG0013277	Pocillopora_acuta_HIv1_PredGene_g7967.t1	plut2.m8.5384.m1
OG0013278	Pocillopora_acuta_HIv1_PredGene_g31056.t1	plut2.m8.22009.m1
OG0013279	Pocillopora_acuta_HIv1_PredGene_g26318.t1	plut2.m8.12807.m1
OG0013280	Pocillopora_acuta_HIv1_PredGene_g26321.t1	plut2.m8.12804.m1
OG0013281	Pocillopora_acuta_HIv1_PredGene_g26322.t1	plut2.m8.12805.m1
OG0013282	Pocillopora_acuta_HIv1_PredGene_g26319.t1	plut2.m8.12809.m1
OG0013283	Pocillopora_acuta_HIv1_PredGene_g17713.t1	plut2.m8.22049.m1
OG0013284	Pocillopora_acuta_HIv1_PredGene_g17714.t1	plut2.m8.22050.m1
OG0013285	Pocillopora_acuta_HIv1_PredGene_g26370.t1	plut2.m8.21582.m1
OG0013286	Pocillopora_acuta_HIv1_PredGene_g923.t1	plut2.m8.751.m1
OG0013287	Pocillopora_acuta_HIv1_PredGene_g32205.t1	plut2.m8.3971.m1
OG0013289	Pocillopora_acuta_HIv1_PredGene_g17776.t1	plut2.m8.31856.m1
OG0013291	Pocillopora_acuta_HIv1_PredGene_g28853.t1, Pocillopora_acuta_HIv1_PredGene_g26447.t1	plut2.m8.33164.m1
OG0013292	Pocillopora_acuta_HIv1_PredGene_g17780.t1	plut2.m8.25397.m1
OG0013293	Pocillopora_acuta_HIv1_PredGene_g17771.t1	plut2.m8.17982.m1
OG0013294	Pocillopora_acuta_HIv1_PredGene_g17766.t1	plut2.m8.17989.m1
OG0013295	Pocillopora_acuta_HIv1_PredGene_g17765.t1	plut2.m8.17986.m1
OG0013296	Pocillopora_acuta_HIv1_PredGene_g32883.t2	jamg1.model.Sc0000567.9
OG0013297	Pocillopora_acuta_HIv1_PredGene_g17744.t1	plut2.m8.17985.m1
OG0013298	Pocillopora_acuta_HIv1_PredGene_g9138.t1	plut2.m8.14730.m1
OG0013299	Pocillopora_acuta_HIv1_PredGene_g14128.t1	plut2.m8.25370.m1
OG0013300	Pocillopora_acuta_HIv1_PredGene_g1882.t1	plut2.m8.18190.m1
OG0013301	Pocillopora_acuta_HIv1_PredGene_g1884.t1	plut2.m8.18180.m1
OG0013302	Pocillopora_acuta_HIv1_PredGene_g14129.t1	plut2.m8.25378.m1
OG0013303	Pocillopora_acuta_HIv1_PredGene_g23208.t1, Pocillopora_acuta_HIv1_PredGene_g8713.t1	plut2.m8.23792.m1
OG0013304	Pocillopora_acuta_HIv1_PredGene_g23068.t1	plut2.m8.23786.m1
OG0013305	Pocillopora_acuta_HIv1_PredGene_g8771.t1	plut2.m8.23787.m1
OG0013306	Pocillopora_acuta_HIv1_PredGene_g33349.t1	plut2.m8.18024.m1
OG0013307	Pocillopora_acuta_HIv1_PredGene_g33350.t1	plut2.m8.18022.m1
OG0013308	Pocillopora_acuta_HIv1_PredGene_g33344.t1	plut2.m8.14741.m1
OG0013309	Pocillopora_acuta_HIv1_PredGene_g33348.t1	plut2.m8.18023.m1
OG0013310	Pocillopora_acuta_HIv1_PredGene_g5436.t1	plut2.m8.3648.m1
OG0013311	Pocillopora_acuta_HIv1_PredGene_g5437.t1	plut2.m8.3650.m1
OG0013312	Pocillopora_acuta_HIv1_PredGene_g2351.t1	plut2.m8.7154.m1
OG0013315	Pocillopora_acuta_HIv1_PredGene_g1431.t1	plut2.m8.19430.m1
OG0013316	Pocillopora_acuta_HIv1_PredGene_g61.t1	plut2.m8.19750.m1
OG0013317	Pocillopora_acuta_HIv1_PredGene_g62.t1	plut2.m8.19756.m1
OG0013318	Pocillopora_acuta_HIv1_PredGene_g73.t1	plut2.m8.19736.m1
OG0013319	Pocillopora_acuta_HIv1_PredGene_g75.t1	plut2.m8.19743.m1
OG0013320	Pocillopora_acuta_HIv1_PredGene_g60.t1	plut2.m8.19753.m1
OG0013321	Pocillopora_acuta_HIv1_PredGene_g32823.t1	plut2.m8.21241.m1
OG0013322	Pocillopora_acuta_HIv1_PredGene_g32826.t1	plut2.m8.4592.m1
OG0013323	Pocillopora_acuta_HIv1_PredGene_g32824.t1	plut2.m8.21239.m1
OG0013324	Pocillopora_acuta_HIv1_PredGene_g2335.t1	plut2.m8.20055.m1
OG0013325	Pocillopora_acuta_HIv1_PredGene_g2338.t1	plut2.m8.20054.m1
OG0013326	Pocillopora_acuta_HIv1_PredGene_g2339.t3, Pocillopora_acuta_HIv1_PredGene_g2339.t1, Pocillopora_acuta_HIv1_PredGene_g2339.t2	jamg1.model.Sc0000360.32
OG0013327	Pocillopora_acuta_HIv1_PredGene_g5724.t1	plut2.m8.32831.m1
OG0013328	Pocillopora_acuta_HIv1_PredGene_g5735.t1	plut2.m8.30692.m1
OG0013329	Pocillopora_acuta_HIv1_PredGene_g31918.t1	plut2.m8.1551.m1
OG0013330	Pocillopora_acuta_HIv1_PredGene_g31916.t1	plut2.m8.1552.m1
OG0013331	Pocillopora_acuta_HIv1_PredGene_g13817.t1	plut2.m8.3255.m1
OG0013332	Pocillopora_acuta_HIv1_PredGene_g195.t1	plut2.m8.3247.m1
OG0013333	Pocillopora_acuta_HIv1_PredGene_g15954.t1	plut2.m8.10786.m1
OG0013334	Pocillopora_acuta_HIv1_PredGene_g27453.t1	plut2.m8.27399.m1
OG0013337	Pocillopora_acuta_HIv1_PredGene_g5768.t1	plut2.m8.23784.m1
OG0013338	Pocillopora_acuta_HIv1_PredGene_g7340.t1	jamg1.model.Sc0000069.97
OG0013339	Pocillopora_acuta_HIv1_PredGene_g7330.t1	plut2.m8.7052.m1
OG0013340	Pocillopora_acuta_HIv1_PredGene_g7332.t1	plut2.m8.7060.m1
OG0013341	Pocillopora_acuta_HIv1_PredGene_g7424.t1	plut2.m8.2047.m1
OG0013342	Pocillopora_acuta_HIv1_PredGene_g7423.t1	plut2.m8.2044.m1
OG0013343	Pocillopora_acuta_HIv1_PredGene_412_t, Pocillopora_acuta_HIv1_PredGene_g7422.t1	plut2.m8.2043.m1
OG0013344	Pocillopora_acuta_HIv1_PredGene_g7344.t1	plut2.m8.7062.m1
OG0013345	Pocillopora_acuta_HIv1_PredGene_g26546.t1	plut2.m8.27831.m1
OG0013346	Pocillopora_acuta_HIv1_PredGene_g7343.t1	plut2.m8.7064.m1
OG0013347	Pocillopora_acuta_HIv1_PredGene_g7442.t1	plut2.m8.7067.m1
OG0013348	Pocillopora_acuta_HIv1_PredGene_g18401.t1	plut2.m8.25696.m1, jamg1.model.xfSc0000067.20
OG0013349	Pocillopora_acuta_HIv1_PredGene_g18331.t1	plut2.m8.24136.m1
OG0013350	Pocillopora_acuta_HIv1_PredGene_g18417.t1	plut2.m8.28846.m1
OG0013352	Pocillopora_acuta_HIv1_PredGene_g18410.t1	plut2.m8.28853.m1
OG0013353	Pocillopora_acuta_HIv1_PredGene_g18407.t1	plut2.m8.28856.m1
OG0013354	Pocillopora_acuta_HIv1_PredGene_g18415.t1	plut2.m8.28845.m1
OG0013355	Pocillopora_acuta_HIv1_PredGene_g18326.t1	plut2.m8.20138.m1
OG0013356	Pocillopora_acuta_HIv1_PredGene_g26382.t1	plut2.m8.9544.m1
OG0013357	Pocillopora_acuta_HIv1_PredGene_g26386.t1	plut2.m8.9542.m1
OG0013358	Pocillopora_acuta_HIv1_PredGene_g26387.t1	plut2.m8.9541.m1
OG0013359	Pocillopora_acuta_HIv1_PredGene_g8202.t1	plut2.m8.30181.m1
OG0013360	Pocillopora_acuta_HIv1_PredGene_g8203.t1, Pocillopora_acuta_HIv1_PredGene_922_t	plut2.m8.20769.m1
OG0013361	Pocillopora_acuta_HIv1_PredGene_g8204.t1	jamg1.model.Sc0000389.24, jamg1.model.Sc0000389.25
OG0013362	Pocillopora_acuta_HIv1_PredGene_g12131.t1	plut2.m8.11431.m1
OG0013363	Pocillopora_acuta_HIv1_PredGene_g12139.t1	plut2.m8.11438.m1
OG0013364	Pocillopora_acuta_HIv1_PredGene_g12138.t1	plut2.m8.11434.m1
OG0013365	Pocillopora_acuta_HIv1_PredGene_g30731.t1	plut2.m8.21025.m1
OG0013367	Pocillopora_acuta_HIv1_PredGene_g19082.t1	plut2.m8.12440.m1
OG0013368	Pocillopora_acuta_HIv1_PredGene_g4130.t1	plut2.m8.32865.m1
OG0013370	Pocillopora_acuta_HIv1_PredGene_g4132.t1	plut2.m8.32866.m1
OG0013371	Pocillopora_acuta_HIv1_PredGene_g4060.t1	plut2.m8.9264.m1
OG0013372	Pocillopora_acuta_HIv1_PredGene_g19026.t1	plut2.m8.12434.m1
OG0013373	Pocillopora_acuta_HIv1_PredGene_g343.t1	plut2.m8.30175.m1
OG0013374	Pocillopora_acuta_HIv1_PredGene_g30938.t1	plut2.m8.1865.m1
OG0013376	Pocillopora_acuta_HIv1_PredGene_g33420.t1	plut2.m8.6015.m1
OG0013377	Pocillopora_acuta_HIv1_PredGene_g18263.t1	plut2.m8.15136.m1
OG0013378	Pocillopora_acuta_HIv1_PredGene_g6564.t1	plut2.m8.27315.m1
OG0013379	Pocillopora_acuta_HIv1_PredGene_g6561.t1	plut2.m8.27316.m1
OG0013380	Pocillopora_acuta_HIv1_PredGene_g18083.t1	plut2.m8.24107.m1
OG0013381	Pocillopora_acuta_HIv1_PredGene_g23614.t1	plut2.m8.2154.m1
OG0013382	Pocillopora_acuta_HIv1_PredGene_g23615.t1	plut2.m8.2150.m1
OG0013383	Pocillopora_acuta_HIv1_PredGene_g23593.t1	plut2.m8.24120.m1
OG0013384	Pocillopora_acuta_HIv1_PredGene_g23594.t1	plut2.m8.24108.m1
OG0013385	Pocillopora_acuta_HIv1_PredGene_g23596.t1	plut2.m8.22569.m1
OG0013386	Pocillopora_acuta_HIv1_PredGene_g6250.t1	plut2.m8.442.m1
OG0013387	Pocillopora_acuta_HIv1_PredGene_g5993.t1	plut2.m8.463.m1
OG0013389	Pocillopora_acuta_HIv1_PredGene_g8991.t1	plut2.m8.8768.m1
OG0013390	Pocillopora_acuta_HIv1_PredGene_g8983.t1	plut2.m8.8761.m1
OG0013391	Pocillopora_acuta_HIv1_PredGene_g8990.t1	plut2.m8.8770.m1
OG0013392	Pocillopora_acuta_HIv1_PredGene_g4770.t1	plut2.m8.7573.m1
OG0013393	Pocillopora_acuta_HIv1_PredGene_g32036.t1	plut2.m8.7578.m1
OG0013394	Pocillopora_acuta_HIv1_PredGene_g4772.t1	plut2.m8.7569.m1
OG0013396	Pocillopora_acuta_HIv1_PredGene_g5576.t1	plut2.m8.2952.m1
OG0013398	Pocillopora_acuta_HIv1_PredGene_g15563.t1	plut2.m8.4843.m1, plut2.m8.4841.m1
OG0013399	Pocillopora_acuta_HIv1_PredGene_g30088.t1	plut2.m8.24255.m1
OG0013400	Pocillopora_acuta_HIv1_PredGene_g28545.t1	plut2.m8.26598.m1
OG0013401	Pocillopora_acuta_HIv1_PredGene_g32035.t1	plut2.m8.7579.m1
OG0013402	Pocillopora_acuta_HIv1_PredGene_g7945.t1	plut2.m8.18109.m1
OG0013403	Pocillopora_acuta_HIv1_PredGene_g20032.t1	plut2.m8.55.m1
OG0013404	Pocillopora_acuta_HIv1_PredGene_g20031.t1	plut2.m8.54.m1
OG0013405	Pocillopora_acuta_HIv1_PredGene_g11386.t1	plut2.m8.65.m1
OG0013406	Pocillopora_acuta_HIv1_PredGene_g20036.t1	plut2.m8.62.m1
OG0013407	Pocillopora_acuta_HIv1_PredGene_g16548.t1	plut2.m8.12587.m1
OG0013408	Pocillopora_acuta_HIv1_PredGene_g16546.t1	plut2.m8.12588.m1
OG0013409	Pocillopora_acuta_HIv1_PredGene_g16545.t1	plut2.m8.12583.m1
OG0013410	Pocillopora_acuta_HIv1_PredGene_g16544.t1	plut2.m8.12584.m1
OG0013411	Pocillopora_acuta_HIv1_PredGene_g16556.t1	plut2.m8.12579.m1
OG0013412	Pocillopora_acuta_HIv1_PredGene_g16557.t1	plut2.m8.12572.m1
OG0013413	Pocillopora_acuta_HIv1_PredGene_g28425.t1	plut2.m8.11635.m1
OG0013414	Pocillopora_acuta_HIv1_PredGene_g28421.t1	plut2.m8.11634.m1
OG0013415	Pocillopora_acuta_HIv1_PredGene_g25624.t1	plut2.m8.10682.m1
OG0013416	Pocillopora_acuta_HIv1_PredGene_g25654.t1	plut2.m8.18126.m1
OG0013417	Pocillopora_acuta_HIv1_PredGene_g25655.t1	plut2.m8.18131.m1
OG0013418	Pocillopora_acuta_HIv1_PredGene_g25636.t1	plut2.m8.17710.m1
OG0013419	Pocillopora_acuta_HIv1_PredGene_g25637.t1	plut2.m8.17711.m1
OG0013420	Pocillopora_acuta_HIv1_PredGene_g26368.t1	plut2.m8.21587.m1
OG0013424	Pocillopora_acuta_HIv1_PredGene_g10561.t1	plut2.m8.15764.m1
OG0013426	Pocillopora_acuta_HIv1_PredGene_g31757.t1	plut2.m8.25562.m1
OG0013427	Pocillopora_acuta_HIv1_PredGene_g32954.t1	plut2.m8.26801.m1
OG0013428	Pocillopora_acuta_HIv1_PredGene_g30704.t1	plut2.m8.13299.m1
OG0013429	Pocillopora_acuta_HIv1_PredGene_g30705.t1	jamg1.model.Sc0000178.35
OG0013430	Pocillopora_acuta_HIv1_PredGene_g1343.t1	plut2.m8.31713.m1
OG0013431	Pocillopora_acuta_HIv1_PredGene_g23727.t1	jamg1.model.Sc0000008.6
OG0013432	Pocillopora_acuta_HIv1_PredGene_g23725.t1	plut2.m8.1128.m1
OG0013433	Pocillopora_acuta_HIv1_PredGene_g9102.t1	plut2.m8.1231.m1
OG0013434	Pocillopora_acuta_HIv1_PredGene_g9089.t1	plut2.m8.1219.m1
OG0013435	Pocillopora_acuta_HIv1_PredGene_g9082.t1	plut2.m8.1209.m1
OG0013436	Pocillopora_acuta_HIv1_PredGene_g9081.t1	plut2.m8.1212.m1
OG0013437	Pocillopora_acuta_HIv1_PredGene_g9101.t1	plut2.m8.1222.m1
OG0013438	Pocillopora_acuta_HIv1_PredGene_g18026.t1	plut2.m8.3314.m1
OG0013439	Pocillopora_acuta_HIv1_PredGene_g16305.t1	plut2.m8.6589.m1
OG0013440	Pocillopora_acuta_HIv1_PredGene_g8267.t1	plut2.m8.13950.m1
OG0013441	Pocillopora_acuta_HIv1_PredGene_g6466.t1, Pocillopora_acuta_HIv1_PredGene_g20487.t1	plut2.m8.33605.m1
OG0013442	Pocillopora_acuta_HIv1_PredGene_g14478.t1	plut2.m8.8698.m1
OG0013443	Pocillopora_acuta_HIv1_PredGene_g22211.t1, Pocillopora_acuta_HIv1_PredGene_g27256.t1	jamg1.model.xfSc0000104.21
OG0013444	Pocillopora_acuta_HIv1_PredGene_g15369.t1	plut2.m8.28883.m1
OG0013445	Pocillopora_acuta_HIv1_PredGene_g1524.t1, Pocillopora_acuta_HIv1_PredGene_g32567.t1	jamg1.model.Sc0000123.42
OG0013446	Pocillopora_acuta_HIv1_PredGene_g22521.t1	plut2.m8.4390.m1
OG0013447	Pocillopora_acuta_HIv1_PredGene_g22509.t1	jamg1.model.Sc0000521.7
OG0013448	Pocillopora_acuta_HIv1_PredGene_g22510.t1	plut2.m8.23325.m1
OG0013449	Pocillopora_acuta_HIv1_PredGene_g22512.t1	plut2.m8.23334.m1
OG0013450	Pocillopora_acuta_HIv1_PredGene_g22513.t1, Pocillopora_acuta_HIv1_PredGene_21458_t	plut2.m8.23332.m1
OG0013451	Pocillopora_acuta_HIv1_PredGene_g18295.t1	plut2.m8.24169.m1
OG0013452	Pocillopora_acuta_HIv1_PredGene_g30888.t1	plut2.m8.16833.m1
OG0013453	Pocillopora_acuta_HIv1_PredGene_g30889.t1	plut2.m8.16840.m1
OG0013454	Pocillopora_acuta_HIv1_PredGene_g30890.t1	plut2.m8.16830.m1
OG0013455	Pocillopora_acuta_HIv1_PredGene_g30891.t1	plut2.m8.16834.m1
OG0013456	Pocillopora_acuta_HIv1_PredGene_g18306.t1	plut2.m8.10653.m1
OG0013457	Pocillopora_acuta_HIv1_PredGene_g18293.t1	plut2.m8.24168.m1
OG0013458	Pocillopora_acuta_HIv1_PredGene_g18291.t1	plut2.m8.24181.m1
OG0013459	Pocillopora_acuta_HIv1_PredGene_g18294.t1	plut2.m8.24170.m1
OG0013460	Pocillopora_acuta_HIv1_PredGene_g30883.t1	plut2.m8.16837.m1
OG0013461	Pocillopora_acuta_HIv1_PredGene_g12614.t1	plut2.m8.27434.m1
OG0013462	Pocillopora_acuta_HIv1_PredGene_g13954.t1	plut2.m8.1313.m1
OG0013463	Pocillopora_acuta_HIv1_PredGene_g13952.t1	plut2.m8.1315.m1
OG0013464	Pocillopora_acuta_HIv1_PredGene_g20247.t1	plut2.m8.1273.m1
OG0013465	Pocillopora_acuta_HIv1_PredGene_g12205.t1	plut2.m8.1320.m1
OG0013466	Pocillopora_acuta_HIv1_PredGene_g13959.t1	jamg1.model.Sc0000009.101
OG0013467	Pocillopora_acuta_HIv1_PredGene_g13957.t1	plut2.m8.1312.m1
OG0013468	Pocillopora_acuta_HIv1_PredGene_g13958.t1	jamg1.model.Sc0000009.100
OG0013469	Pocillopora_acuta_HIv1_PredGene_g12212.t1	plut2.m8.1337.m1
OG0013470	Pocillopora_acuta_HIv1_PredGene_g20251.t1	plut2.m8.1284.m1
OG0013471	Pocillopora_acuta_HIv1_PredGene_g13963.t1	plut2.m8.1291.m1
OG0013472	Pocillopora_acuta_HIv1_PredGene_g6259.t1	plut2.m8.1293.m1
OG0013473	Pocillopora_acuta_HIv1_PredGene_g6262.t1, Pocillopora_acuta_HIv1_PredGene_g13940.t1	plut2.m8.1294.m1
OG0013474	Pocillopora_acuta_HIv1_PredGene_g4047.t1	plut2.m8.25456.m1
OG0013475	Pocillopora_acuta_HIv1_PredGene_g10670.t1	plut2.m8.22199.m1
OG0013476	Pocillopora_acuta_HIv1_PredGene_g10679.t1	jamg1.model.Sc0000218.4
OG0013477	Pocillopora_acuta_HIv1_PredGene_g10668.t1	plut2.m8.22200.m1
OG0013478	Pocillopora_acuta_HIv1_PredGene_g10667.t1	plut2.m8.22194.m1
OG0013479	Pocillopora_acuta_HIv1_PredGene_g10666.t1	plut2.m8.22195.m1
OG0013480	Pocillopora_acuta_HIv1_PredGene_g14699.t1	plut2.m8.13411.m1
OG0013481	Pocillopora_acuta_HIv1_PredGene_g5097.t1	plut2.m8.1401.m1
OG0013482	Pocillopora_acuta_HIv1_PredGene_g5096.t1	plut2.m8.1402.m1, jamg1.model.Sc0000010.60
OG0013483	Pocillopora_acuta_HIv1_PredGene_g19979.t1	plut2.m8.20477.m1
OG0013484	Pocillopora_acuta_HIv1_PredGene_g24509.t1	plut2.m8.15281.m1
OG0013485	Pocillopora_acuta_HIv1_PredGene_g6179.t1	plut2.m8.18012.m1
OG0013486	Pocillopora_acuta_HIv1_PredGene_g10050.t1	plut2.m8.8458.m1, plut2.m8.8459.m1
OG0013487	Pocillopora_acuta_HIv1_PredGene_g31485.t1	plut2.m8.16225.m1
OG0013488	Pocillopora_acuta_HIv1_PredGene_g31486.t1	plut2.m8.16229.m1
OG0013489	Pocillopora_acuta_HIv1_PredGene_g31084.t1	plut2.m8.16238.m1, jamg1.model.Sc0000218.8
OG0013490	Pocillopora_acuta_HIv1_PredGene_g31471.t1	plut2.m8.16234.m1
OG0013491	Pocillopora_acuta_HIv1_PredGene_30479_t	plut2.m8.16236.m1
OG0013493	Pocillopora_acuta_HIv1_PredGene_g2029.t1	plut2.m8.7126.m1
OG0013494	Pocillopora_acuta_HIv1_PredGene_g2031.t1	plut2.m8.7127.m1
OG0013495	Pocillopora_acuta_HIv1_PredGene_156_t	plut2.m8.17933.m1
OG0013496	Pocillopora_acuta_HIv1_PredGene_g2038.t1	plut2.m8.7106.m1
OG0013497	Pocillopora_acuta_HIv1_PredGene_g2040.t1	plut2.m8.7108.m1
OG0013498	Pocillopora_acuta_HIv1_PredGene_g2028.t1	plut2.m8.7128.m1
OG0013499	Pocillopora_acuta_HIv1_PredGene_g2027.t1, Pocillopora_acuta_HIv1_PredGene_g33505.t1	jamg1.model.xfSc0000490.2
OG0013500	Pocillopora_acuta_HIv1_PredGene_g2049.t1	plut2.m8.7122.m1
OG0013501	Pocillopora_acuta_HIv1_PredGene_g15055.t1	plut2.m8.17684.m1
OG0013502	Pocillopora_acuta_HIv1_PredGene_g15053.t1	plut2.m8.17682.m1
OG0013503	Pocillopora_acuta_HIv1_PredGene_g15059.t1	jamg1.model.Sc0000280.37
OG0013504	Pocillopora_acuta_HIv1_PredGene_g15909.t1	plut2.m8.24976.m1, plut2.m8.32102.m1, plut2.m8.26350.m1, plut2.m8.28571.m1
OG0013505	Pocillopora_acuta_HIv1_PredGene_g19528.t1	plut2.m8.9096.m1
OG0013506	Pocillopora_acuta_HIv1_PredGene_g1766.t1	plut2.m8.7622.m1
OG0013507	Pocillopora_acuta_HIv1_PredGene_g1767.t1	plut2.m8.7623.m1
OG0013508	Pocillopora_acuta_HIv1_PredGene_g1765.t1	plut2.m8.18098.m1
OG0013509	Pocillopora_acuta_HIv1_PredGene_g17709.t1	plut2.m8.22048.m1
OG0013510	Pocillopora_acuta_HIv1_PredGene_g9209.t1	plut2.m8.32449.m1
OG0013511	Pocillopora_acuta_HIv1_PredGene_g29432.t1	plut2.m8.727.m1
OG0013512	Pocillopora_acuta_HIv1_PredGene_g29433.t1	plut2.m8.731.m1
OG0013513	Pocillopora_acuta_HIv1_PredGene_g14256.t1	plut2.m8.21066.m1
OG0013514	Pocillopora_acuta_HIv1_PredGene_19822_t, Pocillopora_acuta_HIv1_PredGene_g18095.t1	plut2.m8.21069.m1
OG0013515	Pocillopora_acuta_HIv1_PredGene_g18098.t1	plut2.m8.22767.m1
OG0013517	Pocillopora_acuta_HIv1_PredGene_g25489.t1	plut2.m8.18556.m1
OG0013519	Pocillopora_acuta_HIv1_PredGene_g3452.t1	plut2.m8.21748.m1
OG0013520	Pocillopora_acuta_HIv1_PredGene_g3449.t1	plut2.m8.21755.m1
OG0013521	Pocillopora_acuta_HIv1_PredGene_g18363.t1	plut2.m8.26084.m1
OG0013522	Pocillopora_acuta_HIv1_PredGene_g3444.t1	plut2.m8.21762.m1
OG0013523	Pocillopora_acuta_HIv1_PredGene_g3446.t1	plut2.m8.21759.m1
OG0013524	Pocillopora_acuta_HIv1_PredGene_g18362.t1	plut2.m8.30041.m1
OG0013525	Pocillopora_acuta_HIv1_PredGene_g3448.t1	plut2.m8.21761.m1
OG0013526	Pocillopora_acuta_HIv1_PredGene_g12606.t1	plut2.m8.27427.m1
OG0013527	Pocillopora_acuta_HIv1_PredGene_g15775.t1	plut2.m8.3495.m1
