Orthogroup	Pocillopora_acuta_HIv1.genes.pep	Acerv_assembly_v1.0.protein
OG0016000	Pocillopora_acuta_HIv1_PredGene_g26650.t1	Acerv_evm.model.Segkk342_pilon.2
OG0016001	Pocillopora_acuta_HIv1_PredGene_g19163.t1	Acerv_evm.model.Segkk348_pilon.11
OG0016002	Pocillopora_acuta_HIv1_PredGene_g5646.t1	Acerv_evm.model.Segkk355_pilon.5
OG0016005	Pocillopora_acuta_HIv1_PredGene_g31828.t1, Pocillopora_acuta_HIv1_PredGene_g31829.t1	Acerv_evm.model.Segkk375_pilon.7
OG0016010	Pocillopora_acuta_HIv1_PredGene_g17246.t1	Acerv_evm.model.Segkk422_pilon.6
OG0016011	Pocillopora_acuta_HIv1_PredGene_g31387.t1	Acerv_evm.model.Segkk423_pilon.7
OG0016012	Pocillopora_acuta_HIv1_PredGene_g30556.t1	Acerv_evm.model.Segkk424_pilon.8
OG0016015	Pocillopora_acuta_HIv1_PredGene_g9120.t1	Acerv_evm.model.Segkk439_pilon.10
OG0016016	Pocillopora_acuta_HIv1_PredGene_g23086.t1	Acerv_evm.model.Segkk3051_pilon.8, Acerv_evm.model.Segkk453_pilon.9
OG0016018	Pocillopora_acuta_HIv1_PredGene_g16767.t1	Acerv_evm.model.Segkk463_pilon.34
OG0016020	Pocillopora_acuta_HIv1_PredGene_g19896.t1, Pocillopora_acuta_HIv1_PredGene_g19905.t1	Acerv_evm.model.Segkk469_pilon.55
OG0016025	Pocillopora_acuta_HIv1_PredGene_g27188.t1	Acerv_evm.model.Segkk470_pilon.16
OG0016028	Pocillopora_acuta_HIv1_PredGene_g8642.t1	Acerv_evm.model.Segkk510_pilon.3
OG0016029	Pocillopora_acuta_HIv1_PredGene_g4281.t1	Acerv_evm.model.Segkk755_pilon.10, Acerv_evm.model.Segkk514_pilon.4
OG0016032	Pocillopora_acuta_HIv1_PredGene_g22843.t1	Acerv_evm.model.Segkk524_pilon.41
OG0016033	Pocillopora_acuta_HIv1_PredGene_g24635.t1	Acerv_evm.model.Segkk553_pilon.3, Acerv_evm.model.Segkk547_pilon.3
OG0016034	Pocillopora_acuta_HIv1_PredGene_g8499.t1	Acerv_evm.model.Segkk552_pilon.24
OG0016038	Pocillopora_acuta_HIv1_PredGene_g3703.t1	Acerv_evm.model.Segkk581_pilon.34, Acerv_evm.model.Segkk943_pilon.6
OG0016039	Pocillopora_acuta_HIv1_PredGene_g23715.t1	Acerv_evm.model.Segkk584_pilon.20
OG0016040	Pocillopora_acuta_HIv1_PredGene_g23573.t1	Acerv_evm.model.Segkk584_pilon.26
OG0016042	Pocillopora_acuta_HIv1_PredGene_g24674.t1	Acerv_evm.model.Segkk2494_pilon.3, Acerv_evm.model.Segkk587_pilon.4
OG0016047	Pocillopora_acuta_HIv1_PredGene_g23454.t1	Acerv_evm.model.Segkk647_pilon.8
OG0016049	Pocillopora_acuta_HIv1_PredGene_g16464.t1, Pocillopora_acuta_HIv1_PredGene_g22560.t1	Acerv_evm.model.Segkk649_pilon.12
OG0016050	Pocillopora_acuta_HIv1_PredGene_g16462.t1	Acerv_evm.model.Segkk2423_pilon.7, Acerv_evm.model.Segkk649_pilon.8
OG0016051	Pocillopora_acuta_HIv1_PredGene_g6018.t1, Pocillopora_acuta_HIv1_PredGene_g12662.t1	Acerv_evm.model.Segkk650_pilon.32
OG0016054	Pocillopora_acuta_HIv1_PredGene_g22430.t1	Acerv_evm.model.Segkk669_pilon.15
OG0016056	Pocillopora_acuta_HIv1_PredGene_g5811.t1	Acerv_evm.model.Segkk683_pilon.1
OG0016057	Pocillopora_acuta_HIv1_PredGene_g4827.t1	Acerv_evm.model.Segkk684_pilon.4
OG0016058	Pocillopora_acuta_HIv1_PredGene_g9914.t1	Acerv_evm.model.Segkk697_pilon.11
OG0016059	Pocillopora_acuta_HIv1_PredGene_g31660.t1	Acerv_evm.model.Segkk702_pilon.3
OG0016061	Pocillopora_acuta_HIv1_PredGene_g19934.t1	Acerv_evm.model.Segkk3482_pilon.16, Acerv_evm.model.Segkk717_pilon.1
OG0016062	Pocillopora_acuta_HIv1_PredGene_g10106.t1	Acerv_evm.model.Segkk719_pilon.5, Acerv_evm.model.Segkk1622_pilon.3
OG0016065	Pocillopora_acuta_HIv1_PredGene_g27220.t1	Acerv_evm.model.Segkk723_pilon.21
OG0016066	Pocillopora_acuta_HIv1_PredGene_g3768.t1	Acerv_evm.model.Segkk726_pilon.4, Acerv_evm.model.Segkk2915_pilon.2
OG0016068	Pocillopora_acuta_HIv1_PredGene_g7690.t1	Acerv_evm.model.Segkk750_pilon.12
OG0016069	Pocillopora_acuta_HIv1_PredGene_671_t	Acerv_evm.model.Segkk750_pilon.4
OG0016071	Pocillopora_acuta_HIv1_PredGene_g19676.t1	Acerv_evm.model.Segkk779_pilon.9
OG0016074	Pocillopora_acuta_HIv1_PredGene_g29.t1	Acerv_evm.model.Segkk789_pilon.3
OG0016080	Pocillopora_acuta_HIv1_PredGene_g18343.t1	Acerv_evm.model.Segkk820_pilon.20
OG0016082	Pocillopora_acuta_HIv1_PredGene_g27246.t1, Pocillopora_acuta_HIv1_PredGene_g4154.t1	Acerv_evm.model.Segkk826_pilon.11
OG0016084	Pocillopora_acuta_HIv1_PredGene_g227.t1, Pocillopora_acuta_HIv1_PredGene_g5690.t1	Acerv_evm.model.Segkk826_pilon.8
OG0016089	Pocillopora_acuta_HIv1_PredGene_g18546.t1	Acerv_evm.model.Segkk908_pilon.16
OG0016090	Pocillopora_acuta_HIv1_PredGene_g18545.t1	Acerv_evm.model.Segkk908_pilon.15
OG0016091	Pocillopora_acuta_HIv1_PredGene_g18544.t1	Acerv_evm.model.Segkk908_pilon.14
OG0016092	Pocillopora_acuta_HIv1_PredGene_g5628.t1	Acerv_evm.model.Segkk925_pilon.36
OG0016093	Pocillopora_acuta_HIv1_PredGene_g5624.t1	Acerv_evm.model.Segkk925_pilon.32
OG0016094	Pocillopora_acuta_HIv1_PredGene_g5608.t1	Acerv_evm.model.Segkk925_pilon.16
OG0016095	Pocillopora_acuta_HIv1_PredGene_g5617.t1	Acerv_evm.model.Segkk925_pilon.26
OG0016096	Pocillopora_acuta_HIv1_PredGene_g24722.t1	Acerv_evm.model.Segkk933_pilon.11
OG0016097	Pocillopora_acuta_HIv1_PredGene_g33416.t1	Acerv_evm.model.Segkk935_pilon.2
OG0016098	Pocillopora_acuta_HIv1_PredGene_g9293.t1	Acerv_evm.model.Segkk937_pilon.18
OG0016100	Pocillopora_acuta_HIv1_PredGene_g18660.t1	Acerv_evm.model.Segkk962_pilon.11
OG0016103	Pocillopora_acuta_HIv1_PredGene_g4775.t1	Acerv_evm.model.Segkk964_pilon.5
OG0016105	Pocillopora_acuta_HIv1_PredGene_g12762.t1	Acerv_evm.model.Segkk971_pilon.18
OG0016109	Pocillopora_acuta_HIv1_PredGene_g963.t1	Acerv_evm.model.Segkk993_pilon.74
OG0016112	Pocillopora_acuta_HIv1_PredGene_g2671.t1, Pocillopora_acuta_HIv1_PredGene_g560.t1	Acerv_evm.model.Segkk999_pilon.9
OG0016113	Pocillopora_acuta_HIv1_PredGene_g22961.t1	Acerv_evm.model.Segkk999_pilon.8, Acerv_evm.model.Segkk2765_pilon.20
OG0016114	Pocillopora_acuta_HIv1_PredGene_g29866.t1	Acerv_evm.model.Segkk3643_pilon.17, Acerv_evm.model.Segkk1009_pilon.9
OG0016116	Pocillopora_acuta_HIv1_PredGene_g11368.t1	Acerv_evm.model.Segkk1015_pilon.4
OG0016122	Pocillopora_acuta_HIv1_PredGene_23861_t	Acerv_evm.model.Segkk1044_pilon.13
OG0016123	Pocillopora_acuta_HIv1_PredGene_g12886.t1	Acerv_evm.model.Segkk1045_pilon.5
OG0016124	Pocillopora_acuta_HIv1_PredGene_g5776.t1	Acerv_evm.model.Segkk1046_pilon.10
OG0016125	Pocillopora_acuta_HIv1_PredGene_g5780.t1	Acerv_evm.model.Segkk1776_pilon.16, Acerv_evm.model.Segkk1046_pilon.9
OG0016126	Pocillopora_acuta_HIv1_PredGene_g27303.t1	Acerv_evm.model.Segkk1050_pilon.25
OG0016127	Pocillopora_acuta_HIv1_PredGene_g27302.t1	Acerv_evm.model.Segkk1050_pilon.26
OG0016128	Pocillopora_acuta_HIv1_PredGene_g2621.t1	Acerv_evm.model.Segkk1050_pilon.22
OG0016132	Pocillopora_acuta_HIv1_PredGene_g31511.t1	Acerv_evm.model.Segkk1065_pilon.1
OG0016133	Pocillopora_acuta_HIv1_PredGene_g4606.t1	Acerv_evm.model.Segkk1070_pilon.11
OG0016136	Pocillopora_acuta_HIv1_PredGene_g9404.t1	Acerv_evm.model.Segkk1075_pilon.15
OG0016137	Pocillopora_acuta_HIv1_PredGene_g28743.t1	Acerv_evm.model.Segkk1078_pilon.29
OG0016138	Pocillopora_acuta_HIv1_PredGene_g28739.t1	Acerv_evm.model.Segkk1078_pilon.25
OG0016140	Pocillopora_acuta_HIv1_PredGene_g7392.t1	Acerv_evm.model.Segkk1079_pilon.12
OG0016144	Pocillopora_acuta_HIv1_PredGene_g4736.t1	Acerv_evm.model.Segkk3057_pilon.25, Acerv_evm.model.Segkk1098_pilon.2
OG0016146	Pocillopora_acuta_HIv1_PredGene_g8995.t1	Acerv_evm.model.Segkk1125_pilon.6
OG0016147	Pocillopora_acuta_HIv1_PredGene_g4842.t1	Acerv_evm.model.Segkk1149_pilon.5
OG0016148	Pocillopora_acuta_HIv1_PredGene_g7736.t1, Pocillopora_acuta_HIv1_PredGene_g8492.t1	Acerv_evm.model.Segkk1151_pilon.8
OG0016149	Pocillopora_acuta_HIv1_PredGene_g3676.t1	Acerv_evm.model.Segkk1154_pilon.14
OG0016152	Pocillopora_acuta_HIv1_PredGene_g15317.t1	Acerv_evm.model.Segkk1187_pilon.3
OG0016154	Pocillopora_acuta_HIv1_PredGene_6811_t	Acerv_evm.model.Segkk1203_pilon.2
OG0016155	Pocillopora_acuta_HIv1_PredGene_g24732.t1	Acerv_evm.model.Segkk1206_pilon.9
OG0016156	Pocillopora_acuta_HIv1_PredGene_g20765.t1	Acerv_evm.model.Segkk1215_pilon.5
OG0016158	Pocillopora_acuta_HIv1_PredGene_g15372.t1	Acerv_evm.model.Segkk1221_pilon.6
OG0016160	Pocillopora_acuta_HIv1_PredGene_g1990.t1	Acerv_evm.model.Segkk1222_pilon.5, Acerv_evm.model.Segkk2117_pilon.1
OG0016161	Pocillopora_acuta_HIv1_PredGene_g12125.t1	Acerv_evm.model.Segkk1223_pilon.2
OG0016162	Pocillopora_acuta_HIv1_PredGene_g8466.t1, Pocillopora_acuta_HIv1_PredGene_g23397.t1	Acerv_evm.model.Segkk1234_pilon.2
OG0016163	Pocillopora_acuta_HIv1_PredGene_g3036.t1, Pocillopora_acuta_HIv1_PredGene_g21611.t1	Acerv_evm.model.Segkk1248_pilon.4
OG0016166	Pocillopora_acuta_HIv1_PredGene_g6858.t1, Pocillopora_acuta_HIv1_PredGene_g12395.t1	Acerv_evm.model.Segkk1288_pilon.8
OG0016168	Pocillopora_acuta_HIv1_PredGene_g15906.t1, Pocillopora_acuta_HIv1_PredGene_g13566.t1	Acerv_evm.model.Segkk1290_pilon.24
OG0016171	Pocillopora_acuta_HIv1_PredGene_g7106.t1	Acerv_evm.model.Segkk1298_pilon.2
OG0016172	Pocillopora_acuta_HIv1_PredGene_g15960.t1	Acerv_evm.model.Segkk1310_pilon.8
OG0016173	Pocillopora_acuta_HIv1_PredGene_g5687.t1, Pocillopora_acuta_HIv1_PredGene_g29191.t1	Acerv_evm.model.Segkk1322_pilon.5
OG0016175	Pocillopora_acuta_HIv1_PredGene_g32485.t1	Acerv_evm.model.Segkk1332_pilon.5
OG0016176	Pocillopora_acuta_HIv1_PredGene_g19255.t1	Acerv_evm.model.Segkk2813_pilon.4, Acerv_evm.model.Segkk1335_pilon.3
OG0016177	Pocillopora_acuta_HIv1_PredGene_g24557.t1, Pocillopora_acuta_HIv1_PredGene_g30251.t1	Acerv_evm.model.Segkk1346_pilon.6
OG0016181	Pocillopora_acuta_HIv1_PredGene_g28458.t1	Acerv_evm.model.Segkk1383_pilon.4
OG0016183	Pocillopora_acuta_HIv1_PredGene_g5752.t1	Acerv_evm.model.Segkk1387_pilon.8
OG0016184	Pocillopora_acuta_HIv1_PredGene_g7412.t1	Acerv_evm.model.Segkk1388_pilon.14
OG0016188	Pocillopora_acuta_HIv1_PredGene_g9952.t1	Acerv_evm.model.Segkk1403_pilon.3
OG0016191	Pocillopora_acuta_HIv1_PredGene_g21015.t1	Acerv_evm.model.Segkk1426_pilon.7
OG0016192	Pocillopora_acuta_HIv1_PredGene_g13153.t1	Acerv_evm.model.Segkk2062_pilon.6, Acerv_evm.model.Segkk1437_pilon.3
OG0016194	Pocillopora_acuta_HIv1_PredGene_g31026.t1	Acerv_evm.model.Segkk1443_pilon.10
OG0016196	Pocillopora_acuta_HIv1_PredGene_g24002.t1	Acerv_evm.model.Segkk1451_pilon.25
OG0016197	Pocillopora_acuta_HIv1_PredGene_g3648.t1	Acerv_evm.model.Segkk1462_pilon.4
OG0016200	Pocillopora_acuta_HIv1_PredGene_g5435.t1	Acerv_evm.model.Segkk1494_pilon.2
OG0016201	Pocillopora_acuta_HIv1_PredGene_g19948.t1	Acerv_evm.model.Segkk1497_pilon.16
OG0016203	Pocillopora_acuta_HIv1_PredGene_g11241.t1	Acerv_evm.model.Segkk1509_pilon.6
OG0016204	Pocillopora_acuta_HIv1_PredGene_g19963.t1	Acerv_evm.model.Segkk1528_pilon.2, Acerv_evm.model.Segkk3505_pilon.2
OG0016205	Pocillopora_acuta_HIv1_PredGene_g22505.t1	Acerv_evm.model.Segkk1537_pilon.3
OG0016206	Pocillopora_acuta_HIv1_PredGene_g30089.t1	Acerv_evm.model.Segkk1563_pilon.7
OG0016210	Pocillopora_acuta_HIv1_PredGene_g15112.t1	Acerv_evm.model.Segkk1591_pilon.15
OG0016211	Pocillopora_acuta_HIv1_PredGene_g10688.t1	Acerv_evm.model.Segkk1600_pilon.18
OG0016213	Pocillopora_acuta_HIv1_PredGene_g16643.t1	Acerv_evm.model.Segkk2722_pilon.16, Acerv_evm.model.Segkk1602_pilon.10
OG0016214	Pocillopora_acuta_HIv1_PredGene_g20507.t1	Acerv_evm.model.Segkk1605_pilon.8
OG0016215	Pocillopora_acuta_HIv1_PredGene_g20879.t1	Acerv_evm.model.Segkk1613_pilon.15
OG0016216	Pocillopora_acuta_HIv1_PredGene_g17269.t1	Acerv_evm.model.Segkk1616_pilon.4
OG0016217	Pocillopora_acuta_HIv1_PredGene_g19254.t1, Pocillopora_acuta_HIv1_PredGene_g267.t1	Acerv_evm.model.Segkk1622_pilon.6
OG0016219	Pocillopora_acuta_HIv1_PredGene_g20474.t1	Acerv_evm.model.Segkk1641_pilon.9
OG0016220	Pocillopora_acuta_HIv1_PredGene_g18830.t1	Acerv_evm.model.Segkk1641_pilon.12
OG0016222	Pocillopora_acuta_HIv1_PredGene_g12310.t1	Acerv_evm.model.Segkk1646_pilon.1
OG0016223	Pocillopora_acuta_HIv1_PredGene_g4954.t1	Acerv_evm.model.Segkk1650_pilon.11
OG0016225	Pocillopora_acuta_HIv1_PredGene_g17016.t1	Acerv_evm.model.Segkk1670_pilon.8
OG0016231	Pocillopora_acuta_HIv1_PredGene_g32228.t1	Acerv_evm.model.Segkk2112_pilon.17, Acerv_evm.model.Segkk1728_pilon.47
OG0016234	Pocillopora_acuta_HIv1_PredGene_g3912.t1	Acerv_evm.model.Segkk1732_pilon.7
OG0016236	Pocillopora_acuta_HIv1_PredGene_g4000.t1	Acerv_evm.model.Segkk1732_pilon.46
OG0016237	Pocillopora_acuta_HIv1_PredGene_g3946.t1	Acerv_evm.model.Segkk1732_pilon.19
OG0016240	Pocillopora_acuta_HIv1_PredGene_g24761.t1	Acerv_evm.model.Segkk1749_pilon.21
OG0016241	Pocillopora_acuta_HIv1_PredGene_g17823.t1, Pocillopora_acuta_HIv1_PredGene_g17903.t1	Acerv_evm.model.Segkk1765_pilon.3
OG0016242	Pocillopora_acuta_HIv1_PredGene_g2455.t1, Pocillopora_acuta_HIv1_PredGene_g2451.t1	Acerv_evm.model.Segkk1771_pilon.8
OG0016244	Pocillopora_acuta_HIv1_PredGene_g1422.t1	Acerv_evm.model.Segkk1774_pilon.12
OG0016245	Pocillopora_acuta_HIv1_PredGene_g30079.t1	Acerv_evm.model.Segkk1777_pilon.5
OG0016248	Pocillopora_acuta_HIv1_PredGene_g5852.t1	Acerv_evm.model.Segkk1791_pilon.6, Acerv_evm.model.Segkk3244_pilon.6
OG0016252	Pocillopora_acuta_HIv1_PredGene_g1378.t1	Acerv_evm.model.Segkk1825_pilon.4
OG0016253	Pocillopora_acuta_HIv1_PredGene_g16867.t1	Acerv_evm.model.Segkk1835_pilon.5
OG0016256	Pocillopora_acuta_HIv1_PredGene_g8676.t1	Acerv_evm.model.Segkk1868_pilon.57, Acerv_evm.model.Segkk3290_pilon.28
OG0016261	Pocillopora_acuta_HIv1_PredGene_g26529.t1	Acerv_evm.model.Segkk1883_pilon.15
OG0016262	Pocillopora_acuta_HIv1_PredGene_g9009.t1	Acerv_evm.model.Segkk1887_pilon.6
OG0016263	Pocillopora_acuta_HIv1_PredGene_g9061.t1	Acerv_evm.model.Segkk1887_pilon.25
OG0016264	Pocillopora_acuta_HIv1_PredGene_g9049.t1	Acerv_evm.model.Segkk1887_pilon.13
OG0016266	Pocillopora_acuta_HIv1_PredGene_g30747.t1, Pocillopora_acuta_HIv1_PredGene_g30743.t1	Acerv_evm.model.Segkk1918_pilon.2
OG0016268	Pocillopora_acuta_HIv1_PredGene_g9023.t1	Acerv_evm.model.Segkk1936_pilon.13
OG0016270	Pocillopora_acuta_HIv1_PredGene_g18499.t1, Pocillopora_acuta_HIv1_PredGene_g3127.t1	Acerv_evm.model.Segkk1946_pilon.48
OG0016271	Pocillopora_acuta_HIv1_PredGene_g3535.t1	Acerv_evm.model.Segkk1946_pilon.4, Acerv_evm.model.Segkk4138_pilon.7
OG0016272	Pocillopora_acuta_HIv1_PredGene_g29408.t1	Acerv_evm.model.Segkk1947_pilon.6
OG0016274	Pocillopora_acuta_HIv1_PredGene_g17904.t1	Acerv_evm.model.Segkk1990_pilon.7
OG0016275	Pocillopora_acuta_HIv1_PredGene_g4021.t1	Acerv_evm.model.Segkk1991_pilon.31
OG0016279	Pocillopora_acuta_HIv1_PredGene_g1101.t1	Acerv_evm.model.Segkk2014_pilon.1
OG0016283	Pocillopora_acuta_HIv1_PredGene_g11427.t1	Acerv_evm.model.Segkk2050_pilon.2
OG0016284	Pocillopora_acuta_HIv1_PredGene_g27474.t1	Acerv_evm.model.Segkk2055_pilon.4
OG0016286	Pocillopora_acuta_HIv1_PredGene_g20029.t1	Acerv_evm.model.Segkk3485_pilon.3, Acerv_evm.model.Segkk2056_pilon.1
OG0016287	Pocillopora_acuta_HIv1_PredGene_g19280.t1, Pocillopora_acuta_HIv1_PredGene_g27968.t1	Acerv_evm.model.Segkk2056_pilon.14
OG0016290	Pocillopora_acuta_HIv1_PredGene_6039_t	Acerv_evm.model.Segkk2069_pilon.15
OG0016291	Pocillopora_acuta_HIv1_PredGene_g12587.t1	Acerv_evm.model.Segkk3964_pilon.1, Acerv_evm.model.Segkk2072_pilon.22
OG0016293	Pocillopora_acuta_HIv1_PredGene_g26224.t1	Acerv_evm.model.Segkk4338_pilon.27, Acerv_evm.model.Segkk2076_pilon.17
OG0016294	Pocillopora_acuta_HIv1_PredGene_g24803.t1, Pocillopora_acuta_HIv1_PredGene_g20704.t1	Acerv_evm.model.Segkk2076_pilon.32
OG0016295	Pocillopora_acuta_HIv1_PredGene_g9129.t1	Acerv_evm.model.Segkk2079_pilon.9
OG0016296	Pocillopora_acuta_HIv1_PredGene_g12999.t1, Pocillopora_acuta_HIv1_PredGene_g12999.t2	Acerv_evm.model.Segkk2088_pilon.2
OG0016298	Pocillopora_acuta_HIv1_PredGene_g10919.t1	Acerv_evm.model.Segkk2102_pilon.35, Acerv_evm.model.Segkk3265_pilon.6
OG0016299	Pocillopora_acuta_HIv1_PredGene_g3091.t1	Acerv_evm.model.Segkk2102_pilon.23
OG0016300	Pocillopora_acuta_HIv1_PredGene_g8833.t1	Acerv_evm.model.Segkk2102_pilon.2
OG0016301	Pocillopora_acuta_HIv1_PredGene_g31744.t1	Acerv_evm.model.Segkk2103_pilon.8
OG0016302	Pocillopora_acuta_HIv1_PredGene_g15713.t1	Acerv_evm.model.Segkk2109_pilon.17
OG0016303	Pocillopora_acuta_HIv1_PredGene_g15714.t1	Acerv_evm.model.Segkk2109_pilon.16
OG0016305	Pocillopora_acuta_HIv1_PredGene_g1506.t1, Pocillopora_acuta_HIv1_PredGene_g1493.t1	Acerv_evm.model.Segkk2112_pilon.26
OG0016306	Pocillopora_acuta_HIv1_PredGene_g12357.t2	Acerv_evm.model.Segkk2116_pilon.42
OG0016308	Pocillopora_acuta_HIv1_PredGene_g14081.t1	Acerv_evm.model.Segkk2118_pilon.12
OG0016315	Pocillopora_acuta_HIv1_PredGene_g25884.t1	Acerv_evm.model.Segkk2164_pilon.19
OG0016317	Pocillopora_acuta_HIv1_PredGene_g5452.t1	Acerv_evm.model.Segkk2189_pilon.11
OG0016318	Pocillopora_acuta_HIv1_PredGene_g5454.t1	Acerv_evm.model.Segkk2189_pilon.14
OG0016319	Pocillopora_acuta_HIv1_PredGene_g19637.t1	Acerv_evm.model.Segkk2194_pilon.11
OG0016320	Pocillopora_acuta_HIv1_PredGene_g19636.t1	Acerv_evm.model.Segkk2194_pilon.10
OG0016321	Pocillopora_acuta_HIv1_PredGene_g19638.t1	Acerv_evm.model.Segkk2194_pilon.12
OG0016322	Pocillopora_acuta_HIv1_PredGene_g19634.t1	Acerv_evm.model.Segkk2194_pilon.8
OG0016323	Pocillopora_acuta_HIv1_PredGene_g19633.t1	Acerv_evm.model.Segkk2194_pilon.7
OG0016325	Pocillopora_acuta_HIv1_PredGene_g25530.t1, Pocillopora_acuta_HIv1_PredGene_g25982.t1	Acerv_evm.model.Segkk2198_pilon.5
OG0016326	Pocillopora_acuta_HIv1_PredGene_g33404.t1, Pocillopora_acuta_HIv1_PredGene_g33410.t1	Acerv_evm.model.Segkk2201_pilon.28
OG0016327	Pocillopora_acuta_HIv1_PredGene_g7961.t1, Pocillopora_acuta_HIv1_PredGene_g6008.t1	Acerv_evm.model.Segkk2201_pilon.40
OG0016329	Pocillopora_acuta_HIv1_PredGene_g2186.t1, Pocillopora_acuta_HIv1_PredGene_g5426.t1	Acerv_evm.model.Segkk2201_pilon.11
OG0016330	Pocillopora_acuta_HIv1_PredGene_31765_t	Acerv_evm.model.Segkk2201_pilon.30
OG0016333	Pocillopora_acuta_HIv1_PredGene_g15004.t1	Acerv_evm.model.Segkk2219_pilon.32
OG0016334	Pocillopora_acuta_HIv1_PredGene_g4825.t1	Acerv_evm.model.Segkk2223_pilon.1
OG0016335	Pocillopora_acuta_HIv1_PredGene_g24830.t1	Acerv_evm.model.Segkk2233_pilon.14
OG0016337	Pocillopora_acuta_HIv1_PredGene_g7203.t1	Acerv_evm.model.Segkk2237_pilon.12
OG0016338	Pocillopora_acuta_HIv1_PredGene_g29775.t1	Acerv_evm.model.Segkk2248_pilon.3
OG0016339	Pocillopora_acuta_HIv1_PredGene_g11131.t1, Pocillopora_acuta_HIv1_PredGene_g31351.t1	Acerv_evm.model.Segkk2254_pilon.8
OG0016342	Pocillopora_acuta_HIv1_PredGene_g18250.t1, Pocillopora_acuta_HIv1_PredGene_g18253.t1	Acerv_evm.model.Segkk2274_pilon.13
OG0016346	Pocillopora_acuta_HIv1_PredGene_g12332.t1	Acerv_evm.model.Segkk2295_pilon.12
OG0016348	Pocillopora_acuta_HIv1_PredGene_g1871.t1	Acerv_evm.model.Segkk2307_pilon.21
OG0016349	Pocillopora_acuta_HIv1_PredGene_g1867.t1	Acerv_evm.model.Segkk2307_pilon.18
OG0016350	Pocillopora_acuta_HIv1_PredGene_g29630.t1	Acerv_evm.model.Segkk4019_pilon.14, Acerv_evm.model.Segkk2310_pilon.5
OG0016351	Pocillopora_acuta_HIv1_PredGene_g24529.t1	Acerv_evm.model.Segkk2318_pilon.3
OG0016354	Pocillopora_acuta_HIv1_PredGene_g30234.t1	Acerv_evm.model.Segkk2351_pilon.5
OG0016356	Pocillopora_acuta_HIv1_PredGene_g2948.t1, Pocillopora_acuta_HIv1_PredGene_g1779.t1	Acerv_evm.model.Segkk2355_pilon.20
OG0016357	Pocillopora_acuta_HIv1_PredGene_g28759.t1	Acerv_evm.model.Segkk2358_pilon.3
OG0016358	Pocillopora_acuta_HIv1_PredGene_g20435.t1	Acerv_evm.model.Segkk2386_pilon.6
OG0016359	Pocillopora_acuta_HIv1_PredGene_g4564.t1	Acerv_evm.model.Segkk2390_pilon.29
OG0016360	Pocillopora_acuta_HIv1_PredGene_g2827.t1	Acerv_evm.model.Segkk2390_pilon.21
OG0016361	Pocillopora_acuta_HIv1_PredGene_g4567.t1	Acerv_evm.model.Segkk2390_pilon.31
OG0016365	Pocillopora_acuta_HIv1_PredGene_g9215.t1	Acerv_evm.model.Segkk2424_pilon.4
OG0016366	Pocillopora_acuta_HIv1_PredGene_g1700.t1	Acerv_evm.model.Segkk3238_pilon.18, Acerv_evm.model.Segkk2424_pilon.10
OG0016367	Pocillopora_acuta_HIv1_PredGene_g28441.t1	Acerv_evm.model.Segkk2431_pilon.7
OG0016369	Pocillopora_acuta_HIv1_PredGene_g27160.t1	Acerv_evm.model.Segkk2453_pilon.1
OG0016371	Pocillopora_acuta_HIv1_PredGene_g5176.t1	Acerv_evm.model.Segkk2462_pilon.4
OG0016374	Pocillopora_acuta_HIv1_PredGene_g12592.t1, Pocillopora_acuta_HIv1_PredGene_g28284.t1	Acerv_evm.model.Segkk2481_pilon.69
OG0016378	Pocillopora_acuta_HIv1_PredGene_g20520.t1	Acerv_evm.model.Segkk2484_pilon.8
OG0016381	Pocillopora_acuta_HIv1_PredGene_g32212.t1	Acerv_evm.model.Segkk3935_pilon.7, Acerv_evm.model.Segkk2510_pilon.34
OG0016383	Pocillopora_acuta_HIv1_PredGene_g4072.t1	Acerv_evm.model.Segkk2518_pilon.9
OG0016385	Pocillopora_acuta_HIv1_PredGene_g4445.t1	Acerv_evm.model.Segkk2530_pilon.4
OG0016386	Pocillopora_acuta_HIv1_PredGene_g25136.t1, Pocillopora_acuta_HIv1_PredGene_g1808.t1	Acerv_evm.model.Segkk2533_pilon.3
OG0016388	Pocillopora_acuta_HIv1_PredGene_g13859.t1	Acerv_evm.model.Segkk2540_pilon.1
OG0016390	Pocillopora_acuta_HIv1_PredGene_g17901.t1, Pocillopora_acuta_HIv1_PredGene_g17821.t1	Acerv_evm.model.Segkk2541_pilon.2
OG0016392	Pocillopora_acuta_HIv1_PredGene_g289.t1	Acerv_evm.model.Segkk2545_pilon.4
OG0016395	Pocillopora_acuta_HIv1_PredGene_g5306.t1	Acerv_evm.model.Segkk2579_pilon.20
OG0016396	Pocillopora_acuta_HIv1_PredGene_g11488.t1, Pocillopora_acuta_HIv1_PredGene_g14521.t1	Acerv_evm.model.Segkk2583_pilon.9
OG0016397	Pocillopora_acuta_HIv1_PredGene_g26765.t1	Acerv_evm.model.Segkk2585_pilon.16
OG0016398	Pocillopora_acuta_HIv1_PredGene_g31533.t1	Acerv_evm.model.Segkk2596_pilon.45
OG0016399	Pocillopora_acuta_HIv1_PredGene_g31534.t1	Acerv_evm.model.Segkk2596_pilon.46
OG0016400	Pocillopora_acuta_HIv1_PredGene_g22049.t1	Acerv_evm.model.Segkk2612_pilon.9, Acerv_evm.model.Segkk2759_pilon.18
