"","gene_id","19_T33_Ac_WK","24_T12_Ac_FM","25_ctl1_Ac_GF_1","27_ctl2_Ac_YG_1","31_T22_Ac_UV","35_T43_Ac_MT","37_T13_Ac_ML","38_T23_Ac_IN","41_ctl3_Ac_RN_1","45_T41_Ac_SC_1","47_T31_Ac_JB","52_T11_Ac_II","53_T21_Ac_NH","54_T42_Ac_JQ","57_T32_Ac_NM","scaffold","start","stop","length","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"6505","Acerv_evm.TU.Segkk3893_pilon.1",594,0,1378,1101,432,763,475,577,1022,1358,335,401,263,759,228,"Segkk3893_pilon",2289,35390,33101,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6506","Acerv_evm.TU.Segkk3895_pilon.6",42,0,119,144,53,71,49,67,146,264,44,34,39,79,32,"Segkk3895_pilon",50005,55426,5421,NA,NA,NA,NA,NA,NA,NA
"6507","Acerv_evm.TU.Segkk3895_pilon.8",685,0,1215,1433,363,509,336,409,1409,1898,322,451,323,644,279,"Segkk3895_pilon",76605,83704,7099,NA,NA,NA,NA,NA,NA,NA
"6508","Acerv_evm.TU.Segkk3897_pilon.2",20,0,29,34,14,24,12,11,24,24,6,13,11,28,10,"Segkk3897_pilon",10350,16699,6349,NA,NA,NA,NA,NA,NA,NA
"6509","Acerv_evm.TU.Segkk390_pilon.8",82,0,205,169,78,102,77,74,175,226,50,71,49,112,40,"Segkk390_pilon",91185,103787,12602,NA,NA,NA,NA,NA,NA,NA
"6510","Acerv_evm.TU.Segkk390_pilon.9",734,0,1341,1286,752,961,596,763,1208,1210,316,365,461,1003,323,"Segkk390_pilon",110760,126476,15716,NA,NA,NA,NA,NA,NA,NA
"6511","Acerv_evm.TU.Segkk3900_pilon.11",39,0,48,57,20,36,28,20,44,55,15,30,18,25,14,"Segkk3900_pilon",74846,75760,914,NA,NA,NA,NA,NA,NA,NA
"6512","Acerv_evm.TU.Segkk3900_pilon.15",197,0,395,327,149,258,122,119,287,527,132,107,103,287,96,"Segkk3900_pilon",101283,110652,9369,NA,NA,NA,NA,NA,NA,NA
"6513","Acerv_evm.TU.Segkk3900_pilon.19",4241,3,6700,8271,2832,6110,2375,2901,7090,8022,1496,1646,1608,3744,1236,"Segkk3900_pilon",125532,128338,2806,NA,NA,NA,NA,NA,NA,NA
"6514","Acerv_evm.TU.Segkk3900_pilon.25",271,0,471,526,296,466,197,236,274,274,127,129,220,317,82,"Segkk3900_pilon",153207,176037,22830,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6515","Acerv_evm.TU.Segkk3900_pilon.26",373,0,742,535,286,489,206,229,298,406,112,181,166,366,99,"Segkk3900_pilon",184833,204029,19196,NA,NA,NA,NA,NA,NA,NA
"6516","Acerv_evm.TU.Segkk3900_pilon.3",893,0,1507,1349,671,1259,472,640,992,1312,496,395,645,924,263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6517","Acerv_evm.TU.Segkk3900_pilon.41",120,0,238,281,99,151,71,92,197,252,59,77,68,153,47,"Segkk3900_pilon",297596,307986,10390,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6518","Acerv_evm.TU.Segkk3900_pilon.5",54,2,86,67,31,65,25,35,64,85,16,17,25,48,18,"Segkk3900_pilon",22494,22886,392,NA,NA,NA,NA,NA,NA,NA
"6519","Acerv_evm.TU.Segkk3900_pilon.7",291,0,747,594,243,324,225,280,757,943,219,260,163,404,179,"Segkk3900_pilon",40989,54338,13349,NA,NA,NA,NA,NA,NA,NA
"6520","Acerv_evm.TU.Segkk3901_pilon.2",130,0,331,317,85,155,84,104,288,434,84,107,53,165,50,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6521","Acerv_evm.TU.Segkk3901_pilon.3",48,0,86,62,33,59,29,32,54,108,21,24,24,58,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6522","Acerv_evm.TU.Segkk3903_pilon.1",403,0,839,789,322,615,291,316,521,797,211,337,259,566,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6523","Acerv_evm.TU.Segkk3903_pilon.2",2554,0,3990,6951,2964,3310,1557,10419,3243,4481,1586,861,2198,3706,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6524","Acerv_evm.TU.Segkk3903_pilon.3",49,0,84,58,17,37,18,16,45,59,9,15,13,29,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6525","Acerv_evm.TU.Segkk3904_pilon.12",504,0,803,1052,224,619,263,131,469,630,135,387,323,457,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6526","Acerv_evm.TU.Segkk3904_pilon.13",143,0,327,201,93,136,123,99,181,262,80,106,79,241,67,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6527","Acerv_evm.TU.Segkk3904_pilon.16",182,0,366,339,146,243,149,195,339,431,134,134,109,211,84,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6528","Acerv_evm.TU.Segkk3904_pilon.20",181,0,343,438,120,192,141,217,382,469,124,162,88,195,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6529","Acerv_evm.TU.Segkk3904_pilon.22",26,0,53,48,14,28,22,20,52,57,20,19,8,22,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6530","Acerv_evm.TU.Segkk3904_pilon.24",1379,0,2565,2150,1006,1616,903,1208,2703,3220,842,550,797,1560,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6531","Acerv_evm.TU.Segkk3904_pilon.25",441,0,662,891,300,477,288,328,992,1082,283,337,245,499,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6532","Acerv_evm.TU.Segkk3904_pilon.27",349,0,652,633,300,456,280,321,610,793,247,293,166,398,151,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6533","Acerv_evm.TU.Segkk3904_pilon.28",424,0,810,826,315,525,328,471,1210,1429,366,385,207,595,254,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6534","Acerv_evm.TU.Segkk3904_pilon.30",280,0,512,570,232,390,197,256,416,608,183,210,147,401,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6535","Acerv_evm.TU.Segkk3904_pilon.4",70,0,120,80,49,66,58,42,97,86,28,60,26,89,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6536","Acerv_evm.TU.Segkk3904_pilon.5",478,2,829,530,344,687,206,266,646,894,182,104,206,527,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6537","Acerv_evm.TU.Segkk3904_pilon.6",42,0,81,99,46,67,41,35,95,122,44,60,28,75,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6538","Acerv_evm.TU.Segkk3905_pilon.16",52,2,99,73,40,71,29,33,73,61,20,23,28,83,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6539","Acerv_evm.TU.Segkk3905_pilon.17",323,0,607,627,279,445,205,245,467,640,200,153,182,386,113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6540","Acerv_evm.TU.Segkk3905_pilon.18",326,0,688,511,243,433,193,262,482,658,147,172,167,441,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6541","Acerv_evm.TU.Segkk3905_pilon.23",84,0,210,173,71,133,66,68,194,234,45,55,58,141,41,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6542","Acerv_evm.TU.Segkk3905_pilon.28",2579,0,5066,4377,1951,3254,1796,1772,3303,5195,1328,1636,1327,3350,1013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6543","Acerv_evm.TU.Segkk391_pilon.2",166,0,373,353,142,221,123,121,337,455,97,103,84,199,76,"Segkk391_pilon",3893,18587,14694,NA,NA,NA,NA,NA,NA,NA
"6544","Acerv_evm.TU.Segkk3913_pilon.2",410,0,898,559,252,431,242,282,595,933,187,219,152,523,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6545","Acerv_evm.TU.Segkk3914_pilon.1",52,0,70,62,30,62,37,37,43,73,27,67,24,70,22,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6546","Acerv_evm.TU.Segkk3915_pilon.1",21,2,66,43,15,31,11,26,51,83,19,13,10,26,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6547","Acerv_evm.TU.Segkk3916_pilon.2",3743,159,7145,5334,2539,4898,2427,1357,3571,5463,1360,2351,2006,5729,1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6548","Acerv_evm.TU.Segkk3916_pilon.3",79,1,176,155,70,112,62,44,114,167,44,51,55,129,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6549","Acerv_evm.TU.Segkk392_pilon.10",107,0,200,178,89,175,56,65,101,165,40,37,60,111,29,"Segkk392_pilon",66670,72668,5998,NA,NA,NA,NA,NA,NA,NA
"6550","Acerv_evm.TU.Segkk392_pilon.3",16,0,40,32,15,24,13,24,23,31,6,23,13,34,9,"Segkk392_pilon",11387,18809,7422,NA,NA,NA,NA,NA,NA,NA
"6551","Acerv_evm.TU.Segkk3920_pilon.5",71,0,140,90,42,55,45,65,163,180,45,68,20,61,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6552","Acerv_evm.TU.Segkk3922_pilon.1",46,1,463,165,215,310,121,893,393,651,202,119,98,577,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6553","Acerv_evm.TU.Segkk3924_pilon.3",20,0,44,80,15,44,17,16,67,117,27,26,8,26,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6554","Acerv_evm.TU.Segkk3924_pilon.4",11,0,33,17,10,14,6,23,31,45,14,6,7,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6555","Acerv_evm.TU.Segkk3927_pilon.1",19,0,37,29,15,29,9,25,23,34,13,12,12,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6556","Acerv_evm.TU.Segkk3928_pilon.1",457,1,905,819,252,474,268,72,130,148,70,336,146,409,176,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6557","Acerv_evm.TU.Segkk3929_pilon.1",179,0,415,149,171,208,65,55,128,169,26,37,92,177,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6558","Acerv_evm.TU.Segkk393_pilon.1",54,1,116,75,27,44,28,51,193,202,43,52,16,48,20,"Segkk393_pilon",617,1495,878,NA,NA,NA,NA,NA,NA,NA
"6559","Acerv_evm.TU.Segkk393_pilon.3",41,0,84,63,27,32,22,37,120,145,27,34,0,42,13,"Segkk393_pilon",25433,29724,4291,NA,NA,NA,NA,NA,NA,NA
"6560","Acerv_evm.TU.Segkk3931_pilon.2",580,0,1256,1193,495,743,453,537,1323,1729,362,475,280,948,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6561","Acerv_evm.TU.Segkk3931_pilon.6",161,0,340,333,116,197,119,128,293,416,100,115,81,228,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6562","Acerv_evm.TU.Segkk3932_pilon.1",76,0,67,57,33,112,15,12,15,23,4,10,47,75,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6563","Acerv_evm.TU.Segkk3933_pilon.11",140,17,402,343,92,140,115,122,433,403,59,96,45,170,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6564","Acerv_evm.TU.Segkk3933_pilon.12",2675,87,5265,4793,1894,3672,1619,2506,5356,7564,1476,1367,1499,3149,879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6565","Acerv_evm.TU.Segkk3933_pilon.14",129,4,143,238,84,188,31,77,64,118,22,36,65,110,12,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6566","Acerv_evm.TU.Segkk3933_pilon.2",1598,0,1821,3146,1317,2386,705,2097,1757,1920,743,690,821,1141,364,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6567","Acerv_evm.TU.Segkk3933_pilon.4",1386,176,1761,3615,1184,2362,879,1281,2044,2614,728,1147,994,1363,559,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6568","Acerv_evm.TU.Segkk3933_pilon.6",61,0,91,105,21,61,26,44,106,118,28,25,0,47,17,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6569","Acerv_evm.TU.Segkk3933_pilon.7",505,0,1349,918,425,803,293,269,553,971,205,198,231,803,165,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6570","Acerv_evm.TU.Segkk3937_pilon.1",268,25,613,477,214,348,152,185,362,536,149,113,124,336,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6571","Acerv_evm.TU.Segkk3937_pilon.15",51,0,95,95,31,43,34,21,74,48,16,48,29,46,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6572","Acerv_evm.TU.Segkk3937_pilon.16",177,0,553,313,157,231,185,329,489,490,188,83,112,305,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6573","Acerv_evm.TU.Segkk3937_pilon.17",177,0,432,293,126,197,237,440,489,410,258,199,106,306,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6574","Acerv_evm.TU.Segkk3937_pilon.18",18,0,28,35,13,29,19,37,50,79,25,7,10,30,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6575","Acerv_evm.TU.Segkk3937_pilon.19",264,0,717,461,257,660,179,577,621,756,203,22,46,456,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6576","Acerv_evm.TU.Segkk3937_pilon.2",121,0,279,232,88,154,92,189,384,617,130,128,69,172,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6577","Acerv_evm.TU.Segkk3937_pilon.20",14,0,18,25,13,29,16,39,47,81,12,11,22,84,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6578","Acerv_evm.TU.Segkk3937_pilon.21",178,0,599,333,163,285,199,351,548,787,218,90,97,431,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6579","Acerv_evm.TU.Segkk3937_pilon.22",204,0,692,324,254,326,194,226,412,728,197,133,161,541,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6580","Acerv_evm.TU.Segkk3937_pilon.23",91,0,218,198,52,109,42,85,110,226,34,89,77,133,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6581","Acerv_evm.TU.Segkk3937_pilon.25",54,0,97,117,56,78,44,167,54,49,28,30,67,113,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6582","Acerv_evm.TU.Segkk3937_pilon.27",23,0,75,21,12,32,11,15,55,35,9,20,18,27,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6583","Acerv_evm.TU.Segkk3937_pilon.30",593,4,1207,795,295,590,415,376,1381,2006,236,182,172,741,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6584","Acerv_evm.TU.Segkk3937_pilon.31",71,0,90,155,34,108,42,83,156,224,60,50,37,71,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6585","Acerv_evm.TU.Segkk3937_pilon.32",314,0,536,364,177,310,168,117,283,502,103,112,151,343,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6586","Acerv_evm.TU.Segkk3937_pilon.4",268,0,474,448,185,331,188,148,323,475,122,181,116,342,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6587","Acerv_evm.TU.Segkk3937_pilon.8",114,0,151,163,68,136,69,70,121,218,48,39,71,112,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6588","Acerv_evm.TU.Segkk3939_pilon.10",85,0,207,177,71,142,74,69,193,223,64,59,62,136,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6589","Acerv_evm.TU.Segkk3939_pilon.16",191,0,330,324,124,204,126,168,300,396,122,113,80,239,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6590","Acerv_evm.TU.Segkk3939_pilon.18",96,0,161,125,65,102,49,50,114,159,32,37,73,124,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6591","Acerv_evm.TU.Segkk3939_pilon.19",1280,0,2629,1800,1019,1869,717,757,1204,2358,504,405,690,1645,314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6592","Acerv_evm.TU.Segkk3939_pilon.20",149,0,269,174,101,163,61,80,111,189,52,46,45,133,42,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6593","Acerv_evm.TU.Segkk3939_pilon.4",391,34,786,768,257,433,262,307,735,964,269,312,170,370,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6594","Acerv_evm.TU.Segkk3939_pilon.5",52,0,79,103,34,56,34,28,67,119,35,33,26,51,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6595","Acerv_evm.TU.Segkk3939_pilon.7",717,0,1321,1197,452,866,418,528,1045,1839,491,357,338,753,258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6596","Acerv_evm.TU.Segkk3939_pilon.9",147,0,296,418,132,207,150,154,512,560,152,201,78,233,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6597","Acerv_evm.TU.Segkk394_pilon.1",28,0,64,59,17,41,16,26,54,66,17,27,12,39,0,"Segkk394_pilon",151,4591,4440,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6598","Acerv_evm.TU.Segkk3940_pilon.1",133,0,376,161,101,126,80,60,165,243,41,95,67,156,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6599","Acerv_evm.TU.Segkk3940_pilon.13",18,0,85,23,18,11,17,15,22,37,9,24,9,21,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6600","Acerv_evm.TU.Segkk3940_pilon.14",27,0,69,44,16,24,28,7,40,49,14,19,6,42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6601","Acerv_evm.TU.Segkk3940_pilon.19",262,2,534,310,266,268,256,126,178,289,86,412,296,516,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6602","Acerv_evm.TU.Segkk3940_pilon.2",92,1,200,121,54,91,57,43,134,191,39,22,31,73,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6603","Acerv_evm.TU.Segkk3940_pilon.20",840,0,1304,978,469,822,439,434,1033,1564,253,373,361,721,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6604","Acerv_evm.TU.Segkk3940_pilon.21",190,0,140,150,101,172,104,102,130,167,63,86,90,152,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6605","Acerv_evm.TU.Segkk3940_pilon.36",241,0,403,366,151,293,142,282,450,632,137,120,160,299,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6606","Acerv_evm.TU.Segkk3940_pilon.37",597,14,1430,1028,463,764,396,376,913,1288,329,359,234,728,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6607","Acerv_evm.TU.Segkk3940_pilon.40",126,1,190,251,112,158,101,101,163,140,69,73,65,141,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6608","Acerv_evm.TU.Segkk3940_pilon.41",582,0,591,700,206,489,255,268,802,1050,219,222,231,352,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609","Acerv_evm.TU.Segkk3940_pilon.42",345,0,649,528,241,413,141,247,380,635,144,114,157,342,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6610","Acerv_evm.TU.Segkk3940_pilon.43",69,0,113,86,66,99,34,36,76,96,20,10,35,76,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6611","Acerv_evm.TU.Segkk3940_pilon.5",163,0,360,307,96,177,104,109,290,437,104,64,64,201,60,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6612","Acerv_evm.TU.Segkk3940_pilon.6",130,0,265,240,73,117,86,125,281,395,101,58,50,176,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6613","Acerv_evm.TU.Segkk3940_pilon.9",15,0,30,30,18,20,24,13,38,39,12,23,8,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6614","Acerv_evm.TU.Segkk3943_pilon.2",721,0,853,653,291,860,257,342,653,2047,242,112,312,684,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6615","Acerv_evm.TU.Segkk3945_pilon.1",16,0,25,49,13,34,12,53,49,102,27,6,9,22,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6616","Acerv_evm.TU.Segkk3945_pilon.10",1018,61,2349,1842,780,1397,730,717,1401,1623,413,675,492,1232,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6617","Acerv_evm.TU.Segkk3945_pilon.13",455,0,815,660,353,520,320,289,523,747,168,212,254,571,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6618","Acerv_evm.TU.Segkk3945_pilon.15",158,0,419,163,105,156,124,47,145,97,26,144,52,171,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6619","Acerv_evm.TU.Segkk3945_pilon.16",2042,70,5059,3894,1503,3101,1298,1455,2860,4300,1022,1226,1311,2778,644,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6620","Acerv_evm.TU.Segkk3945_pilon.17",123,2,275,260,85,151,96,111,276,321,93,135,51,155,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6621","Acerv_evm.TU.Segkk3945_pilon.19",519,0,828,1085,350,557,302,394,949,1247,288,523,289,596,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6622","Acerv_evm.TU.Segkk3945_pilon.7",111,2,180,184,39,99,59,41,78,137,40,60,39,96,31,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6623","Acerv_evm.TU.Segkk3945_pilon.8",563,0,922,771,380,647,263,335,639,1036,210,168,264,593,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6624","Acerv_evm.TU.Segkk3946_pilon.1",39,4,70,87,40,48,42,35,46,98,30,21,30,47,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6625","Acerv_evm.TU.Segkk3946_pilon.10",45,0,62,111,33,60,42,56,76,103,32,89,39,50,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6626","Acerv_evm.TU.Segkk3946_pilon.12",470,0,1271,947,387,514,469,367,622,613,194,808,239,710,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6627","Acerv_evm.TU.Segkk3946_pilon.13",50,1,96,124,41,43,48,74,156,189,53,44,26,54,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6628","Acerv_evm.TU.Segkk3946_pilon.14",552,0,860,296,783,170,676,43,59,43,23,274,940,786,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6629","Acerv_evm.TU.Segkk3946_pilon.16",59,0,72,120,42,91,35,75,97,126,43,21,36,63,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6630","Acerv_evm.TU.Segkk3946_pilon.17",198,0,451,208,99,187,103,118,535,468,94,124,94,225,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6631","Acerv_evm.TU.Segkk3946_pilon.19",46,1,116,115,37,49,40,49,104,127,37,51,23,57,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6632","Acerv_evm.TU.Segkk3946_pilon.20",609,0,1077,483,954,185,844,42,100,59,28,343,1229,930,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6633","Acerv_evm.TU.Segkk3946_pilon.22",60,0,73,121,42,91,35,75,96,126,43,21,36,63,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6634","Acerv_evm.TU.Segkk3946_pilon.23",187,0,415,204,96,184,101,111,479,408,90,127,94,220,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6635","Acerv_evm.TU.Segkk3946_pilon.25",28,0,77,67,24,28,26,32,60,73,25,39,12,34,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6636","Acerv_evm.TU.Segkk3946_pilon.3",99,0,226,215,75,131,68,98,213,330,78,75,49,131,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6637","Acerv_evm.TU.Segkk3946_pilon.6",299,0,444,510,159,294,179,167,410,623,143,129,137,342,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6638","Acerv_evm.TU.Segkk3946_pilon.9",379,0,414,471,189,414,232,175,210,401,104,234,212,272,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6639","Acerv_evm.TU.Segkk3947_pilon.1",978,0,2136,2129,815,1338,801,861,2078,2679,751,848,603,1556,515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6640","Acerv_evm.TU.Segkk3949_pilon.1",16,0,57,19,18,31,15,9,24,32,8,7,12,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6641","Acerv_evm.TU.Segkk3949_pilon.2",155,6,304,323,89,177,79,114,275,380,114,68,64,159,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6642","Acerv_evm.TU.Segkk3949_pilon.3",87,0,227,208,85,108,70,99,271,351,64,103,47,212,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6643","Acerv_evm.TU.Segkk3949_pilon.5",190,0,181,409,147,313,108,161,192,288,63,67,117,182,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6644","Acerv_evm.TU.Segkk3949_pilon.7",47,0,105,94,48,78,20,44,48,72,0,22,28,75,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6645","Acerv_evm.TU.Segkk3950_pilon.3",136,0,280,339,92,180,63,73,159,216,61,85,66,146,43,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
"6646","Acerv_evm.TU.Segkk3951_pilon.1",133,0,178,214,67,133,65,101,156,228,41,55,52,146,39,NA,NA,NA,NA,"GO:0005515",0.0420731648475385,0.980675075121184,13,1488,"protein binding","MF"
